COMID,lengthKM,Tidal,SLOPE,width_bkfl_m,FNODE_,TNODE_,LPOLY_,RPOLY_,LENGTH,CANADSKEL_,CANADSKEL1,UID_V6,F_CODE,HYC,VTR,YSS,LAKEUID,NAME_EN,NOM_FR,CGNDB_EN,CGNDB_FR,CGNS_FID,DATE_E,coast,outlet
3624400,2.447592303,0,0,2.632238557,362440,362359,2,2,0.02787,366495,27207,13901112,VT001,0,1,0,4040262, , , , , ,2003,0,0
3624430,2.042649444,0,0,0.906102282,362443,362442,2,2,0.02798,366498,27684,14351112,BH140,8,0,0,0, , , , , ,2003,0,0
3622380,7.077705515,0,0,10.04490023,362238,362444,2,2,0.07416,366499,25780,12489112,VT001,0,1,0,3902262, , , , , ,2003,0,0
3624280,0.897096155,0,0,5.303186975,362428,362446,2,2,0.00965,366502,26942,13650112,VT001,0,1,0,4290262, , , , , ,2003,0,0
3624460,0.462430693,0,0,6.355321668,362446,362447,2,2,0.00564,366503,26943,13651112,VT001,0,1,0,4290262, , , , , ,2003,0,0
3620590,18.96883409,0,0,71.52971986,362059,362448,2,2,0.22792,366504,20504,7457112,BH140,8,0,0,0,Rivière Kegaska,Rivière Kegaska,EKVRF,EKVRF,f03d0561d1e011d892e2080020a0f4c9,2003,0,1
3624500,1.039785206,0,0,1.289536809,362450,362449,13,13,0.0117,366506,26584,13299112,VT001,0,1,0,4177262, , , , , ,2003,0,0
3624510,7.664559483,0,0,2.728040031,362451,362255,16,16,0.08472,366507,14048,2496112,BH140,8,0,0,0, , , , , ,2003,0,0
3624530,0.290675658,0,0,0.178394631,362453,362450,13,13,0.00382,366509,26591,13306112,BH140,8,0,0,0, , , , , ,2003,0,0
3624540,7.962430778,0,0,2.816126921,362454,362455,2,2,0.07868,366510,27711,14380112,BH140,8,0,0,0,Rivière La Tourette,Rivière La Tourette,EGYCT,EGYCT,376d4646be3211d892e2080020a0f4c9,2003,0,0
3624560,27.87733867,0,0,8.002904351,362456,362457,2,2,0.3112,366511,25983,12696112,BH140,8,0,0,0, , , , , ,2003,0,0
3623650,3.072975431,0,0,11.18454323,362365,362458,2,2,0.03159,366512,29831,35663112,BH140,8,0,0,0,Rivière du Chef,Rivière du Chef,EFWRS,EFWRS,9626ea19bbef11d892e2080020a0f4c9,20061024,0,0
3622620,6.61847806,0,0,3913.44372,362262,362459,90,13,0.068,366513,26273,12989112,VT001,0,1,0,4034262,Rivière Toulnustouc,Rivière Toulnustouc,EIHVH,EIHVH,9117a12ebe5211d892e2080020a0f4c9,2003,0,0
3624600,1.480775774,0,0,0.693000408,362460,362442,2,2,0.01467,366514,27685,14352112,BH140,8,0,0,0, , , , , ,2003,0,0
3624610,11.69121233,0,0,3.878748242,362461,362455,2,2,0.12864,366515,27726,14394112,BH140,8,0,0,0, , , , , ,2003,0,0
3624620,0.691741465,0,0,0.918130446,362462,362446,2,2,0.00709,366516,26952,13662112,VT001,0,1,0,4290262, , , , , ,2003,0,0
3624630,1.669504714,0,0,0.765874244,362463,362464,2,2,0.02283,366517,29334,15758112,BH140,8,0,0,0, , , , , ,2003,0,0
3622650,6.480676917,0,0,282.9490266,362265,362464,2,2,0.06525,366518,29335,15759112,BH140,8,0,0,0,Rivière Mistassini,Rivière Mistassini,EHGZZ,EHGZZ,13e88494be3c11d892e2080020a0f4c9,2003,0,0
3624670,0.215048153,0,0,0.138771147,362467,362462,2,2,0.00312,366520,26951,13661112,VT001,0,1,0,4290262, , , , , ,2003,0,0
3624680,8.031525544,0,0,2.836480674,362468,362438,2,2,0.09776,366521,27357,35548112,BH140,8,0,0,0, , , , , ,20061024,0,0
3624150,3.240144059,0,0,53.09508984,362415,362473,2,2,0.04034,366526,27488,14161112,BH140,8,0,0,0, , , , , ,2003,0,0
3624740,10.57312713,0,0,3.567009266,362474,362473,2,2,0.1183,366527,27489,14162112,BH140,8,0,0,0, , , , , ,2003,0,0
3623400,5.233507377,0,0,605.3029408,362340,362475,2,2,0.0584,366528,29013,15501112,BH140,8,0,0,0,Rivière Mistassibi,Rivière Mistassibi,EHGZI,EHGZI,11bfb119be3c11d892e2080020a0f4c9,2003,0,0
3624420,10.42052157,0,0,13.47823485,362442,362476,2,2,0.13674,366529,27658,14330112,BH140,8,0,0,0, , , , , ,2003,0,0
3624770,1.549222927,0,0,47.61137839,362477,362435,16,16,0.01549,366531,14463,2737112,VT001,0,1,0,934262, , , , , ,2003,0,0
3624800,3.77645855,0,0,2.935314106,362480,362403,13,13,0.04563,366535,26750,13463112,BH140,8,0,0,0, , , , , ,2003,0,0
3624810,12.58950706,0,0,4.125607723,362481,362482,13,13,0.14159,366537,26440,13160112,BH140,8,0,0,0, , , , , ,2003,0,0
3623390,5.820042179,0,0,4200.256218,362339,362483,2,70,0.06732,366538,28382,14969112,VT001,0,1,0,4564262,Rivière Péribonka,Rivière Péribonka,EMAFV,EMAFV,8c6eada8d1e111d892e2080020a0f4c9,2003,0,0
3624440,1.319360041,0,0,11.9312111,362444,362484,2,2,0.01272,366539,25808,12518112,BH140,8,0,0,0, , , , , ,2003,0,0
3624850,1.047286289,0,0,1.297286056,362485,362486,13,13,0.01419,366540,26753,13465112,VT001,0,1,0,4228262, , , , , ,2003,0,0
3624860,0.201414989,0,0,1.714632379,362486,362480,13,13,0.00216,366541,26754,13466112,VT001,0,1,0,4228262, , , , , ,2003,0,0
3616290,28.53851827,0,0,39.98501127,361629,362457,2,2,0.31659,366542,26006,12719112,BH140,8,0,0,0, , , , , ,2003,0,0
3624870,18.61362439,0,0,5.715243677,362487,362393,2,2,0.23344,366543,21082,35281112,BH140,8,0,0,0, , , , , ,20061024,0,0
3621440,11.9113055,0,0,9.57734069,362144,362488,2,2,0.12707,366544,26129,12843112,BH140,8,0,0,0, , , , , ,2003,0,0
3618840,20.19704775,0,0,41.01690554,361884,362488,2,90,0.21502,366545,26132,12846112,BH140,8,0,0,0,Rivière Pentecôte,Rivière Pentecôte,EHOZH,EHOZH,2c9d44c9be4311d892e2080020a0f4c9,2003,0,0
3623230,6.492411997,0,0,33.47205338,362323,362489,13,13,0.07534,366546,26679,13393112,BH140,8,0,0,0, , , , , ,2003,0,0
3624900,0.652908926,0,0,0.350195294,362490,362485,13,13,0.00808,366547,26741,13454112,BH140,8,0,0,0, , , , , ,2003,0,0
3623570,4.497816054,0,0,66.17486436,362357,362491,13,13,0.04843,366548,26354,13075112,VT001,0,1,0,4034262, , , , , ,2003,0,0
3624930,1.488990847,0,0,1.739469145,362493,362492,2,2,0.01984,366549,27597,14267112,VT001,0,1,0,4468262, , , , , ,2003,0,0
3624840,0.487500731,0,0,12.32908858,362484,362494,2,2,0.00461,366550,25816,12526112,VT001,0,1,0,3946262, , , , , ,2003,0,0
3618390,18.34576685,0,0,391.7275572,361839,362495,70,2,0.18075,366551,28890,15404112,BH140,8,0,0,0,Rivière Mistassibi Nord-Est,Rivière Mistassibi Nord-Est,EHGZK,EHGZK,11c7794abe3c11d892e2080020a0f4c9,2003,0,0
3624960,8.780517139,0,0,3.055305611,362496,362495,2,2,0.10966,366552,28913,15423112,BH140,8,0,0,0, , , , , ,2003,0,0
3621560,11.76851561,0,0,854.0883636,362156,362497,2,2,0.12625,366553,27629,14299112,BH140,8,0,0,0,Rivière Betsiamites,Rivière Betsiamites,EMANJ,EMANJ,0ccc0e7a849c20c3697db655f560cac0,2003,0,0
3624970,2.248500033,0,0,960.7423135,362497,362476,2,2,0.03087,366554,27631,14301112,BH140,8,0,0,0,Rivière Betsiamites,Rivière Betsiamites,EMANJ,EMANJ,0ccc0e7a849c20c3697db655f560cac0,2003,0,0
3624820,1.48974531,0,0,1.740203744,362482,362498,13,13,0.01884,366555,26438,13158112,VT001,0,1,0,4142262, , , , , ,2003,0,0
3623760,4.987242794,0,0,11570.47673,362376,362501,13,2,0.05813,366557,26800,13509112,VT001,0,1,0,4053262,Rivière Manicouagan,Rivière Manicouagan,EHDCX,EHDCX,92193b88be3911d892e2080020a0f4c9,2003,0,0
3623980,4.103930134,0,0,4.049611768,362398,362501,2,2,0.04543,366558,26801,13510112,VT001,0,1,0,4053262, , , , , ,2003,0,0
3624920,3.396255138,0,0,3.220238337,362492,362503,2,2,0.04332,366560,27618,14287112,BH140,8,0,0,0, , , , , ,2003,0,0
3625040,1.683396507,0,0,0.771182278,362504,362503,2,2,0.01758,366561,27619,14288112,BH140,8,0,0,0, , , , , ,2003,0,0
3625050,7.520200198,0,0,2.685145756,362505,362506,16,16,0.10751,366562,13183,2014112,BH140,8,0,0,0, , , , , ,2003,0,1
3624830,1.27820992,0,0,4335.021563,362483,362507,2,70,0.01626,366563,28414,14996112,VT001,0,1,0,4564262,Rivière Péribonka,Rivière Péribonka,EMAFV,EMAFV,8c6eada8d1e111d892e2080020a0f4c9,2003,0,0
3623480,6.33077473,0,0,89.20997768,362348,362508,2,2,0.06568,366564,25857,12568112,VT001,0,1,0,3865262, , , , , ,2003,0,0
3624940,0.487485877,0,0,12.54271817,362494,362509,2,2,0.00461,366565,25830,12540112,VT001,0,1,0,3946262, , , , , ,2003,0,0
3624580,2.151386971,0,0,12.34211219,362458,362511,2,2,0.02384,366567,29867,35667112,VT001,0,1,0,5014262,Rivière du Chef,Rivière du Chef,EFWRS,EFWRS,9626ea19bbef11d892e2080020a0f4c9,20061024,0,0
3624590,2.666684264,0,0,4014.954081,362459,362515,90,13,0.03371,366570,26324,13041112,VT001,0,1,0,4034262,Rivière Toulnustouc,Rivière Toulnustouc,EIHVH,EIHVH,9117a12ebe5211d892e2080020a0f4c9,2003,0,0
3623180,7.034238797,0,0,5822.850868,362318,362516,2,2,0.07492,366571,27185,13880112,VT001,0,1,0,4040262,Rivière aux Outardes,Rivière aux Outardes,EHNBV,EHNBV,9f1ab9a1be4111d892e2080020a0f4c9,2003,0,0
3625180,12.59768133,0,0,4.127840319,362518,362517,2,2,0.14664,366573,20717,7654112,BH140,8,0,0,0, , , , , ,2003,0,1
3625150,3.144921263,0,0,4069.684957,362515,362519,180,13,0.04261,366574,26379,13100112,VT001,0,1,0,4034262,Rivière Toulnustouc,Rivière Toulnustouc,EIHVH,EIHVH,9117a12ebe5211d892e2080020a0f4c9,2003,0,0
3624910,1.150781137,0,0,71.25727634,362491,362519,13,13,0.01296,366575,26380,13101112,VT001,0,1,0,4034262, , , , , ,2003,0,0
3625210,3.778908409,0,0,1.51309266,362521,362440,2,2,0.04314,366577,27258,13945112,BH140,8,0,0,0, , , , , ,2003,0,0
3625030,2.284064135,0,0,5.966757602,362503,362497,2,2,0.02775,366578,27638,14310112,BH140,8,0,0,0, , , , , ,2003,0,0
3624490,7.662731305,0,0,3.914845742,362449,362522,13,13,0.08568,366580,26616,13331112,BH140,8,0,0,0, , , , , ,2003,0,0
3623750,5.993872395,0,0,1666.979863,362375,362523,2,2,0.06699,366581,25646,36904112,VT001,0,1,0,3652262,Rivière Sainte-Marguerite,Rivière Sainte-Marguerite,EJGWT,EJGWT,8a64cd9abf8f11d892e2080020a0f4c9,20061211,0,1
3621730,11.45478706,0,0,161.6413189,362173,362525,2,2,0.1145,366583,29676,16031112,BH140,8,0,0,0,Rivière Nestaocano,Rivière Nestaocano,EHJYD,EHJYD,a72a3d58be3f11d892e2080020a0f4c9,2003,0,0
3624190,4.215744009,0,0,54.53793171,362419,362527,2,2,0.04197,366585,28298,14895112,BH140,8,0,0,0, , , , , ,2003,0,0
3625270,0.179620705,0,0,62.03069018,362527,362528,2,2,0.00251,366586,28299,14896112,VT001,0,1,0,4668262, , , , , ,2003,0,0
3625300,10.86176945,0,0,3.647991285,362530,362531,2,2,0.11423,366589,29852,16176112,BH140,8,0,0,0, , , , , ,2003,0,0
3625320,0.187916385,0,0,0.309856606,362532,362528,2,2,0.0019,366590,28306,14902112,VT001,0,1,0,4668262, , , , , ,2003,0,0
3625340,0.721569409,0,0,0.380632148,362534,362533,13,13,0.01026,366591,26529,13244112,BH140,8,0,0,0, , , , , ,2003,0,0
3625350,0.654053451,0,0,0.350706888,362535,362536,2,2,0.00651,366592,27021,13725112,VT001,0,1,0,4309262, , , , , ,2003,0,0
3625370,16.1899389,0,0,5.087876263,362537,362538,70,70,0.16441,366593,28746,15280112,BH140,8,0,0,0, , , , , ,2003,0,0
3620790,17.14659551,0,0,20.41312238,362079,362538,70,70,0.19123,366594,28747,35612112,BH140,8,0,0,0, , , , , ,20061024,0,0
3625390,1.918614695,0,0,8.800224006,362539,362525,2,2,0.02447,366595,29681,16035112,BH140,8,0,0,0, , , , , ,2003,0,0
3625400,0.643041572,0,0,0.345778437,362540,362541,2,2,0.00773,366596,27011,13714112,BH140,8,0,0,0, , , , , ,2003,0,0
3623940,5.414223021,0,0,3.801281439,362394,362542,2,2,0.05394,366597,27857,14517112,BH140,8,0,0,0, , , , , ,2003,0,0
3625430,1.082124364,0,0,0.533581402,362543,362542,2,2,0.01263,366598,27863,14523112,BH140,8,0,0,0, , , , , ,2003,0,0
3623270,8.254809937,0,0,23.5874932,362327,362544,2,2,0.08973,366599,27060,13763112,VT001,0,1,0,4040262, , , , , ,2003,0,0
3625450,2.300911963,0,0,1.000631822,362545,362493,2,2,0.023,366600,27620,14289112,BH140,8,0,0,0, , , , , ,2003,0,0
3625220,1.014271615,0,0,6.19380655,362522,362546,13,13,0.01002,366601,26637,13353112,VT001,0,1,0,4173262, , , , , ,2003,0,0
3625330,1.940535592,0,0,2.169171493,362533,362547,13,13,0.02644,366602,26554,13269112,VT001,0,1,0,4174262, , , , , ,2003,0,0
3625410,0.9546797,0,0,1.200943586,362541,362536,2,2,0.0122,366603,27030,13733112,VT001,0,1,0,4309262, , , , , ,2003,0,0
3624470,5.968515656,0,0,8.151062923,362447,362548,2,2,0.06501,366604,27056,13759112,BH140,8,0,0,0, , , , , ,2003,0,0
3618800,20.56039152,0,0,390.8293905,361880,362549,2,2,0.20859,366605,25964,12677112,VT001,0,1,0,3859262,Rivière aux Rochers,Rivière aux Rochers,EHWSX,EHWSX,40c291d9be4a11d892e2080020a0f4c9,2003,0,0
3625460,0.487303992,0,0,6.569727828,362546,362550,13,13,0.00704,366606,26643,13359112,VT001,0,1,0,4173262, , , , , ,2003,0,0
3625510,0.271725184,0,0,0.421365029,362551,362549,2,2,0.00318,366607,25967,12680112,VT001,0,1,0,3859262, , , , , ,2003,0,0
3625540,2.179589414,0,0,0.956458129,362554,362551,2,2,0.03133,366610,25968,12681112,BH140,8,0,0,0, , , , , ,2003,0,0
3625550,6.487397955,0,0,5.931602219,362555,362516,2,2,0.08377,366611,27272,13957112,VT001,0,1,0,4040262, , , , , ,2003,0,0
3625480,2.804637267,0,0,12.85113095,362548,362544,2,2,0.03536,366613,27062,13765112,VT001,0,1,0,4040262, , , , , ,2003,0,0
3625580,0.590002751,0,0,5.094250315,362558,362557,2,2,0.00787,366614,29873,16190112,BH140,8,0,0,0, , , , , ,2003,0,0
3625590,5.740705472,0,0,2.144016916,362559,362560,16,16,0.06115,366615,13790,36661112,BH140,8,0,0,0, , , , , ,20061211,0,0
3625610,1.036328997,0,0,4.105325166,362561,362558,2,2,0.0144,366616,29886,16199112,VT001,0,1,0,5027262, , , , , ,2003,0,0
3625310,1.445946488,0,0,1.697454337,362531,362561,2,2,0.01627,366617,29887,16200112,VT001,0,1,0,5027262, , , , , ,2003,0,0
3625620,5.704161819,0,0,2.13263511,362562,362563,2,2,0.06448,366618,29984,35681112,BH140,8,0,0,0, , , , , ,20061024,0,0
3625640,0.646793576,0,0,2.749097161,362564,362563,2,2,0.00799,366619,29985,35682112,BH140,8,0,0,0, , , , , ,20061024,0,0
3622820,10.46387091,0,0,31.62332429,362282,362565,2,2,0.11018,366620,27153,13852112,VT001,0,1,0,4040262, , , , , ,2003,0,0
3625490,0.747194088,0,0,494.7830265,362549,362566,2,2,0.00752,366621,25982,12695112,VT001,0,1,0,3859262,Rivière aux Rochers,Rivière aux Rochers,EHWSX,EHWSX,40c291d9be4a11d892e2080020a0f4c9,2003,0,0
3625670,1.772199885,0,0,2.011159724,362567,362564,2,2,0.02116,366622,29997,35685112,VT001,0,1,0,5053262, , , , , ,20061024,0,0
3625680,11.98565738,0,0,3.960001203,362568,362569,16,16,0.1513,366623,13351,2101112,BH140,8,0,0,0, , , , , ,2003,0,1
3625700,11.4101602,0,0,3.80087271,362570,362571,16,16,0.12368,366624,13797,2332112,BH140,8,0,0,0,Cat Arm River,Cat Arm River,AADRS,AADRS,0c19a601849c20c34d6696c2507bc850,2003,0,0
3625720,10.18303553,0,0,3.456975916,362572,362571,16,16,0.14052,366625,13957,2440112,BH140,8,0,0,0, , , , , ,2003,0,0
3625730,10.04361872,0,0,3.417481362,362573,362532,2,2,0.12042,366626,28338,35604112,BH140,8,0,0,0, , , , , ,20061024,0,0
3625750,0.796763381,0,0,0.413417337,362575,362567,2,2,0.00996,366628,30004,35689112,BH140,8,0,0,0, , , , , ,20061024,0,0
3625110,2.715273872,0,0,13.40118255,362511,362576,2,2,0.0283,366629,29932,35989112,VT001,0,1,0,5014262,Rivière du Chef,Rivière du Chef,EFWRS,EFWRS,9626ea19bbef11d892e2080020a0f4c9,20061024,0,0
3625770,17.0777144,0,0,5.319377991,362577,362578,2,2,0.1763,366630,27919,14571112,BH140,8,0,0,0, , , , , ,2003,0,0
3625810,21.78196992,0,0,6.515303278,362581,362557,2,2,0.22496,366632,29858,16180112,BH140,8,0,0,0, , , , , ,2003,0,0
3623810,7.667200008,0,0,10.43678948,362381,362583,70,70,0.08153,366634,28695,15236112,BH140,8,0,0,0,Rivière au Serpent,Rivière au Serpent,EICZV,EICZV,7952731abe4f11d892e2080020a0f4c9,2003,0,0
3625840,9.401854118,0,0,29.22286367,362584,362477,16,16,0.12155,366635,14463,2754112,VT001,0,1,0,943262, , , , , ,2003,0,0
3625360,2.082403808,0,0,3.423807958,362536,362586,2,2,0.02192,366637,27054,13757112,VT001,0,1,0,4309262, , , , , ,2003,0,0
3625870,6.690596296,0,0,2.435878324,362587,362588,16,16,0.08512,366638,14157,2561112,BH140,8,0,0,0, , , , , ,2003,0,0
3625470,4.920138412,0,0,4.150932406,362547,362589,13,13,0.05972,366639,26633,13349112,BH140,8,0,0,0, , , , , ,2003,0,0
3625900,5.638380316,0,0,2.112116273,362590,362589,13,13,0.05947,366640,26634,13350112,BH140,8,0,0,0, , , , , ,2003,0,0
3625920,1.423792885,0,0,1.675749689,362592,362561,2,2,0.01608,366643,29912,16219112,VT001,0,1,0,5027262, , , , , ,2003,0,0
3625930,0.663658688,0,0,0.886956257,362593,362584,16,16,0.00852,366644,14403,2718112,VT001,0,1,0,943262, , , , , ,2003,0,0
3625940,4.133576272,0,0,1.63056585,362594,362578,2,2,0.04707,366645,27936,14591112,BH140,8,0,0,0, , , , , ,2003,0,0
3625160,8.847088817,0,0,6036.849286,362516,362565,2,2,0.11848,366646,27203,13898112,VT001,0,1,0,4040262,Rivière aux Outardes,Rivière aux Outardes,EHNBV,EHNBV,9f1ab9a1be4111d892e2080020a0f4c9,2003,0,0
3625950,14.11507077,0,0,4.538282108,362595,362596,2,2,0.14778,366647,29456,15857112,BH140,8,0,0,0, , , , , ,2003,0,0
3625980,0.67558305,0,0,25.83184352,362598,362584,16,16,0.00673,366649,14426,2730112,VT001,0,1,0,943262, , , , , ,2003,0,0
3625990,8.732428492,0,0,3.041352176,362599,362593,16,16,0.11588,366650,14402,2717112,BH140,8,0,0,0, , , , , ,2003,0,0
3625070,5.660708436,0,0,4364.871938,362507,362600,2,70,0.06718,366651,28496,15068112,VT001,0,1,0,4564262,Rivière Péribonka,Rivière Péribonka,EMAFV,EMAFV,8c6eada8d1e111d892e2080020a0f4c9,2003,0,0
3626020,8.000071247,0,0,3.890830246,362602,362439,16,16,0.08845,366654,14801,2988112,BH140,8,0,0,0, , , , , ,2003,0,0
3625440,4.334574843,0,0,39.3969939,362544,362604,2,2,0.05675,366656,27163,13862112,VT001,0,1,0,4040262, , , , , ,2003,0,0
3625650,3.738062212,0,0,6316.235923,362565,362604,2,2,0.04926,366657,27184,13879112,VT001,0,1,0,4040262,Rivière aux Outardes,Rivière aux Outardes,EHNBV,EHNBV,9f1ab9a1be4111d892e2080020a0f4c9,2003,0,0
3626050,3.310632593,0,0,1.355115977,362605,362606,70,70,0.04508,366659,28673,15216112,BH140,8,0,0,0, , , , , ,2003,0,0
3624570,14.57150786,0,0,70.37659141,362457,362607,2,2,0.18651,366660,26066,12779112,BH140,8,0,0,0, , , , , ,2003,0,0
3626090,12.20266653,0,0,4.01967265,362609,362610,16,16,0.13988,366662,13574,2208112,BH140,8,0,0,0, , , , , ,2003,0,0
3625280,3.462563097,0,0,63.01301388,362528,362611,2,2,0.03566,366663,28358,14948112,VT001,0,1,0,4668262, , , , , ,2003,0,0
3626130,0.617264649,0,0,1.288925634,362613,362602,16,16,0.00715,366665,14782,2979112,VT001,0,1,0,1011262, , , , , ,2003,0,0
3625880,2.031270352,0,0,2.253386183,362588,362614,16,16,0.02467,366666,14246,2621112,VT001,0,1,0,895262, , , , , ,2003,0,0
3625860,1.587426598,0,0,5.532165335,362586,362618,2,2,0.01772,366669,27069,13772112,VT001,0,1,0,4309262, , , , , ,2003,0,0
3626210,3.298528866,0,0,1.350985287,362621,362622,2,2,0.0435,366672,27781,14446112,BH140,8,0,0,0, , , , , ,2003,0,0
3625630,2.541999409,0,0,5.040275958,362563,362623,2,2,0.02803,366673,30019,35692112,BH140,8,0,0,0, , , , , ,20061024,0,0
3626240,1.949825899,0,0,0.871650105,362624,362592,2,2,0.02418,366674,29958,16246112,BH140,8,0,0,0, , , , , ,2003,0,0
3624980,7.186578273,0,0,4.276938624,362498,362625,13,13,0.08985,366675,26496,13211112,BH140,8,0,0,0, , , , , ,2003,0,0
3624880,6.697709478,0,0,72.55887453,362488,362626,2,90,0.07625,366676,26179,12893112,BH140,8,0,0,0,Rivière Pentecôte,Rivière Pentecôte,EHOZH,EHOZH,2c9d44c9be4311d892e2080020a0f4c9,2003,0,0
3626270,0.625079327,0,0,0.843768212,362627,362613,16,16,0.00737,366677,14780,2978112,VT001,0,1,0,1011262, , , , , ,2003,0,0
3626100,1.139770288,0,0,0.557170231,362610,362630,16,181,0.01531,366680,13573,2207112,BH140,8,0,0,0,Cat Arm River,Cat Arm River,AADRS,AADRS,0c19a601849c20c34d6696c2507bc850,2003,0,0
3626310,5.883422645,0,0,2.18835262,362631,362555,2,2,0.07747,366681,27332,14014112,BH140,8,0,0,0, , , , , ,2003,0,0
3626320,2.00775481,0,0,0.89318209,362632,362633,90,90,0.02298,366682,26281,35491112,BH140,8,0,0,0, , , , , ,20061024,0,0
3626060,0.934449106,0,0,1.179693974,362606,362635,70,70,0.01041,366684,28698,15239112,VT001,0,1,0,4766262, , , , , ,2003,0,0
3625600,3.646868916,0,0,3.670047388,362560,362636,16,16,0.04575,366685,13790,36660112,VT001,0,1,0,11211262, , , , , ,20061211,0,0
3625710,2.678578716,0,0,4.343906671,362571,362637,16,16,0.02953,366686,13846,36435112,BH140,8,0,0,0,Cat Arm River,Cat Arm River,AADRS,AADRS,0c19a601849c20c34d6696c2507bc850,20061211,0,0
3623720,10.05688255,0,0,13.08504989,362372,362638,2,2,0.10528,366687,28285,14886112,BH140,8,0,0,0, , , , , ,2003,0,0
3623150,12.30396209,0,0,58.74984129,362315,362639,2,2,0.13136,366688,28283,14884112,BH140,8,0,0,0,Petite rivière Manouane,Petite rivière Manouane,EHDGP,EHDGP,b1e92795be3911d892e2080020a0f4c9,2003,0,0
3626400,1.975069018,0,0,8.502911018,362640,362636,16,16,0.02768,366689,13847,36436112,VT001,0,1,0,11211262,Cat Arm River,Cat Arm River,AADRS,AADRS,0c19a601849c20c34d6696c2507bc850,20061211,0,0
3626370,0.514817682,0,0,6.55553677,362637,362640,16,16,0.00726,366690,100000632,36343112,VT001,0,1,0,11211262,Cat Arm River,Cat Arm River,AADRS,AADRS,0c19a601849c20c34d6696c2507bc850,20061211,0,0
3626390,0.144836335,0,0,83.52931677,362639,362641,2,2,0.00162,366691,28286,14887112,BH140,8,0,0,0,Petite rivière Manouane,Petite rivière Manouane,EHDGP,EHDGP,b1e92795be3911d892e2080020a0f4c9,2003,0,0
3626380,0.139266601,0,0,19.38810829,362638,362641,2,2,0.00143,366692,28287,14888112,BH140,8,0,0,0, , , , , ,2003,0,0
3626450,18.43193046,0,0,5.66870608,362645,362646,70,70,0.19192,366698,28853,15371112,BH140,8,0,0,0, , , , , ,2003,0,0
3625380,3.804300467,0,0,32.28296506,362538,362646,70,70,0.03818,366699,28854,15372112,BH140,8,0,0,0, , , , , ,2003,0,0
3626480,8.994387192,0,0,3.117209346,362648,362649,2,2,0.10731,366701,28115,14743112,BH140,8,0,0,0, , , , , ,2003,0,0
3621380,18.17825423,0,0,2217.0832,362138,362649,2,2,0.19358,366702,28116,14744112,BH140,8,0,0,0,Rivière Manouane,Rivière Manouane,EHDGO,EHDGO,b1d8acd4be3911d892e2080020a0f4c9,2003,0,0
3625190,5.979192351,0,0,4146.609835,362519,362650,180,13,0.06631,366703,26502,13217112,VT001,0,1,0,4034262,Rivière Toulnustouc,Rivière Toulnustouc,EIHVH,EIHVH,9117a12ebe5211d892e2080020a0f4c9,2003,0,0
3626250,0.954898563,0,0,6.391674926,362625,362650,13,13,0.01069,366704,26503,13218112,VT001,0,1,0,4034262, , , , , ,2003,0,0
3626530,3.926753668,0,0,7.404733083,362653,362539,2,2,0.03929,366706,29764,16094112,VT001,0,1,0,4975262, , , , , ,2003,0,0
3626540,11.48542993,0,0,3.821759879,362654,362655,90,90,0.13387,366707,26401,35497112,BH140,8,0,0,0, , , , , ,20061024,0,0
3626560,14.93834385,0,0,4.757861021,362656,362657,2,2,0.18627,366708,27610,14279112,BH140,8,0,0,0, , , , , ,2003,0,0
3626300,8.159139958,0,0,7.180700571,362630,362569,16,181,0.10965,366709,13571,2206112,BH140,8,0,0,0,Cat Arm River,Cat Arm River,AADRS,AADRS,0c19a601849c20c34d6696c2507bc850,2003,0,1
3626590,0.237662721,0,0,0.150832249,362659,362657,2,2,0.00338,366711,27612,14281112,BH140,8,0,0,0, , , , , ,2003,0,0
3626105,3.102038702,0,0,4.909193022,362610,362662,181,16,0.04229,366713,13664,36953112,BH140,8,0,0,0,Cat Arm River,Cat Arm River,AADRS,AADRS,0c19a601849c20c34d6696c2507bc850,20070109,0,0
3626630,1.101211986,0,0,0.541414744,362663,362662,16,16,0.01401,366714,13665,2261112,BH140,8,0,0,0, , , , , ,2003,0,0
3626640,1.129212358,0,0,1.381337193,362664,362640,16,16,0.01545,366715,14069,36665112,VT001,0,1,0,11211262, , , , , ,20061211,0,0
3626680,3.994301281,0,0,1.584643529,362668,362669,2,2,0.05119,366719,29179,15643112,BH140,8,0,0,0, , , , , ,2003,0,0
3624750,7.642029916,0,0,643.7867524,362475,362669,2,2,0.07985,366720,29180,15644112,BH140,8,0,0,0,Rivière Mistassibi,Rivière Mistassibi,EHGZI,EHGZI,11bfb119be3c11d892e2080020a0f4c9,2003,0,0
3626350,1.365037263,0,0,1.943530999,362635,362671,70,70,0.01504,366722,28721,15259112,VT001,0,1,0,4766262, , , , , ,2003,0,0
3626730,14.30483694,0,0,4.589080387,362673,362674,2,2,0.16309,366725,25793,12503112,BH140,8,0,0,0, , , , , ,2003,0,1
3626760,1.926344211,0,0,0.862891831,362676,362677,2,2,0.02221,366727,27752,14419112,BH140,8,0,0,0, , , , , ,2003,0,0
3624760,8.436151172,0,0,989.5643689,362476,362677,2,2,0.08618,366728,27753,14420112,BH140,8,0,0,0,Rivière Betsiamites,Rivière Betsiamites,EMANJ,EMANJ,0ccc0e7a849c20c3697db655f560cac0,2003,0,0
