COMID,lengthKM,Tidal,SLOPE,width_bkfl_m,FNODE_,TNODE_,LPOLY_,RPOLY_,LENGTH,CANADSKEL_,CANADSKEL1,UID_V6,F_CODE,HYC,VTR,YSS,LAKEUID,NAME_EN,NOM_FR,CGNDB_EN,CGNDB_FR,CGNS_FID,DATE_E,coast,outlet
1992640,8.469976223,0,0,2.964971101,199264,199265,2,2,0.0866,201950,26737,1282105,BH140,8,0,0,0, , , , , ,2003,0,0
1992660,14.96104206,0,0,4.763885946,199266,199267,2,2,0.1568,201951,26745,1284105,BH140,8,0,0,0, , , , , ,2003,0,0
1992650,9.423980549,0,0,12.3949995,199265,199267,2,2,0.11993,201952,26762,1286105,BH140,8,0,0,0,Rivière Dartmouth,Rivière Dartmouth,EGBZM,EGBZM,a197450ebe0c11d892e2080020a0f4c9,2003,0,0
1992680,10.8734779,0,0,3.651268608,199268,199269,2,2,0.11452,201953,26704,8007105,BH140,8,0,0,0, , , , , ,20070920,0,0
1992700,6.672346502,0,0,2.430339047,199270,199271,2,2,0.06647,201954,26683,7636105,BH140,8,0,0,0, , , , , ,20070418,0,0
1992690,4.003872613,0,0,29.66747135,199269,199271,2,2,0.05506,201955,26708,8008105,BH140,8,0,0,0,Rivière Dartmouth,Rivière Dartmouth,EGBZM,EGBZM,a197450ebe0c11d892e2080020a0f4c9,20070920,0,0
1992720,1.841162864,0,0,25.00505489,199272,199269,2,2,0.02339,201956,26738,8009105,BH140,8,0,0,0,Rivière Dartmouth,Rivière Dartmouth,EGBZM,EGBZM,a197450ebe0c11d892e2080020a0f4c9,20070920,0,0
1992670,3.555907877,0,0,20.47791612,199267,199272,2,2,0.04916,201957,26751,1285105,BH140,8,0,0,0,Rivière Dartmouth,Rivière Dartmouth,EGBZM,EGBZM,a197450ebe0c11d892e2080020a0f4c9,2003,0,0
1992730,10.95855094,0,0,3.675063885,199273,199274,2,2,0.13368,201958,26645,1276105,BH140,8,0,0,0, , , , , ,2003,0,0
1992750,8.716244695,0,0,3.0366534,199275,199274,2,2,0.10606,201959,26649,1277105,BH140,8,0,0,0, , , , , ,2003,0,0
1992710,8.074001227,0,0,40.40926041,199271,199276,2,2,0.09576,201960,26795,1281105,BH140,8,0,0,0,Rivière Dartmouth,Rivière Dartmouth,EGBZM,EGBZM,a197450ebe0c11d892e2080020a0f4c9,2003,0,0
1992770,15.12817204,0,0,4.808201598,199277,199272,2,2,0.17674,201961,26925,1295105,BH140,8,0,0,0, , , , , ,2003,0,0
1992780,5.541290937,0,0,2.081758696,199278,199279,2,2,0.05666,201962,27437,5320105,BH140,8,0,0,0,Rivière York,Rivière York,EINNC,EINNC,2cec12febf0511d892e2080020a0f4c9,20061211,0,0
1992760,8.394891911,0,0,56.64871482,199276,199280,2,2,0.09879,201963,26795,1287105,BH140,8,0,0,0,Rivière Dartmouth,Rivière Dartmouth,EGBZM,EGBZM,a197450ebe0c11d892e2080020a0f4c9,2003,0,0
1992810,14.04261698,0,0,4.518857106,199281,199282,2,2,0.14685,201964,27151,1310105,BH140,8,0,0,0, , , , , ,2003,0,0
1992830,0.806157273,0,0,0.417476027,199283,199284,2,2,0.00776,201965,28127,7921105,BH140,8,0,0,0, , , , , ,20070920,0,0
1992740,9.381303942,0,0,12.34819673,199274,199285,2,2,0.09806,201966,26794,1288105,BH140,8,0,0,0, , , , , ,2003,0,0
1992800,1.36958826,0,0,71.45408468,199280,199285,2,2,0.01467,201967,26795,1289105,BH140,8,0,0,0,Rivière Dartmouth,Rivière Dartmouth,EGBZM,EGBZM,a197450ebe0c11d892e2080020a0f4c9,2003,0,0
1992790,4.884783984,0,0,4.682349577,199279,199286,2,2,0.05799,201968,27437,5318105,BH140,8,0,0,0,Rivière York,Rivière York,EINNC,EINNC,2cec12febf0511d892e2080020a0f4c9,20061211,0,0
1992840,3.308517195,0,0,5.1800815,199284,199287,2,2,0.03711,201969,28175,7925105,BH140,8,0,0,0, , , , , ,20070920,0,0
1992880,5.907071331,0,0,2.195681789,199288,199289,2,2,0.05808,201970,27436,1334105,BH140,8,0,0,0, , , , , ,2003,0,0
1992860,3.01981935,0,0,6.708447589,199286,199289,2,2,0.03702,201971,27437,5319105,BH140,8,0,0,0,Rivière York,Rivière York,EINNC,EINNC,2cec12febf0511d892e2080020a0f4c9,20061211,0,0
1992850,4.24711412,0,0,85.7625708,199285,199290,2,2,0.05153,201972,26816,1292105,BH140,8,0,0,0,Rivière Dartmouth,Rivière Dartmouth,EGBZM,EGBZM,a197450ebe0c11d892e2080020a0f4c9,2003,0,0
1992870,1.750598761,0,0,8.084510249,199287,199291,2,2,0.02306,201973,28183,7927105,VT001,0,1,0,11255, , , , , ,20070920,0,0
1992920,4.004271481,0,0,1.587939703,199292,199293,2,2,0.04999,201974,28134,7924105,BH140,8,0,0,0, , , , , ,20070920,0,0
1992910,3.726164927,0,0,10.17761602,199291,199293,2,2,0.05103,201975,28176,7926105,BH140,8,0,0,0, , , , , ,20070920,0,0
1992940,10.81687278,0,0,3.635418757,199294,199284,2,2,0.12708,201976,28280,8003105,BH140,8,0,0,0, , , , , ,20070920,0,0
1992900,3.033111624,0,0,95.59637863,199290,199295,2,3,0.04092,201977,26815,1291105,BH140,8,0,0,0, , , , , ,2003,0,1
1992960,3.295525533,0,0,1.349959937,199296,199297,2,2,0.03315,201978,27882,1343105,BH140,8,0,0,0,Rivière Bonaventure,Rivière Bonaventure,EFPAF,EFPAF,21c99f8fbbeb11d892e2080020a0f4c9,2003,0,0
1992980,10.40223917,0,0,3.518891493,199298,199299,2,2,0.11895,201980,28128,7922105,BH140,8,0,0,0, , , , , ,20070920,0,0
1993000,8.068298977,0,0,2.847301397,199300,199299,2,2,0.08528,201981,28129,7923105,BH140,8,0,0,0, , , , , ,20070920,0,0
1993010,25.31413532,0,0,7.384716036,199301,199265,2,2,0.26336,201982,27216,1317105,BH140,8,0,0,0,Rivière Dartmouth,Rivière Dartmouth,EGBZM,EGBZM,a197450ebe0c11d892e2080020a0f4c9,2003,0,0
1992990,4.689475917,0,0,6.927942418,199299,199302,2,2,0.0567,201983,28252,7928105,BH140,8,0,0,0, , , , , ,20070920,0,0
1992930,8.097896866,0,0,17.78544025,199293,199302,2,2,0.09257,201984,28262,7929105,BH140,8,0,0,0, , , , , ,20070920,0,0
1993040,3.774487918,0,0,108.4489508,199304,199303,2,2,0.05224,201985,27072,1303105,BH140,8,0,0,0,Rivière York,Rivière York,EINNC,EINNC,2cec12febf0511d892e2080020a0f4c9,2003,0,1
1993050,4.299865264,0,0,99.89703729,199305,199304,2,2,0.06036,201986,27072,1308105,BH140,8,0,0,0,Rivière York,Rivière York,EINNC,EINNC,2cec12febf0511d892e2080020a0f4c9,2003,0,0
1993060,12.34852577,0,0,4.059680491,199306,199305,2,2,0.12823,201987,27090,1309105,BH140,8,0,0,0, , , , , ,2003,0,0
1993070,14.51867641,0,0,4.646188596,199307,199308,2,2,0.1613,201988,27230,1319105,BH140,8,0,0,0, , , , , ,2003,0,0
1993100,19.51461601,0,0,5.944916059,199310,199311,2,2,0.22319,201991,27170,1312105,BH140,8,0,0,0,La Grande Fourche,La Grande Fourche,EGKDA,EGKDA,9a581720be1311d892e2080020a0f4c9,2003,0,0
1993080,3.561935118,0,0,81.00867289,199308,199311,2,2,0.04912,201992,27204,1315105,BH140,8,0,0,0,Rivière York,Rivière York,EINNC,EINNC,2cec12febf0511d892e2080020a0f4c9,2003,0,0
1992890,33.64095139,0,0,28.23109818,199289,199282,2,2,0.40142,201993,27499,1337105,BH140,8,0,0,0,Rivière York,Rivière York,EINNC,EINNC,2cec12febf0511d892e2080020a0f4c9,2003,0,0
1993110,1.444226808,0,0,85.39542821,199311,199312,2,2,0.0191,201994,27178,1314105,BH140,8,0,0,0,Rivière York,Rivière York,EINNC,EINNC,2cec12febf0511d892e2080020a0f4c9,2003,0,0
1993120,5.209703362,0,0,89.64323613,199312,199305,2,2,0.06822,201995,27167,1311105,BH140,8,0,0,0,Rivière York,Rivière York,EINNC,EINNC,2cec12febf0511d892e2080020a0f4c9,2003,0,0
1993130,3.71491473,0,0,76.57480504,199313,199308,2,2,0.04925,201996,27353,1325105,BH140,8,0,0,0,Rivière York,Rivière York,EINNC,EINNC,2cec12febf0511d892e2080020a0f4c9,2003,0,0
1993140,5.098030875,0,0,1.942006191,199314,199309,2,2,0.06616,201997,27045,1305105,BH140,8,0,0,0, , , , , ,2003,0,1
1993150,2.498453695,0,0,74.09683835,199315,199313,2,2,0.03393,201998,27353,1327105,BH140,8,0,0,0,Rivière York,Rivière York,EINNC,EINNC,2cec12febf0511d892e2080020a0f4c9,2003,0,0
1992820,21.58556873,0,0,56.72203595,199282,199315,2,2,0.25295,201999,27353,1330105,BH140,8,0,0,0,Rivière York,Rivière York,EINNC,EINNC,2cec12febf0511d892e2080020a0f4c9,2003,0,0
1993160,3.066574836,0,0,1.271324472,199316,199312,2,2,0.03605,202000,27251,1320105,BH140,8,0,0,0, , , , , ,2003,0,0
1993180,0.428164146,0,0,144.6119923,199318,199317,2,1,0.005,202002,30485,1296105,VT001,0,2,0,0, , , , , ,2003,0,1
1993190,1.429698094,0,0,142.0553949,199319,199318,2,2,0.01942,202003,26987,1302105,VT001,0,1,0,3255,Rivière Saint-Jean,Rivière Saint-Jean,EIACL,EIACL,78c1b6e5be4d11d892e2080020a0f4c9,2003,0,0
1993210,4.615658257,0,0,122.7970633,199321,199322,2,2,0.06298,202005,27071,1307105,BH140,8,0,0,0,Rivière Saint-Jean,Rivière Saint-Jean,EIACL,EIACL,78c1b6e5be4d11d892e2080020a0f4c9,2003,0,0
1993230,4.256054885,0,0,134.3680112,199323,199319,2,2,0.06053,202006,27071,1304105,BH140,8,0,0,0,Rivière Saint-Jean,Rivière Saint-Jean,EIACL,EIACL,78c1b6e5be4d11d892e2080020a0f4c9,2003,0,0
1993220,1.424714993,0,0,131.2584387,199322,199323,2,2,0.01872,202007,27071,1306105,BH140,8,0,0,0,Rivière Saint-Jean,Rivière Saint-Jean,EIACL,EIACL,78c1b6e5be4d11d892e2080020a0f4c9,2003,0,0
1993240,12.27696738,0,0,4.040062576,199324,199325,2,2,0.1339,202008,27970,1369105,BH140,8,0,0,0, , , , , ,2003,0,0
1993260,15.41233972,0,0,4.883364191,199326,199325,2,2,0.18191,202009,27981,1372105,BH140,8,0,0,0, , , , , ,2003,0,0
1993280,18.10567046,0,0,92.45330878,199328,199321,2,2,0.23967,202011,27345,1329105,BH140,8,0,0,0,Rivière Saint-Jean,Rivière Saint-Jean,EIACL,EIACL,78c1b6e5be4d11d892e2080020a0f4c9,2003,0,0
1992970,18.70238379,0,0,14.33630872,199297,199329,2,2,0.19683,202012,27882,1363105,BH140,8,0,0,0,Rivière Bonaventure,Rivière Bonaventure,EFPAF,EFPAF,21c99f8fbbeb11d892e2080020a0f4c9,2003,0,0
1993300,13.02750103,0,0,4.244899365,199330,199329,2,2,0.1527,202013,27899,1365105,BH140,8,0,0,0, , , , , ,2003,0,0
1993310,14.78186921,0,0,4.71628538,199331,199332,2,2,0.15745,202014,27556,1340105,BH140,8,0,0,0, , , , , ,2003,0,0
1993320,19.55389365,0,0,57.13812573,199332,199328,2,2,0.27043,202016,27557,1341105,BH140,8,0,0,0,Rivière Saint-Jean,Rivière Saint-Jean,EIACL,EIACL,78c1b6e5be4d11d892e2080020a0f4c9,2003,0,0
1993340,2.809535241,0,0,44.16835881,199334,199332,2,2,0.0388,202017,27601,1344105,BH140,8,0,0,0,Rivière Saint-Jean,Rivière Saint-Jean,EIACL,EIACL,78c1b6e5be4d11d892e2080020a0f4c9,2003,0,0
1993350,35.24645434,0,0,9.730863346,199335,199336,2,2,0.42519,202018,27676,7725105,BH140,8,0,0,0,Rivière Saint-Jean,Rivière Saint-Jean,EIACL,EIACL,78c1b6e5be4d11d892e2080020a0f4c9,20070514,0,0
1993360,9.056629263,0,0,11.99095601,199336,199334,2,2,0.12107,202019,27675,1347105,BH140,8,0,0,0,Rivière Saint-Jean,Rivière Saint-Jean,EIACL,EIACL,78c1b6e5be4d11d892e2080020a0f4c9,2003,0,0
1993370,25.40044105,0,0,7.405695424,199337,199336,2,2,0.33391,202020,27775,7726105,BH140,8,0,0,0, , , , , ,20070514,0,0
1993380,14.67347491,0,0,4.687441839,199338,199333,2,2,0.2048,202021,27172,1313105,BH140,8,0,0,0, , , , , ,2003,0,1
1993390,16.25539626,0,0,5.105016209,199339,199340,2,2,0.16485,202022,28473,7934105,BH140,8,0,0,0, , , , , ,20070920,0,0
1993020,18.84043228,0,0,36.03087414,199302,199340,2,2,0.21458,202023,28479,7935105,BH140,8,0,0,0, , , , , ,20070920,0,0
1993410,18.23831161,0,0,5.619029975,199341,199321,2,2,0.22399,202024,27402,1332105,BH140,8,0,0,0, , , , , ,2003,0,0
1993420,16.64730197,0,0,5.2073979,199342,199343,2,2,0.17246,202025,28480,1424105,BH140,8,0,0,0, , , , , ,2003,0,0
1993400,2.097170043,0,0,65.20649992,199340,199343,2,2,0.02346,202026,28486,7936105,BH140,8,0,0,0, , , , , ,20070920,0,0
1993250,10.4668544,0,0,13.52816668,199325,199344,2,2,0.11745,202027,28142,1395105,BH140,8,0,0,0, , , , , ,2003,0,0
1993450,24.15572274,0,0,7.101954058,199345,199344,2,2,0.27857,202028,28143,1396105,BH140,8,0,0,0,Petite rivière Cascapédia Est,Petite rivière Cascapédia Est,EFUJO,EFUJO,508ba8bdbbee11d892e2080020a0f4c9,2003,0,0
1993460,9.837889056,0,0,3.359034074,199346,199328,2,2,0.11197,202029,27516,1338105,BH140,8,0,0,0, , , , , ,2003,0,0
1993430,2.39790272,0,0,69.93520237,199343,199347,2,2,0.02678,202030,28508,1427105,BH140,8,0,0,0, , , , , ,2003,0,0
1993470,0.779879337,0,0,123.6176893,199347,199348,2,2,0.01092,202031,28559,1426105,BH140,8,0,0,0,Rivière Cascapédia,Rivière Cascapédia,EFUJK,EFUJK,507dc60bbbee11d892e2080020a0f4c9,2003,0,0
1993490,15.92077486,0,0,5.01727401,199349,199350,2,2,0.16061,202032,28478,1422105,BH140,8,0,0,0, , , , , ,2003,0,0
1993510,10.3262397,0,0,3.497449753,199351,199352,2,2,0.1171,202033,28740,1455105,BH140,8,0,0,0, , , , , ,2003,0,0
1993530,12.66214429,0,0,45.18949538,199353,199347,2,2,0.16526,202034,28674,1450105,BH140,8,0,0,0, , , , , ,2003,0,0
1993540,32.96638534,0,0,9.203290118,199354,199353,2,2,0.37816,202035,28675,7937105,BH140,8,0,0,0, , , , , ,20070920,0,0
1993500,3.198047671,0,0,5.035513317,199350,199355,2,2,0.04133,202036,28558,1434105,BH140,8,0,0,0, , , , , ,2003,0,0
1993480,2.86960196,0,0,126.4926041,199348,199355,2,2,0.03162,202037,28559,1435105,BH140,8,0,0,0,Rivière Cascapédia,Rivière Cascapédia,EFUJK,EFUJK,507dc60bbbee11d892e2080020a0f4c9,2003,0,0
1993520,4.425300704,0,0,6.601087201,199352,199356,2,2,0.05357,202038,28779,1460105,BH140,8,0,0,0,Ruisseau des Mineurs,Ruisseau des Mineurs,EHGSN,EHGSN,f5daba99be3b11d892e2080020a0f4c9,2003,0,0
1993560,4.817534993,0,0,32.67151716,199356,199353,2,2,0.06177,202039,28773,1459105,BH140,8,0,0,0, , , , , ,2003,0,0
1993570,1.015644923,0,0,0.506115961,199357,199358,2,2,0.0121,202040,29702,1581105,BH140,8,0,0,0, , , , , ,2003,0,0
1993590,0.645092195,0,0,24.85555806,199359,199356,2,2,0.00663,202041,28791,1461105,BH140,8,0,0,0, , , , , ,2003,0,0
1993550,1.78686418,0,0,139.2395205,199355,199360,2,2,0.01817,202042,28757,1442105,BH140,8,0,0,0,Rivière Cascapédia,Rivière Cascapédia,EFUJK,EFUJK,507dc60bbbee11d892e2080020a0f4c9,2003,0,0
1993610,14.41055487,0,0,4.617331171,199361,199362,2,2,0.17266,202043,27255,1322105,BH140,8,0,0,0, , , , , ,2003,0,0
1993630,23.53056031,0,0,6.948421484,199363,199362,2,2,0.30203,202044,27368,1331105,BH140,8,0,0,0,Rivière Malbaie,Rivière Malbaie,EHCUR,EHCUR,5dc00cb1be3911d892e2080020a0f4c9,2003,0,0
1993640,17.64544314,0,0,20.90693667,199364,199334,2,2,0.21349,202045,27822,1358105,BH140,8,0,0,0, , , , , ,2003,0,0
1993650,9.533797589,0,0,3.272267574,199365,199364,2,2,0.11983,202046,27826,7727105,BH140,8,0,0,0, , , , , ,20070514,0,0
1993660,8.726360756,0,0,3.03959065,199366,199350,2,2,0.10431,202047,28527,1430105,BH140,8,0,0,0, , , , , ,2003,0,0
1993670,1.355726338,0,0,23.95313866,199367,199359,2,2,0.01379,202048,28842,1463105,VT001,0,1,0,17255, , , , , ,2003,0,0
1993580,1.918480638,0,0,2.148603279,199358,199368,2,2,0.02055,202049,29731,1587105,VT001,0,1,0,37255, , , , , ,2003,0,0
1993680,0.265514904,0,0,2.965114373,199368,199369,2,2,0.00258,202050,29742,1592105,BH140,8,0,0,0, , , , , ,2003,0,0
1993710,0.53820559,0,0,12.43547382,199371,199370,2,2,0.00758,202052,27226,1318105,BH140,8,0,0,0,Rivière Malbaie,Rivière Malbaie,EHCUR,EHCUR,5dc00cb1be3911d892e2080020a0f4c9,2003,0,1
1993620,3.755899023,0,0,5.757662436,199362,199372,2,2,0.04563,202053,27274,1326105,BH140,8,0,0,0,Rivière Malbaie,Rivière Malbaie,EHCUR,EHCUR,5dc00cb1be3911d892e2080020a0f4c9,2003,0,0
1993730,12.49539158,0,0,4.099885004,199373,199368,2,2,0.16955,202054,29741,6801105,BH140,8,0,0,0, , , , , ,20070302,0,0
1993740,1.22452114,0,0,11.50553814,199374,199371,2,2,0.01355,202055,27253,1321105,VT001,0,1,0,5255,Rivière Malbaie,Rivière Malbaie,EHCUR,EHCUR,5dc00cb1be3911d892e2080020a0f4c9,2003,0,0
1993750,1.32623621,0,0,10.33538724,199375,199374,2,2,0.01885,202056,27262,1323105,VT001,0,1,0,5255,Rivière Malbaie,Rivière Malbaie,EHCUR,EHCUR,5dc00cb1be3911d892e2080020a0f4c9,2003,0,0
1993720,1.629033945,0,0,8.902089909,199372,199375,2,2,0.02015,202057,27263,1324105,VT001,0,1,0,5255,Rivière Malbaie,Rivière Malbaie,EHCUR,EHCUR,5dc00cb1be3911d892e2080020a0f4c9,2003,0,0
1993760,13.34551876,0,0,4.331095545,199376,199377,2,2,0.17135,202058,27979,1370105,BH140,8,0,0,0, , , , , ,2003,0,0
1993780,20.97660675,0,0,6.313889516,199378,199377,2,2,0.26202,202059,27980,1371105,BH140,8,0,0,0, , , , , ,2003,0,0
1993790,19.34796853,0,0,5.902571293,199379,199380,2,2,0.22814,202060,27570,1342105,BH140,8,0,0,0, , , , , ,2003,0,0
1993810,29.31092931,0,0,8.344490414,199381,199380,2,2,0.38474,202061,27717,1350105,BH140,8,0,0,0,La Grande Rivière,La Grande Rivière,EGNZB,EGNZB,012f824bbe1911d892e2080020a0f4c9,2003,0,0
1993820,9.303448749,0,0,3.206235416,199382,199383,2,2,0.11594,202062,29009,1485105,BH140,8,0,0,0, , , , , ,2003,0,0
1993690,4.8740098,0,0,4.545235581,199369,199384,2,2,0.05517,202063,29846,1601105,BH140,8,0,0,0, , , , , ,2003,0,0
1993860,17.97918232,0,0,5.552408373,199386,199385,2,2,0.24343,202065,27461,7920105,BH140,8,0,0,0, , , , , ,20070920,0,1
1993840,1.767072808,0,0,8.632804777,199384,199388,2,2,0.02094,202067,29872,1606105,VT001,0,1,0,42255, , , , , ,2003,0,0
1993830,12.81382673,0,0,16.01299161,199383,199367,2,2,0.15663,202068,29023,1488105,BH140,8,0,0,0, , , , , ,2003,0,0
1993900,0.993211318,0,0,1.24121052,199390,199389,2,2,0.01268,202069,29925,8015105,VT001,0,1,0,42255, , , , , ,20071022,0,0
1993890,4.242022552,0,0,15.2414321,199389,199388,2,2,0.05464,202070,29921,8014105,VT001,0,1,0,42255, , , , , ,20071022,0,0
1993290,18.80201889,0,0,29.10526285,199329,199391,2,2,0.2036,202071,28215,1404105,BH140,8,0,0,0,Rivière Bonaventure,Rivière Bonaventure,EFPAF,EFPAF,21c99f8fbbeb11d892e2080020a0f4c9,2003,0,0
1993920,11.90594219,0,0,3.93803671,199392,199391,2,2,0.14033,202072,28216,1405105,BH140,8,0,0,0, , , , , ,2003,0,0
1993930,1.118128211,0,0,12.76538488,199393,199389,2,2,0.01206,202073,29930,8016105,VT001,0,1,0,42255, , , , , ,20071022,0,0
1993940,7.16246697,0,0,2.578251995,199394,199364,2,2,0.07458,202074,27968,1368105,BH140,8,0,0,0, , , , , ,2003,0,0
1993600,7.794806437,0,0,146.7780492,199360,199395,2,2,0.08142,202075,28757,1457105,BH140,8,0,0,0,Rivière Cascapédia,Rivière Cascapédia,EFUJK,EFUJK,507dc60bbbee11d892e2080020a0f4c9,2003,0,0
1993960,11.80520675,0,0,21.5746585,199396,199395,2,2,0.1585,202076,28873,1467105,BH140,8,0,0,0,Rivière Square Forks,Rivière Square Forks,EIESW,EIESW,a999a75bbe5011d892e2080020a0f4c9,2003,0,0
1993970,9.649431547,0,0,3.305314966,199397,199390,2,2,0.13065,202077,30000,1629105,BH140,8,0,0,0, , , , , ,2003,0,0
1993980,32.97804849,0,0,9.206003934,199398,199399,2,2,0.34465,202078,28576,6770105,BH140,8,0,0,0,Petite rivière Cascapédia Ouest,Petite rivière Cascapédia Ouest,EFUJQ,EFUJQ,521248bebbee11d892e2080020a0f4c9,20070302,0,0
1994000,11.20072528,0,0,3.742633673,199400,199399,2,2,0.13531,202079,28577,1438105,BH140,8,0,0,0, , , , , ,2003,0,0
1994010,37.03661085,0,0,10.1410937,199401,199352,2,2,0.46754,202080,29343,1531105,BH140,8,0,0,0,Ruisseau des Mineurs,Ruisseau des Mineurs,EHGSN,EHGSN,f5daba99be3b11d892e2080020a0f4c9,2003,0,0
1994020,7.025369256,0,0,9.703332166,199402,199396,2,2,0.09019,202081,29028,1489105,BH140,8,0,0,0,Rivière Square Forks,Rivière Square Forks,EIESW,EIESW,a999a75bbe5011d892e2080020a0f4c9,2003,0,0
1994030,18.80083094,0,0,5.76311419,199403,199383,2,2,0.25076,202082,29239,1508105,BH140,8,0,0,0, , , , , ,2003,0,0
1994040,10.06170094,0,0,3.422608892,199404,199405,2,2,0.10063,202083,28599,1441105,BH140,8,0,0,0, , , , , ,2003,0,0
1993990,2.032118845,0,0,3.450624763,199399,199405,2,2,0.02341,202084,28602,1443105,BH140,8,0,0,0,Petite rivière Cascapédia Ouest,Petite rivière Cascapédia Ouest,EFUJQ,EFUJQ,521248bebbee11d892e2080020a0f4c9,2003,0,0
1994060,11.58634978,0,0,3.84972918,199406,199402,2,2,0.16125,202085,29193,7730105,BH140,8,0,0,0,Rivière Square Forks,Rivière Square Forks,EIESW,EIESW,a999a75bbe5011d892e2080020a0f4c9,20070514,0,0
1994070,5.962009262,0,0,8.462758113,199407,199393,2,2,0.07143,202086,30063,1636105,BH140,8,0,0,0, , , , , ,2003,0,0
1994080,8.53794281,0,0,11.41576668,199408,199409,2,2,0.11695,202087,29712,7952105,BH140,8,0,0,0,Rivière Causapscal,Rivière Causapscal,EFUZO,EFUZO,c8d45aa8bbee11d892e2080020a0f4c9,20070920,0,0
1993770,17.26689482,0,0,20.53242424,199377,199410,2,2,0.20332,202088,28294,1410105,BH140,8,0,0,0,Ruisseau Mourier,Ruisseau Mourier,EHIPW,EHIPW,f45301d4be3e11d892e2080020a0f4c9,2003,0,0
1993910,6.246374725,0,0,42.44948093,199391,199410,2,2,0.07048,202089,28295,1411105,BH140,8,0,0,0,Rivière Bonaventure,Rivière Bonaventure,EFPAF,EFPAF,21c99f8fbbeb11d892e2080020a0f4c9,2003,0,0
1994110,2.001704781,0,0,5.254217149,199411,199409,2,2,0.02468,202090,29729,7953105,BH140,8,0,0,0, , , , , ,20070920,0,0
1993950,7.87653235,0,0,194.710991,199395,199412,2,2,0.08949,202091,28871,1466105,BH140,8,0,0,0,Rivière Cascapédia,Rivière Cascapédia,EFUJK,EFUJK,507dc60bbbee11d892e2080020a0f4c9,2003,0,0
1994130,13.89115678,0,0,4.478196288,199413,199396,2,2,0.16876,202092,29052,1492105,BH140,8,0,0,0, , , , , ,2003,0,0
1993880,15.23205851,0,0,29.37150297,199388,199414,2,2,0.19091,202093,29952,8017105,VT001,0,1,0,42255, , , , , ,20071022,0,0
1993440,21.29605119,0,0,32.1085366,199344,199415,2,2,0.21866,202094,28546,1432105,BH140,8,0,0,0,Petite rivière Cascapédia Est,Petite rivière Cascapédia Est,EFUJO,EFUJO,508ba8bdbbee11d892e2080020a0f4c9,2003,0,0
1994160,12.78584551,0,0,4.179166338,199416,199415,2,2,0.14824,202095,28554,1433105,BH140,8,0,0,0, , , , , ,2003,0,0
1994140,0.231220549,0,0,53.10569997,199414,199417,2,2,0.00318,202096,30016,1622105,BH140,8,0,0,0,Rivière Matapédia,Rivière Matapédia,EHEQC,EHEQC,9429afd0be3a11d892e2080020a0f4c9,2003,0,0
1994180,3.706332858,0,0,3.719858313,199418,199411,2,2,0.0484,202097,29736,7955105,VT001,0,1,0,38255, , , , , ,20070920,0,0
1994190,16.49756299,0,0,5.168327882,199419,199420,2,2,0.17483,202098,27666,1345105,BH140,8,0,0,0, , , , , ,2003,0,0
1993800,15.76145125,0,0,19.02911507,199380,199420,2,2,0.18664,202099,27667,1346105,BH140,8,0,0,0,La Grande Rivière,La Grande Rivière,EGNZB,EGNZB,012f824bbe1911d892e2080020a0f4c9,2003,0,0
1994210,0.375829799,0,0,0.220996723,199421,199418,2,2,0.0038,202100,29735,7954105,BH140,8,0,0,0, , , , , ,20070920,0,0
1994220,11.85200492,0,0,3.923161106,199422,199402,2,2,0.14721,202101,29243,1509105,BH140,8,0,0,0, , , , , ,2003,0,0
1994240,8.298516529,0,0,2.914858954,199424,199425,2,2,0.0935,202103,28008,1374105,BH140,8,0,0,0, , , , , ,2003,0,0
1994260,15.90994429,0,0,5.014428991,199426,199425,2,2,0.18317,202104,28009,1375105,BH140,8,0,0,0, , , , , ,2003,0,0
1994200,3.012566234,0,0,29.82705758,199420,199427,2,2,0.037,202105,27725,1349105,BH140,8,0,0,0,La Grande Rivière,La Grande Rivière,EGNZB,EGNZB,012f824bbe1911d892e2080020a0f4c9,2003,0,0
1994280,16.96892485,0,0,5.291119125,199428,199412,2,2,0.20334,202106,29059,1493105,BH140,8,0,0,0, , , , , ,2003,0,0
1994250,2.103073162,0,0,3.550759714,199425,199429,2,2,0.02181,202107,28043,1378105,BH140,8,0,0,0, , , , , ,2003,0,0
1994300,20.65233028,0,0,6.232429456,199430,199429,2,2,0.25298,202108,28135,7728105,BH140,8,0,0,0,Rivière du Grand Pabos,Rivière du Grand Pabos,EGOCA,EGOCA,106f9eaabe1911d892e2080020a0f4c9,20070514,0,0
1994170,4.738788113,0,0,54.22149639,199417,199431,2,2,0.05089,202109,30016,1630105,BH140,8,0,0,0,Rivière Matapédia,Rivière Matapédia,EHEQC,EHEQC,9429afd0be3a11d892e2080020a0f4c9,2003,0,0
1994270,3.038629613,0,0,33.12199863,199427,199432,2,2,0.03541,202110,27725,1351105,BH140,8,0,0,0,La Grande Rivière,La Grande Rivière,EGNZB,EGNZB,012f824bbe1911d892e2080020a0f4c9,2003,0,0
1994330,23.43103014,0,0,6.923915769,199433,199432,2,2,0.29259,202111,27778,1356105,BH140,8,0,0,0,Grande Rivière Ouest,Grande Rivière Ouest,EJVFZ,EJVFZ,aed27df0bfac11d892e2080020a0f4c9,2003,0,0
