FROMCOMID,TOCOMID
9680442,9681218
9680488,9680462
9680462,9680442
0,9681238
9681238,9680488
0,9681224
9681224,9680286
0,9678964
9678964,9680964
9680964,9681364
9679170,9679216
9681364,9681366
9681366,9679170
9680348,9681636
9681634,9681170
9681170,9680278
9681636,9681634
9680430,9680348
9680494,9680430
0,9680588
9680588,9680494
9683994,9683978
9684454,9683994
9684000,9684454
9684002,9684000
9684460,9684002
9684008,9684460
0,9684018
9684018,9684012
9684012,9684466
9679688,9681086
9679658,9679688
9679584,9679658
9679568,9679584
9681390,9679568
9679442,9681390
9679434,9679442
9679372,9679434
9679368,9679372
9679368,9681028
0,9681000
9681000,9679368
9679394,9679474
9679394,9679460
9681002,9679394
9679350,9681002
9679340,9679350
9681374,9679340
9679228,9681374
9681368,9681370
9679190,9681356
0,9679176
9679176,9679190
9681356,9681368
9681370,9679222
9679222,9679228
9679218,9680994
9679180,9679218
9679046,9679180
9679016,9679046
9681346,9679016
9678994,9681346
9678942,9681330
0,9681672
9681672,9678942
9681330,9678994
9684146,9683610
9684144,9684146
9684142,9684144
9684242,9684142
9684536,9683584
9686462,9684224
9684230,9683570
9683584,9684242
9684224,9683556
0,9683548
9683548,9686462
9683556,9684226
9684226,9683568
9683570,9684536
9683568,9684230
9684352,9684356
9684544,9684352
9684358,9684544
9683852,9684358
933050159,9683852
933050160,933050159
9683866,9684394
9683870,9684388
9683876,9683870
0,9683878
9683878,9683876
9684212,9684216
0,9683534
9683534,9684212
9684164,9684314
9684314,9684322
9684168,9684164
9683806,9684332
9683816,9683806
9684338,9683816
9683818,9684338
9684344,9683818
9683832,9684354
9684354,9683822
0,9683836
9683836,9683832
9683822,9684344
9683766,9684298
0,9683796
9683796,9683766
9684298,9684312
9683880,901970146
9683886,901970149
933050161,933050162
0,9676976
9676976,9676972
9676972,9677454
0,9681152
9681152,9680160
9679644,9679632
9679644,9679664
9681116,9681698
9680652,9672446
9681640,9680652
0,9680656
9680656,9680488
9680456,9680442
9680538,9680456
0,9680634
9680634,9680538
9680572,9680538
0,9680636
9680636,9681648
9681648,9680572
0,9680544
9680544,9680456
0,9680446
9680446,9681218
0,9680492
9680492,9680504
0,9680502
9680502,9680500
9680570,9680568
9680550,9680570
9680528,9680550
9680498,9680528
0,9680490
9680490,9680498
0,9680548
9680548,9680570
0,9680526
9680526,9680550
0,9680496
9680496,9680528
0,9680596
9680596,9680498
0,9680766
9680766,9680624
9680624,9680506
0,9680668
9680668,9681198
0,9680318
9680318,9681606
9681606,9681602
9681708,9680156
9680156,9681576
0,9680292
9680292,9681708
9681576,9681604
0,9681146
9681146,9680214
9680254,9681166
9681630,9681632
9681632,9680254
9680188,9681630
0,9680162
9680162,9680188
0,9680164
9680164,9680188
9680280,9680276
0,9680150
9680150,9680280
9681628,9680152
0,9681680
9681680,9680104
9680108,9681628
9680104,9680108
9680152,9680280
0,9680312
9680312,9680310
9681212,9680398
0,9681682
9681682,9681212
0,9680314
9680314,9681646
9680316,9681644
9681210,9680346
9681646,9680316
9681644,9681210
0,9681230
9681230,9680396
9680478,9680390
0,9680626
9680626,9680478
0,9680644
9680644,9680478
0,9680510
9680510,9681208
0,9680610
9680610,9680494
0,9680580
9680580,9680430
0,9680512
9680512,9680434
9680434,9680348
9680054,9680002
9681134,9679954
9679946,9679930
9681622,9681620
0,9681204
9681204,9681622
0,9681206
9681206,9680286
9681120,9679884
9679902,9680068
9680086,9680112
9681598,9680086
9681600,9681598
9680234,9681600
9680252,9680234
9681626,9680252
0,9681200
9681200,9681626
0,9681202
9681202,9680234
9679822,9681538
9681538,9681542
9681510,9681514
9679742,9681510
9679752,9681496
9681496,9681504
9679724,9681518
9681502,9679724
9681078,9681502
9679800,9681520
0,9679788
9679788,9679800
0,9679830
9679830,9679892
9679892,9679800
9679694,9681486
9681486,9681494
9681074,9681078
9681074,9679694
9681478,9681074
9681490,9681488
0,9679702
9679702,9681490
9681048,9681460
9681458,9681454
9681460,9681458
9681052,9681048
0,9681678
9681678,9681052
0,9681070
9681070,9681068
9681068,9681048
9679728,9679726
9681554,9679728
9681516,9679692
9681540,9679700
9679626,9681516
9679692,9681540
9683936,9679626
9679700,9681554
9684412,9683936
9683940,9684412
9684416,9683940
9683942,9684416
