FROMCOMID,TOCOMID
0,4530953
4530953,4530961
4530961,4531023
0,4531073
4531073,4532013
4532019,4532035
4532013,4532019
4531079,4532023
4532023,4532033
4532033,4532065
0,4531063
4531063,4531077
4531077,4531079
4531075,4531079
0,4531029
4531029,4531075
0,4531031
4531031,4531075
4531119,4539789
4532081,4539637
4539789,4532081
0,4531113
4531113,4531123
4531123,4531119
0,4531835
4531835,4531131
4531131,4531119
4531193,4532185
4532259,4532919
4532185,4532259
0,4531181
4531181,4531193
0,4531183
4531183,4531193
4531187,4532253
4532253,4532951
4531185,4531187
4531185,4531197
4532159,4531185
4531163,4532159
0,4531145
4531145,4531163
4531197,4532255
4532255,4532275
4532249,4539827
4539827,4532993
4532165,4531231
4531217,4532165
0,4531153
4531153,4531179
4531179,4531217
0,4532725
4532725,4531233
4532181,4532907
4531233,4532181
4531177,4531217
0,4531159
4531159,4531177
0,4531247
4531247,4532187
4532309,4539845
4532187,4532193
4539845,4532991
4532193,4532309
4531237,4532195
4532195,4532309
0,4531229
4531229,4531237
4532335,4539849
4532241,4532335
4539849,4532337
4532237,4532241
4531285,4532237
0,4532727
4532727,4531253
4532199,4531267
4532197,4532199
4531267,4531285
4531253,4532197
4531277,4532243
0,4531271
4531271,4532219
4532221,4531277
4532219,4532221
4532243,4539825
4539825,4532335
4531273,4531285
0,4532733
4532733,4531273
4531301,4532239
0,4531869
4531869,4531301
4539823,4532241
4532239,4539823
4532809,4532451
4532451,4532439
4532401,4539861
4539861,4532399
4532333,4532401
0,4531329
4531329,4532867
4532867,4532333
4532867,4532865
4532315,4539847
4531319,4532315
4539847,4532331
0,4531293
4531293,4531319
0,4531291
4531291,4531319
0,4531295
4531295,4532207
4532207,4532205
4531257,4532141
4532139,4532147
4532141,4532139
0,4531259
4531259,4531257
0,4531283
4531283,4531257
0,4531855
4531855,4531857
4531831,4531845
0,4531115
4531115,4531831
0,4531117
4531117,4531831
4531093,4531133
0,4531089
4531089,4531093
0,4531049
4531049,4531091
4531091,4531093
4531057,4531825
0,4531039
4531039,4531057
0,4531045
4531045,4531057
4531141,4531853
4531843,4531141
4531129,4532075
4531839,4531129
0,4531837
4531837,4531839
0,4531841
4531841,4531135
4531135,4532079
4531127,4531129
0,4531083
4531083,4531127
0,4531085
4531085,4531127
0,4531125
4531125,4532063
0,4531103
4531103,4531121
4531121,4532069
0,4531147
4531147,4531141
4531859,4531167
0,4531173
4531173,4531171
4531171,4531859
0,4531225
4531225,4531859
0,4531213
4531213,4531861
4531861,4531865
0,4531867
4531867,4531221
4531209,4532107
4532107,4532111
4531219,4533005
4539953,4532113
4533005,4539953
4531207,4532109
4532109,4532111
4531211,4531209
4531211,4531207
4531215,4531219
4531215,4531211
4531863,4532103
4532103,4532121
4539797,4532135
4532121,4539797
4531205,4531863
4531195,4531205
0,4531191
4531191,4531195
0,4531189
4531189,4531195
0,4531851
4531851,4531205
4531201,4531863
0,4531847
4531847,4531143
4531143,4531201
0,4531849
4531849,4531201
0,4531239
4531239,4532145
4539805,4532179
4532145,4539805
4532169,4532203
4532171,4532173
4532203,4532279
4531279,4532169
4532173,4531279
4531281,4532171
0,4531263
4531263,4531281
0,4531269
4531269,4531281
4532277,4539835
4539835,4532313
4532231,4532277
4532223,4532231
0,4531307
4531307,4532223
4539817,4532231
4532225,4539817
0,4531309
4531309,4532225
4539821,4532235
4531347,4532233
4532233,4539821
4532235,4532277
0,4531343
4531343,4531347
0,4531379
4531379,4531347
4531405,4532329
4532329,4539531
0,4532735
4532735,4531405
4532577,4539907
4539907,4532573
4532297,4532807
4539841,4532297
4539937,4532577
4532807,4539937
0,4531407
4531407,4532289
4532289,4532807
0,4531417
4531417,4539841
4532575,4532579
4532429,4532575
0,4532843
4532843,4532429
4532583,4532931
4532455,4532583
0,4532841
4532841,4532455
4532469,4532581
0,4532847
4532847,4532849
4532849,4532469
4539909,4532627
4532627,4532889
4532581,4539909
4531527,4532511
4532511,4532893
0,4532491
4532491,4531527
0,4531511
4531511,4532589
4532643,4532607
4532589,4532643
4531539,4532515
4532515,4532513
4532513,4532893
0,4532761
4532761,4531539
0,4528151
4528151,4528155
4532803,4532577
0,4532805
4532805,4532803
0,4529301
4529301,4529335
0,4528953
4528953,4528959
4528959,4528983
0,4529317
4529317,4529335
4528987,4528983
0,4529015
4529015,4528987
4529669,4539963
4539963,4529673
4528513,4528233
0,4529203
4529203,4529153
4529153,4529105
4532381,4532377
4534737,4532383
4532383,4532381
0,4531441
4531441,4532969
4531443,4532971
0,4531439
4531439,4531443
4532605,4532917
4531607,4532653
4532653,4532605
4532413,4532861
4532425,4532861
4539865,4532425
0,4532891
4532891,4532539
4532893,4532539
0,4532835
4532835,4532833
0,4532837
4532837,4532833
0,4532813
4532813,4532809
0,4532811
4532811,4532809
0,4532859
4532859,4532853
0,4532857
4532857,4532853
0,4532955
4532955,4532957
0,4532819
4532819,4532957
0,4532901
4532901,4532683
4532683,4539931
4532963,4532015
4532057,4532967
4532967,4539949
4539949,4532937
0,4532845
4532845,4532977
4539951,4532639
4532977,4539951
4532631,4532645
4532645,4532649
4532889,4532887
4532983,4532101
4532985,4532983
4532393,4532959
4539859,4532393
4532301,4532305
4532305,4532307
4532307,4532321
4532321,4532959
4530677,4530687
4532879,4532875
4530865,4531989
4531989,4532791
4532817,4532815
4532815,4532249
4532923,4532925
0,4532921
4532921,4532923
4532579,4532587
4532587,4532925
0,4532933
4532933,4532939
4532875,4532877
4532877,4532127
4534187,4534775
0,4534179
4534179,4534187
4534775,4532379
4532379,4532381
0,4535427
4535427,4532961
4532961,4531627
4535979,4535981
4535983,4532629
4539677,4535871
4539697,4535983
4535871,4536297
4535837,4539697
4535981,4535837
4536297,4535979
4536067,4536003
4536001,4536003
4539559,4536001
0,4539561
4539561,4539559
4535873,4536059
4536057,4535873
4535995,4539699
0,4535997
4535997,4535995
4536023,4536119
4535945,4536023
4535993,4539683
4535903,4535895
4535905,4535993
4539683,4535903
4536029,4536031
4536031,4536105
4536039,4535985
4535985,4535989
0,4535987
4535987,4536039
0,4536055
4536055,4536053
4536053,4536057
4535895,4535879
4535879,4536057
0,4536051
4536051,4536049
4536049,4536059
4536059,4539699
0,4536041
4536041,4536043
4536043,4536067
4536063,4536069
0,4536065
4536065,4536063
0,4536061
4536061,4536045
4536047,4536071
4536045,4536047
4535843,4535841
4536073,4535843
0,4536075
4536075,4536073
4535949,4535989
4536099,4535949
4536103,4536099
4536083,4536099
0,4536079
4536079,4536083
4536089,4535949
0,4536093
4536093,4536089
0,4536081
4536081,4536085
4536085,4539709
4539709,4536103
4536087,4536101
0,4536091
4536091,4536087
4536101,4536103
4536105,4536101
4535967,4536111
0,4536109
4536109,4536107
4536107,4536111
4536033,4536105
4536025,4536013
4536013,4535967
4536095,4536113
4536097,4536095
0,4539711
4539711,4536097
4539703,4536021
4536009,4536011
4536011,4539703
4536021,4535967
4536113,4536021
4535969,4536019
4536019,4536113
4539713,4536115
4536115,4535969
0,4536117
4536117,4539713
4536119,4535969
4536007,4539701
4539701,4536119
0,4536005
4536005,4536007
4536027,4539721
0,4539705
4539705,4536027
4536129,4539721
0,4536125
4536125,4536123
4536123,4536129
4536135,4536129
4536131,4536135
0,4536133
4536133,4536131
4536145,4536135
4536137,4536145
0,4536139
4536139,4536137
0,4536143
4536143,4536141
4536141,4536147
4536147,4536145
4535917,4536147
4536185,4539723
4536149,4539619
4539723,4536149
4536223,4536025
4536235,4536025
0,4536155
4536155,4536157
4536157,4536159
4536159,4536153
4535857,4535859
4535859,4536159
4536161,4536153
0,4536163
4536163,4536161
4536165,4539725
0,4536167
4536167,4536165
4536153,4539725
4536173,4539727
0,4536175
4536175,4536173
4536171,4535839
4539727,4536171
4539695,4535977
4535839,4539695
4535977,4532631
4536179,4536185
0,4536177
4536177,4536179
0,4536183
4536183,4536181
4536181,4536187
4536187,4536185
0,4536151
4536151,4536187
0,4536189
4536189,4536191
4536191,4536199
4536195,4535945
0,4536193
4536193,4536195
4536199,4535945
0,4536201
4536201,4536203
4536203,4536029
4536205,4536029
4536209,4536295
0,4536207
4536207,4536209
0,4536211
4536211,4536295
0,4536213
4536213,4536215
4536215,4536217
0,4536015
4536015,4536217
4536219,4536223
0,4536221
4536221,4536219
4536217,4536223
0,4536227
4536227,4536225
4536225,4536233
4536229,4536235
0,4536231
4536231,4536229
0,4536017
4536017,4536233
4536233,4536235
0,4536239
4536239,4536237
4536237,4536245
0,4536243
4536243,4536241
4536241,4536247
4536249,4536253
0,4536251
4536251,4536249
4536255,4536263
0,4536257
4536257,4536255
0,4536261
4536261,4536259
4536259,4536265
0,4536269
4536269,4536267
4536267,4536277
0,4536271
4536271,4536277
4536275,4536283
0,4536273
4536273,4536275
4536277,4536283
4536281,4536289
0,4536279
4536279,4536281
4536283,4536289
4536287,4536205
0,4536285
4536285,4536287
4536289,4536205
0,4536291
4536291,4536293
4536293,4536009
4536295,4536009
4536037,4536039
0,4536035
4536035,4536037
4534093,4534691
0,4533969
4533969,4534787
4529215,4529757
4529705,4529721
0,4530585
4530585,4530575
4531939,4539767
4539767,4532953
4531931,4531939
4533803,4534349
4534329,4533741
4539553,4532963
4529727,4539565
4531929,4531931
4530985,4531819
4532111,4539791
4539791,4532113
4532907,4532249
4532189,4532817
4532251,4539829
4532311,4532909
4539829,4532311
4532943,4532941
4532941,4532257
4532951,4532275
4531311,4531873
4532639,4532637
4535841,4536071
4536071,4536069
4536069,4536067
4531883,4539597
4531627,4531615
