FID,COMID,type,HUC10_Name,HUC10,HUC8_Name,HUC8,HUC6_Name,HUC6,HUC4_Name,HUC4,HUC2_Name,HUC2
52039,10519282,outlet,New River Inlet,302030203,New River,3020302,Onslow Bay,30203,Neuse-Pamlico,302,South Atlantic-Gulf Region,3
52040,10518982,outlet,New River Inlet,302030203,New River,3020302,Onslow Bay,30203,Neuse-Pamlico,302,South Atlantic-Gulf Region,3
52043,10518970,outlet,New River Inlet,302030203,New River,3020302,Onslow Bay,30203,Neuse-Pamlico,302,South Atlantic-Gulf Region,3
52044,10518944,outlet,New River,302030202,New River,3020302,Onslow Bay,30203,Neuse-Pamlico,302,South Atlantic-Gulf Region,3
52369,10519272,outlet,Bogue Banks-Bogue Sound,302030103,White Oak River,3020301,Onslow Bay,30203,Neuse-Pamlico,302,South Atlantic-Gulf Region,3
52402,10519578,outlet,New River Inlet,302030203,New River,3020302,Onslow Bay,30203,Neuse-Pamlico,302,South Atlantic-Gulf Region,3
52424,10520588,outlet,Topsail Beach,302030204,New River,3020302,Onslow Bay,30203,Neuse-Pamlico,302,South Atlantic-Gulf Region,3
52506,10519596,outlet,New River Inlet,302030203,New River,3020302,Onslow Bay,30203,Neuse-Pamlico,302,South Atlantic-Gulf Region,3
52549,10520398,outlet,Topsail Beach,302030204,New River,3020302,Onslow Bay,30203,Neuse-Pamlico,302,South Atlantic-Gulf Region,3
52559,166737763,outlet,New River Inlet,302030203,New River,3020302,Onslow Bay,30203,Neuse-Pamlico,302,South Atlantic-Gulf Region,3
52560,166737764,outlet,New River Inlet,302030203,New River,3020302,Onslow Bay,30203,Neuse-Pamlico,302,South Atlantic-Gulf Region,3
62653,8835742,outlet,Cape Fear River,303000508,Lower Cape Fear,3030005,Cape Fear,30300,Cape Fear,303,South Atlantic-Gulf Region,3
62659,8835746,outlet,Cape Fear River,303000508,Lower Cape Fear,3030005,Cape Fear,30300,Cape Fear,303,South Atlantic-Gulf Region,3
63658,8838470,outlet,Masonboro Inlet-Mason Inlet,302030205,New River,3020302,Onslow Bay,30203,Neuse-Pamlico,302,South Atlantic-Gulf Region,3
63722,8835386,outlet,Cape Fear River,303000508,Lower Cape Fear,3030005,Cape Fear,30300,Cape Fear,303,South Atlantic-Gulf Region,3
63892,8835906,outlet,Cape Fear River,303000508,Lower Cape Fear,3030005,Cape Fear,30300,Cape Fear,303,South Atlantic-Gulf Region,3
63908,10520342,outlet,Masonboro Inlet-Mason Inlet,302030205,New River,3020302,Onslow Bay,30203,Neuse-Pamlico,302,South Atlantic-Gulf Region,3
96359,9074086,outlet,Great Pee Dee River-Winyah Bay,304020702,Carolina Coastal-Sampit,3040207,Lower Pee Dee,30402,Pee Dee,304,South Atlantic-Gulf Region,3
97003,11566106,outlet,Great Pee Dee River-Winyah Bay,304020702,Carolina Coastal-Sampit,3040207,Lower Pee Dee,30402,Pee Dee,304,South Atlantic-Gulf Region,3
97096,11565326,outlet,Great Pee Dee River-Winyah Bay,304020702,Carolina Coastal-Sampit,3040207,Lower Pee Dee,30402,Pee Dee,304,South Atlantic-Gulf Region,3
97106,11565478,outlet,Great Pee Dee River-Winyah Bay,304020702,Carolina Coastal-Sampit,3040207,Lower Pee Dee,30402,Pee Dee,304,South Atlantic-Gulf Region,3
97107,11565474,outlet,Great Pee Dee River-Winyah Bay,304020702,Carolina Coastal-Sampit,3040207,Lower Pee Dee,30402,Pee Dee,304,South Atlantic-Gulf Region,3
97108,11566038,outlet,Great Pee Dee River-Winyah Bay,304020702,Carolina Coastal-Sampit,3040207,Lower Pee Dee,30402,Pee Dee,304,South Atlantic-Gulf Region,3
97119,11566034,outlet,Great Pee Dee River-Winyah Bay,304020702,Carolina Coastal-Sampit,3040207,Lower Pee Dee,30402,Pee Dee,304,South Atlantic-Gulf Region,3
97151,11566030,outlet,Great Pee Dee River-Winyah Bay,304020702,Carolina Coastal-Sampit,3040207,Lower Pee Dee,30402,Pee Dee,304,South Atlantic-Gulf Region,3
97152,11565356,outlet,Great Pee Dee River-Winyah Bay,304020702,Carolina Coastal-Sampit,3040207,Lower Pee Dee,30402,Pee Dee,304,South Atlantic-Gulf Region,3
97155,11566166,outlet,Great Pee Dee River-Winyah Bay,304020702,Carolina Coastal-Sampit,3040207,Lower Pee Dee,30402,Pee Dee,304,South Atlantic-Gulf Region,3
97159,11566022,outlet,Great Pee Dee River-Winyah Bay,304020702,Carolina Coastal-Sampit,3040207,Lower Pee Dee,30402,Pee Dee,304,South Atlantic-Gulf Region,3
97163,11566020,outlet,Great Pee Dee River-Winyah Bay,304020702,Carolina Coastal-Sampit,3040207,Lower Pee Dee,30402,Pee Dee,304,South Atlantic-Gulf Region,3
97165,11565292,outlet,Great Pee Dee River-Winyah Bay,304020702,Carolina Coastal-Sampit,3040207,Lower Pee Dee,30402,Pee Dee,304,South Atlantic-Gulf Region,3
97169,11565268,outlet,Great Pee Dee River-Winyah Bay,304020702,Carolina Coastal-Sampit,3040207,Lower Pee Dee,30402,Pee Dee,304,South Atlantic-Gulf Region,3
97178,11566318,outlet,Great Pee Dee River-Winyah Bay,304020702,Carolina Coastal-Sampit,3040207,Lower Pee Dee,30402,Pee Dee,304,South Atlantic-Gulf Region,3
97180,11565244,outlet,Great Pee Dee River-Winyah Bay,304020702,Carolina Coastal-Sampit,3040207,Lower Pee Dee,30402,Pee Dee,304,South Atlantic-Gulf Region,3
97306,11566012,outlet,Great Pee Dee River-Winyah Bay,304020702,Carolina Coastal-Sampit,3040207,Lower Pee Dee,30402,Pee Dee,304,South Atlantic-Gulf Region,3
97314,11565340,outlet,Great Pee Dee River-Winyah Bay,304020702,Carolina Coastal-Sampit,3040207,Lower Pee Dee,30402,Pee Dee,304,South Atlantic-Gulf Region,3
97315,11565344,outlet,Great Pee Dee River-Winyah Bay,304020702,Carolina Coastal-Sampit,3040207,Lower Pee Dee,30402,Pee Dee,304,South Atlantic-Gulf Region,3
97316,11565346,outlet,Great Pee Dee River-Winyah Bay,304020702,Carolina Coastal-Sampit,3040207,Lower Pee Dee,30402,Pee Dee,304,South Atlantic-Gulf Region,3
98004,9182098,outlet,Lower Black River,304020509,Black,3040205,Lower Pee Dee,30402,Pee Dee,304,South Atlantic-Gulf Region,3
98426,11566130,outlet,North Inlet,304020804,Coastal Carolina,3040208,Lower Pee Dee,30402,Pee Dee,304,South Atlantic-Gulf Region,3
98436,11566070,outlet,Outlet Waccamaw River-Atlantic Intracoastal Waterway,304020610,Waccamaw,3040206,Lower Pee Dee,30402,Pee Dee,304,South Atlantic-Gulf Region,3
98438,11564496,outlet,Little River,304020803,Coastal Carolina,3040208,Lower Pee Dee,30402,Pee Dee,304,South Atlantic-Gulf Region,3
98455,11561432,outlet,Little River,304020803,Coastal Carolina,3040208,Lower Pee Dee,30402,Pee Dee,304,South Atlantic-Gulf Region,3
98456,11561428,outlet,Little River,304020803,Coastal Carolina,3040208,Lower Pee Dee,30402,Pee Dee,304,South Atlantic-Gulf Region,3
98457,11561424,outlet,Little River,304020803,Coastal Carolina,3040208,Lower Pee Dee,30402,Pee Dee,304,South Atlantic-Gulf Region,3
98459,11561384,outlet,Little River,304020803,Coastal Carolina,3040208,Lower Pee Dee,30402,Pee Dee,304,South Atlantic-Gulf Region,3
98460,11561632,outlet,Little River,304020803,Coastal Carolina,3040208,Lower Pee Dee,30402,Pee Dee,304,South Atlantic-Gulf Region,3
98461,11561372,outlet,Little River,304020803,Coastal Carolina,3040208,Lower Pee Dee,30402,Pee Dee,304,South Atlantic-Gulf Region,3
98467,11561316,outlet,Little River,304020803,Coastal Carolina,3040208,Lower Pee Dee,30402,Pee Dee,304,South Atlantic-Gulf Region,3
98468,11561288,outlet,Little River,304020803,Coastal Carolina,3040208,Lower Pee Dee,30402,Pee Dee,304,South Atlantic-Gulf Region,3
98469,11561286,outlet,Little River,304020803,Coastal Carolina,3040208,Lower Pee Dee,30402,Pee Dee,304,South Atlantic-Gulf Region,3
98470,11561626,outlet,Little River,304020803,Coastal Carolina,3040208,Lower Pee Dee,30402,Pee Dee,304,South Atlantic-Gulf Region,3
98920,11561412,outlet,Socastee Swamp-Waccamaw River,304020609,Waccamaw,3040206,Lower Pee Dee,30402,Pee Dee,304,South Atlantic-Gulf Region,3
98922,11561330,outlet,Little River,304020803,Coastal Carolina,3040208,Lower Pee Dee,30402,Pee Dee,304,South Atlantic-Gulf Region,3
98996,11561348,outlet,Little River,304020803,Coastal Carolina,3040208,Lower Pee Dee,30402,Pee Dee,304,South Atlantic-Gulf Region,3
99015,25909319,outlet,Little River,304020803,Coastal Carolina,3040208,Lower Pee Dee,30402,Pee Dee,304,South Atlantic-Gulf Region,3
99031,11561712,outlet,Lockwoods Folly River,304020801,Coastal Carolina,3040208,Lower Pee Dee,30402,Pee Dee,304,South Atlantic-Gulf Region,3
99110,166756387,outlet,North Inlet,304020804,Coastal Carolina,3040208,Lower Pee Dee,30402,Pee Dee,304,South Atlantic-Gulf Region,3
116111,9660752,outlet,Great Pee Dee River-Winyah Bay,304020702,Carolina Coastal-Sampit,3040207,Lower Pee Dee,30402,Pee Dee,304,South Atlantic-Gulf Region,3
117927,9660432,outlet,Great Pee Dee River-Winyah Bay,304020702,Carolina Coastal-Sampit,3040207,Lower Pee Dee,30402,Pee Dee,304,South Atlantic-Gulf Region,3
118275,9660756,outlet,Cape Romain,305020901,Bulls Bay,3050209,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
119565,9629899,outlet,Ashley River,305020106,Cooper,3050201,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
119656,9630001,outlet,Cooper River,305020107,Cooper,3050201,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
119661,9629469,outlet,Cooper River,305020107,Cooper,3050201,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
119676,9629753,outlet,Ashley River,305020106,Cooper,3050201,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
119913,9629405,outlet,Cooper River,305020107,Cooper,3050201,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
119915,9629411,outlet,Cooper River,305020107,Cooper,3050201,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
119916,9629417,outlet,Cooper River,305020107,Cooper,3050201,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
119965,9630389,outlet,Cooper River,305020107,Cooper,3050201,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
119976,9629861,outlet,Wando River,305020104,Cooper,3050201,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
120032,9629919,outlet,Cooper River,305020107,Cooper,3050201,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
120034,9629755,outlet,Cooper River,305020107,Cooper,3050201,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
120146,9633681,outlet,Stono River,305020202,South Carolina Coastal,3050202,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
120471,9630051,outlet,Stono River,305020202,South Carolina Coastal,3050202,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
120506,9630505,outlet,Stono River,305020202,South Carolina Coastal,3050202,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
120535,9633737,outlet,Stono River,305020202,South Carolina Coastal,3050202,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
120619,9629575,outlet,Stono River,305020202,South Carolina Coastal,3050202,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
123757,9619605,outlet,Stono River,305020202,South Carolina Coastal,3050202,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
124012,9620927,outlet,Edisto River,305020603,Edisto River,3050206,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
124092,9619679,outlet,Edisto River,305020603,Edisto River,3050206,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
124096,9618383,outlet,Edisto River,305020603,Edisto River,3050206,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
124523,9619771,outlet,North Edisto River,305020604,Edisto River,3050206,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
124816,20154863,outlet,Edisto River,305020603,Edisto River,3050206,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
124825,20153109,outlet,Edisto River,305020603,Edisto River,3050206,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
124848,20155261,outlet,Edisto River,305020603,Edisto River,3050206,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
126164,20156425,outlet,Edisto River,305020603,Edisto River,3050206,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
126499,20153075,outlet,Lower Ashepoo River,305020710,Salkehatchie,3050207,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
126502,20151361,outlet,Lower Ashepoo River,305020710,Salkehatchie,3050207,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
126513,20151359,outlet,Lower Ashepoo River,305020710,Salkehatchie,3050207,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
126522,20153073,outlet,Edisto River,305020603,Edisto River,3050206,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
126524,20153081,outlet,Edisto River,305020603,Edisto River,3050206,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
126640,20154869,outlet,Edisto River,305020603,Edisto River,3050206,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
126872,20161183,outlet,Coosaw River-Port Royal Sound,305020711,Salkehatchie,3050207,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
127031,20156487,outlet,Combahee River,305020707,Salkehatchie,3050207,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
127545,20155047,outlet,Beaufort River-Atlantic Intracoastal Waterway,305020805,Broad-St. Helena,3050208,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
127549,20155207,outlet,Beaufort River-Atlantic Intracoastal Waterway,305020805,Broad-St. Helena,3050208,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
127552,20154239,outlet,Beaufort River-Atlantic Intracoastal Waterway,305020805,Broad-St. Helena,3050208,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
127883,20155099,outlet,Broad River-Port Royal Sound,305020806,Broad-St. Helena,3050208,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
127960,20155209,outlet,Beaufort River-Atlantic Intracoastal Waterway,305020805,Broad-St. Helena,3050208,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
128044,20155595,outlet,Broad River-Port Royal Sound,305020806,Broad-St. Helena,3050208,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
128084,20156405,outlet,Broad River-Port Royal Sound,305020806,Broad-St. Helena,3050208,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
128167,20161695,outlet,Broad River-Port Royal Sound,305020806,Broad-St. Helena,3050208,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
128174,20161393,outlet,Broad River-Port Royal Sound,305020806,Broad-St. Helena,3050208,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
128328,20156411,outlet,Beaufort River-Atlantic Intracoastal Waterway,305020805,Broad-St. Helena,3050208,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
128522,166755566,outlet,Beaufort River-Atlantic Intracoastal Waterway,305020805,Broad-St. Helena,3050208,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
128809,9629301,outlet,Bulls Bay,305020902,Bulls Bay,3050209,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
128810,9629291,outlet,Bulls Bay,305020902,Bulls Bay,3050209,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
128811,9629285,outlet,Bulls Bay,305020902,Bulls Bay,3050209,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
128831,9629357,outlet,Bulls Bay,305020902,Bulls Bay,3050209,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
128848,9629717,outlet,Wando River,305020104,Cooper,3050201,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
128849,9629715,outlet,Wando River,305020104,Cooper,3050201,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
128850,9629337,outlet,Wando River,305020104,Cooper,3050201,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
128851,9629307,outlet,Bulls Bay,305020902,Bulls Bay,3050209,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
128852,9629707,outlet,Wando River,305020104,Cooper,3050201,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
128853,9629273,outlet,Bulls Bay,305020902,Bulls Bay,3050209,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
128855,9629271,outlet,Bulls Bay,305020902,Bulls Bay,3050209,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
128859,9629309,outlet,Bulls Bay,305020902,Bulls Bay,3050209,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
128871,9629207,outlet,Bulls Bay,305020902,Bulls Bay,3050209,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
128881,9629261,outlet,Bulls Bay,305020902,Bulls Bay,3050209,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
128884,9629693,outlet,Bulls Bay,305020902,Bulls Bay,3050209,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
128897,9629211,outlet,Bulls Bay,305020902,Bulls Bay,3050209,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
128898,9629191,outlet,Bulls Bay,305020902,Bulls Bay,3050209,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
128900,9629179,outlet,Bulls Bay,305020902,Bulls Bay,3050209,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
128901,9629171,outlet,Bulls Bay,305020902,Bulls Bay,3050209,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
128903,9629177,outlet,Bulls Bay,305020902,Bulls Bay,3050209,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
128905,9629173,outlet,Bulls Bay,305020902,Bulls Bay,3050209,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
128906,9626371,outlet,Bulls Bay,305020902,Bulls Bay,3050209,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
128917,9626359,outlet,Cape Romain,305020901,Bulls Bay,3050209,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
128923,9626367,outlet,Cape Romain,305020901,Bulls Bay,3050209,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
128924,9626329,outlet,Cape Romain,305020901,Bulls Bay,3050209,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
128926,9626331,outlet,Cape Romain,305020901,Bulls Bay,3050209,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
128941,9627097,outlet,Cape Romain,305020901,Bulls Bay,3050209,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
129030,9626251,outlet,Cape Romain,305020901,Bulls Bay,3050209,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
129049,9626369,outlet,Cape Romain,305020901,Bulls Bay,3050209,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
129050,9626353,outlet,Bulls Bay,305020902,Bulls Bay,3050209,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
129054,9629691,outlet,Bulls Bay,305020902,Bulls Bay,3050209,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
129059,9629185,outlet,Bulls Bay,305020902,Bulls Bay,3050209,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
129063,9629315,outlet,Bulls Bay,305020902,Bulls Bay,3050209,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
129117,9629283,outlet,Bulls Bay,305020902,Bulls Bay,3050209,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
129120,9629321,outlet,Bulls Bay,305020902,Bulls Bay,3050209,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
129122,9629303,outlet,Wando River,305020104,Cooper,3050201,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
129123,9629281,outlet,Bulls Bay,305020902,Bulls Bay,3050209,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
129152,9629875,outlet,Bulls Bay,305020902,Bulls Bay,3050209,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
129154,9627247,outlet,Cape Romain,305020901,Bulls Bay,3050209,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
129160,9627045,outlet,Cape Romain,305020901,Bulls Bay,3050209,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
129176,9629325,outlet,Bulls Bay,305020902,Bulls Bay,3050209,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
129207,9629253,outlet,Bulls Bay,305020902,Bulls Bay,3050209,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
129222,9626907,outlet,Cape Romain,305020901,Bulls Bay,3050209,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
129225,9627041,outlet,Cape Romain,305020901,Bulls Bay,3050209,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
129255,9627119,outlet,Cape Romain,305020901,Bulls Bay,3050209,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
129261,9629797,outlet,Bulls Bay,305020902,Bulls Bay,3050209,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
129271,9629803,outlet,Bulls Bay,305020902,Bulls Bay,3050209,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
129275,9626365,outlet,Cape Romain,305020901,Bulls Bay,3050209,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
129281,25842605,outlet,Bulls Bay,305020902,Bulls Bay,3050209,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
129306,166741121,outlet,Bulls Bay,305020902,Bulls Bay,3050209,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
129308,20153585,outlet,Harbor River,305021001,St. Helena Island,3050210,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
129316,20153633,outlet,Coosaw River-Port Royal Sound,305020711,Salkehatchie,3050207,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
129419,20154211,outlet,Harbor River,305021001,St. Helena Island,3050210,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
129446,20154323,outlet,Harbor River,305021001,St. Helena Island,3050210,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
129448,20154327,outlet,Harbor River,305021001,St. Helena Island,3050210,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
129474,20154949,outlet,Coosaw River-Port Royal Sound,305020711,Salkehatchie,3050207,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
129492,20156439,outlet,Harbor River,305021001,St. Helena Island,3050210,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
129499,20156537,outlet,Coosaw River-Port Royal Sound,305020711,Salkehatchie,3050207,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
129501,20156553,outlet,Harbor River,305021001,St. Helena Island,3050210,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
129502,20156591,outlet,Harbor River,305021001,St. Helena Island,3050210,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
129509,20156441,outlet,Harbor River,305021001,St. Helena Island,3050210,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
129542,20153607,outlet,Coosaw River-Port Royal Sound,305020711,Salkehatchie,3050207,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
143097,20105363,outlet,Wilmington River-Atlantic Ocean,306020401,Ogeechee Coastal,3060204,Ogeechee,30602,Ogeechee-Savannah,306,South Atlantic-Gulf Region,3
143098,20105349,outlet,Wilmington River-Atlantic Ocean,306020401,Ogeechee Coastal,3060204,Ogeechee,30602,Ogeechee-Savannah,306,South Atlantic-Gulf Region,3
143356,20161671,outlet,New River-Atlantic Intracoastal Waterway,306011002,Calibogue Sound-Wright River,3060110,Savannah,30601,Ogeechee-Savannah,306,South Atlantic-Gulf Region,3
143475,20155219,outlet,Calibogue Sound,306011003,Calibogue Sound-Wright River,3060110,Savannah,30601,Ogeechee-Savannah,306,South Atlantic-Gulf Region,3
143508,20155181,outlet,Calibogue Sound,306011003,Calibogue Sound-Wright River,3060110,Savannah,30601,Ogeechee-Savannah,306,South Atlantic-Gulf Region,3
143652,20155183,outlet,Calibogue Sound,306011003,Calibogue Sound-Wright River,3060110,Savannah,30601,Ogeechee-Savannah,306,South Atlantic-Gulf Region,3
143653,20155185,outlet,Calibogue Sound,306011003,Calibogue Sound-Wright River,3060110,Savannah,30601,Ogeechee-Savannah,306,South Atlantic-Gulf Region,3
143673,20156563,outlet,Broad River-Port Royal Sound,305020806,Broad-St. Helena,3050208,Edisto-South Carolina Coastal,30502,Edisto-Santee,305,South Atlantic-Gulf Region,3
