UNIQUE_ID,FEATUREID,type,HUC10_Name,HUC10,HUC8_Name,HUC8,HUC6_Name,HUC6,HUC4_Name,HUC4,HUC2_Name,HUC2
RI_469,6139976,dam,Wood River,109000501,Pawcatuck-Wood,1090005,Massachusetts-Rhode Island Coastal,10900,Massachusetts-Rhode Island Coastal,109,New England Region,1
RI_471,6129323,dam,Narragansett Bay-Frontal Rhode Island Sound,109000409,Narragansett,1090004,Massachusetts-Rhode Island Coastal,10900,Massachusetts-Rhode Island Coastal,109,New England Region,1
RI_474,5881541,dam,Sakonnet Point-Frontal Rhode Island Sound,109000205,Cape Cod,1090002,Massachusetts-Rhode Island Coastal,10900,Massachusetts-Rhode Island Coastal,109,New England Region,1
RI_477,6129159,dam,Pawtuxet River,109000406,Narragansett,1090004,Massachusetts-Rhode Island Coastal,10900,Massachusetts-Rhode Island Coastal,109,New England Region,1
RI_479,6130293,dam,Narragansett Bay-Frontal Rhode Island Sound,109000409,Narragansett,1090004,Massachusetts-Rhode Island Coastal,10900,Massachusetts-Rhode Island Coastal,109,New England Region,1
RI_480,6130261,dam,Narragansett Bay-Frontal Rhode Island Sound,109000409,Narragansett,1090004,Massachusetts-Rhode Island Coastal,10900,Massachusetts-Rhode Island Coastal,109,New England Region,1
RI_485,6129325,dam,Narragansett Bay-Frontal Rhode Island Sound,109000409,Narragansett,1090004,Massachusetts-Rhode Island Coastal,10900,Massachusetts-Rhode Island Coastal,109,New England Region,1
RI_488,6129217,dam,Narragansett Bay-Frontal Rhode Island Sound,109000409,Narragansett,1090004,Massachusetts-Rhode Island Coastal,10900,Massachusetts-Rhode Island Coastal,109,New England Region,1
RI_501,6116418,dam,Lower Blackstone River,109000302,Blackstone,1090003,Massachusetts-Rhode Island Coastal,10900,Massachusetts-Rhode Island Coastal,109,New England Region,1
RI_502,6129593,dam,Pawtuxet River,109000406,Narragansett,1090004,Massachusetts-Rhode Island Coastal,10900,Massachusetts-Rhode Island Coastal,109,New England Region,1
RI_507,6128831,dam,Pawtuxet River,109000406,Narragansett,1090004,Massachusetts-Rhode Island Coastal,10900,Massachusetts-Rhode Island Coastal,109,New England Region,1
RI_509,6131389,dam,Narragansett Bay-Frontal Rhode Island Sound,109000409,Narragansett,1090004,Massachusetts-Rhode Island Coastal,10900,Massachusetts-Rhode Island Coastal,109,New England Region,1
RI_513,6129339,dam,Narragansett Bay-Frontal Rhode Island Sound,109000409,Narragansett,1090004,Massachusetts-Rhode Island Coastal,10900,Massachusetts-Rhode Island Coastal,109,New England Region,1
RI_514,6128383,dam,Pawtuxet River,109000406,Narragansett,1090004,Massachusetts-Rhode Island Coastal,10900,Massachusetts-Rhode Island Coastal,109,New England Region,1
RI_515,6129169,dam,Narragansett Bay-Frontal Rhode Island Sound,109000409,Narragansett,1090004,Massachusetts-Rhode Island Coastal,10900,Massachusetts-Rhode Island Coastal,109,New England Region,1
RI_522,6128973,dam,Pawtuxet River,109000406,Narragansett,1090004,Massachusetts-Rhode Island Coastal,10900,Massachusetts-Rhode Island Coastal,109,New England Region,1
RI_525,166174957,dam,Block Island-Frontal Block Island Sound,109000504,Pawcatuck-Wood,1090005,Massachusetts-Rhode Island Coastal,10900,Massachusetts-Rhode Island Coastal,109,New England Region,1
RI_527,6140318,dam,Upper Pawcatuck River,109000502,Pawcatuck-Wood,1090005,Massachusetts-Rhode Island Coastal,10900,Massachusetts-Rhode Island Coastal,109,New England Region,1
RI_532,6140298,dam,Wood River,109000501,Pawcatuck-Wood,1090005,Massachusetts-Rhode Island Coastal,10900,Massachusetts-Rhode Island Coastal,109,New England Region,1
RI_537,6141044,dam,Block Island-Frontal Block Island Sound,109000504,Pawcatuck-Wood,1090005,Massachusetts-Rhode Island Coastal,10900,Massachusetts-Rhode Island Coastal,109,New England Region,1
RI_541,6129701,dam,Narragansett Bay-Frontal Rhode Island Sound,109000409,Narragansett,1090004,Massachusetts-Rhode Island Coastal,10900,Massachusetts-Rhode Island Coastal,109,New England Region,1
RI_544,6129153,dam,Narragansett Bay-Frontal Rhode Island Sound,109000409,Narragansett,1090004,Massachusetts-Rhode Island Coastal,10900,Massachusetts-Rhode Island Coastal,109,New England Region,1
RI_545,6131389,dam,Narragansett Bay-Frontal Rhode Island Sound,109000409,Narragansett,1090004,Massachusetts-Rhode Island Coastal,10900,Massachusetts-Rhode Island Coastal,109,New England Region,1
RI_546,6129287,dam,Narragansett Bay-Frontal Rhode Island Sound,109000409,Narragansett,1090004,Massachusetts-Rhode Island Coastal,10900,Massachusetts-Rhode Island Coastal,109,New England Region,1
RI_549,6141136,dam,Block Island-Frontal Block Island Sound,109000504,Pawcatuck-Wood,1090005,Massachusetts-Rhode Island Coastal,10900,Massachusetts-Rhode Island Coastal,109,New England Region,1
RI_550,6129313,dam,Narragansett Bay-Frontal Rhode Island Sound,109000409,Narragansett,1090004,Massachusetts-Rhode Island Coastal,10900,Massachusetts-Rhode Island Coastal,109,New England Region,1
RI_551,6130485,dam,Narragansett Bay-Frontal Rhode Island Sound,109000409,Narragansett,1090004,Massachusetts-Rhode Island Coastal,10900,Massachusetts-Rhode Island Coastal,109,New England Region,1
RI_552,6129253,dam,Narragansett Bay-Frontal Rhode Island Sound,109000409,Narragansett,1090004,Massachusetts-Rhode Island Coastal,10900,Massachusetts-Rhode Island Coastal,109,New England Region,1
RI_553,6130527,dam,Narragansett Bay-Frontal Rhode Island Sound,109000409,Narragansett,1090004,Massachusetts-Rhode Island Coastal,10900,Massachusetts-Rhode Island Coastal,109,New England Region,1
RI_555,6149487,dam,Fivemile River,110000103,Quinebaug,1100001,Connecticut Coastal,11000,Connecticut Coastal,110,New England Region,1
RI_556,6148477,dam,Fivemile River,110000103,Quinebaug,1100001,Connecticut Coastal,11000,Connecticut Coastal,110,New England Region,1
RI_557,6129709,dam,Narragansett Bay-Frontal Rhode Island Sound,109000409,Narragansett,1090004,Massachusetts-Rhode Island Coastal,10900,Massachusetts-Rhode Island Coastal,109,New England Region,1
