FID,COMID,type,HUC10_Name,HUC10,HUC8_Name,HUC8,HUC6_Name,HUC6,HUC4_Name,HUC4,HUC2_Name,HUC2
9902267,9902267,outlet,Brunswick River-Atlantic Ocean,307020302,Cumberland-St. Simons,3070203,St. Marys-Satilla,30702,Altamaha-St. Marys,307,South Atlantic-Gulf Region,3
9901791,9901791,outlet,Lower Satilla River-Atlantic Ocean,307020304,Cumberland-St. Simons,3070203,St. Marys-Satilla,30702,Altamaha-St. Marys,307,South Atlantic-Gulf Region,3
9903411,9903411,outlet,Brunswick River-Atlantic Ocean,307020302,Cumberland-St. Simons,3070203,St. Marys-Satilla,30702,Altamaha-St. Marys,307,South Atlantic-Gulf Region,3
9903417,9903417,outlet,Brunswick River-Atlantic Ocean,307020302,Cumberland-St. Simons,3070203,St. Marys-Satilla,30702,Altamaha-St. Marys,307,South Atlantic-Gulf Region,3
9902597,9902597,outlet,Brunswick River-Atlantic Ocean,307020302,Cumberland-St. Simons,3070203,St. Marys-Satilla,30702,Altamaha-St. Marys,307,South Atlantic-Gulf Region,3
9903491,9903491,outlet,Brunswick River-Atlantic Ocean,307020302,Cumberland-St. Simons,3070203,St. Marys-Satilla,30702,Altamaha-St. Marys,307,South Atlantic-Gulf Region,3
9903647,9903647,outlet,Brunswick River-Atlantic Ocean,307020302,Cumberland-St. Simons,3070203,St. Marys-Satilla,30702,Altamaha-St. Marys,307,South Atlantic-Gulf Region,3
9903769,9903769,outlet,Little Satilla River,307020303,Cumberland-St. Simons,3070203,St. Marys-Satilla,30702,Altamaha-St. Marys,307,South Atlantic-Gulf Region,3
9903807,9903807,outlet,Little Satilla River,307020303,Cumberland-St. Simons,3070203,St. Marys-Satilla,30702,Altamaha-St. Marys,307,South Atlantic-Gulf Region,3
9903805,9903805,outlet,Little Satilla River,307020303,Cumberland-St. Simons,3070203,St. Marys-Satilla,30702,Altamaha-St. Marys,307,South Atlantic-Gulf Region,3
9905081,9905081,outlet,Lower Satilla River-Atlantic Ocean,307020304,Cumberland-St. Simons,3070203,St. Marys-Satilla,30702,Altamaha-St. Marys,307,South Atlantic-Gulf Region,3
9902369,9902369,outlet,Brunswick River-Atlantic Ocean,307020302,Cumberland-St. Simons,3070203,St. Marys-Satilla,30702,Altamaha-St. Marys,307,South Atlantic-Gulf Region,3
9904793,9904793,outlet,Lower Satilla River-Atlantic Ocean,307020304,Cumberland-St. Simons,3070203,St. Marys-Satilla,30702,Altamaha-St. Marys,307,South Atlantic-Gulf Region,3
9902573,9902573,outlet,Brunswick River-Atlantic Ocean,307020302,Cumberland-St. Simons,3070203,St. Marys-Satilla,30702,Altamaha-St. Marys,307,South Atlantic-Gulf Region,3
9903163,9903163,outlet,Brunswick River-Atlantic Ocean,307020302,Cumberland-St. Simons,3070203,St. Marys-Satilla,30702,Altamaha-St. Marys,307,South Atlantic-Gulf Region,3
6399779,6399779,outlet,Lower Satilla River-Atlantic Ocean,307020304,Cumberland-St. Simons,3070203,St. Marys-Satilla,30702,Altamaha-St. Marys,307,South Atlantic-Gulf Region,3
18257965,18257965,outlet,Lower St. Marys River,307020409,St. Marys,3070204,St. Marys-Satilla,30702,Altamaha-St. Marys,307,South Atlantic-Gulf Region,3
18253067,18253067,outlet,Lower Nassau River Frontal,307020503,Nassau,3070205,St. Marys-Satilla,30702,Altamaha-St. Marys,307,South Atlantic-Gulf Region,3
16659839,16659839,outlet,St. Johns River-Atlantic Ocean,308010316,Lower St. Johns,3080103,St. Johns,30801,St. Johns,308,South Atlantic-Gulf Region,3
16683861,16683861,outlet,Pellicer Creek-Tomoka River Frontal,308020104,Daytona-St. Augustine,3080201,East Florida Coastal,30802,St. Johns,308,South Atlantic-Gulf Region,3
16683705,16683705,outlet,Tolomato River-Moses Creek Frontal,308020106,Daytona-St. Augustine,3080201,East Florida Coastal,30802,St. Johns,308,South Atlantic-Gulf Region,3
16696427,16696427,outlet,Rose Bay-Spruce Creek Frontal,308020101,Daytona-St. Augustine,3080201,East Florida Coastal,30802,St. Johns,308,South Atlantic-Gulf Region,3
16699963,16699963,outlet,Cape Canaveral-Atlantic Ocean,308020205,Cape Canaveral,3080202,East Florida Coastal,30802,St. Johns,308,South Atlantic-Gulf Region,3
20120830,20120830,outlet,Fort Pierce Inlet-Indian River,308020302,Vero Beach,3080203,East Florida Coastal,30802,St. Johns,308,South Atlantic-Gulf Region,3
20113248,20113248,outlet,St. Sebastian River-Vero Beach Main Canal Frontal,308020303,Vero Beach,3080203,East Florida Coastal,30802,St. Johns,308,South Atlantic-Gulf Region,3
20119322,20119322,outlet,Kid Creek-Indian River Frontal,308020203,Cape Canaveral,3080202,East Florida Coastal,30802,St. Johns,308,South Atlantic-Gulf Region,3
89920,89920,outlet,Broad River-Taylor Slough Frontal,309020214,Everglades,3090202,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
85494,85494,outlet,Broad River-Taylor Slough Frontal,309020214,Everglades,3090202,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
91896,91896,outlet,Broad River-Taylor Slough Frontal,309020214,Everglades,3090202,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
91480,91480,outlet,Broad River-Taylor Slough Frontal,309020214,Everglades,3090202,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
92284,92284,outlet,Broad River-Taylor Slough Frontal,309020214,Everglades,3090202,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
91928,91928,outlet,Broad River-Taylor Slough Frontal,309020214,Everglades,3090202,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
92296,92296,outlet,Broad River-Taylor Slough Frontal,309020214,Everglades,3090202,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
91964,91964,outlet,Broad River-Taylor Slough Frontal,309020214,Everglades,3090202,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
91570,91570,outlet,Broad River-Taylor Slough Frontal,309020214,Everglades,3090202,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
91972,91972,outlet,Broad River-Taylor Slough Frontal,309020214,Everglades,3090202,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
91610,91610,outlet,Broad River-Taylor Slough Frontal,309020214,Everglades,3090202,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
92046,92046,outlet,Broad River-Taylor Slough Frontal,309020214,Everglades,3090202,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
92056,92056,outlet,Broad River-Taylor Slough Frontal,309020214,Everglades,3090202,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
92088,92088,outlet,Broad River-Taylor Slough Frontal,309020214,Everglades,3090202,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
91710,91710,outlet,Broad River-Taylor Slough Frontal,309020214,Everglades,3090202,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
91728,91728,outlet,Broad River-Taylor Slough Frontal,309020214,Everglades,3090202,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
91726,91726,outlet,Broad River-Taylor Slough Frontal,309020214,Everglades,3090202,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
91732,91732,outlet,Broad River-Taylor Slough Frontal,309020214,Everglades,3090202,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
91736,91736,outlet,Broad River-Taylor Slough Frontal,309020214,Everglades,3090202,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
89176,89176,outlet,Broad River-Taylor Slough Frontal,309020214,Everglades,3090202,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
89158,89158,outlet,Broad River-Taylor Slough Frontal,309020214,Everglades,3090202,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
90096,90096,outlet,Broad River-Taylor Slough Frontal,309020214,Everglades,3090202,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
89174,89174,outlet,Broad River-Taylor Slough Frontal,309020214,Everglades,3090202,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
89172,89172,outlet,Broad River-Taylor Slough Frontal,309020214,Everglades,3090202,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
89178,89178,outlet,Broad River-Taylor Slough Frontal,309020214,Everglades,3090202,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
89190,89190,outlet,Broad River-Taylor Slough Frontal,309020214,Everglades,3090202,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
89210,89210,outlet,Broad River-Taylor Slough Frontal,309020214,Everglades,3090202,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
90134,90134,outlet,Broad River-Taylor Slough Frontal,309020214,Everglades,3090202,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
89220,89220,outlet,Broad River-Taylor Slough Frontal,309020214,Everglades,3090202,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
89272,89272,outlet,Broad River-Taylor Slough Frontal,309020214,Everglades,3090202,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
90188,90188,outlet,Broad River-Taylor Slough Frontal,309020214,Everglades,3090202,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
90206,90206,outlet,Broad River-Taylor Slough Frontal,309020214,Everglades,3090202,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
89332,89332,outlet,Broad River-Taylor Slough Frontal,309020214,Everglades,3090202,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
89364,89364,outlet,Broad River-Taylor Slough Frontal,309020214,Everglades,3090202,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
89396,89396,outlet,Broad River-Taylor Slough Frontal,309020214,Everglades,3090202,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
90276,90276,outlet,Broad River-Taylor Slough Frontal,309020214,Everglades,3090202,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
89466,89466,outlet,Broad River-Taylor Slough Frontal,309020214,Everglades,3090202,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
89484,89484,outlet,Broad River-Taylor Slough Frontal,309020214,Everglades,3090202,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
89476,89476,outlet,Broad River-Taylor Slough Frontal,309020214,Everglades,3090202,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
89496,89496,outlet,Broad River-Taylor Slough Frontal,309020214,Everglades,3090202,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
89556,89556,outlet,Broad River-Taylor Slough Frontal,309020214,Everglades,3090202,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
89570,89570,outlet,Broad River-Taylor Slough Frontal,309020214,Everglades,3090202,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
92108,92108,outlet,Broad River-Taylor Slough Frontal,309020214,Everglades,3090202,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
92144,92144,outlet,Broad River-Taylor Slough Frontal,309020214,Everglades,3090202,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
89658,89658,outlet,Broad River-Taylor Slough Frontal,309020214,Everglades,3090202,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
89642,89642,outlet,Broad River-Taylor Slough Frontal,309020214,Everglades,3090202,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
89926,89926,outlet,Broad River-Taylor Slough Frontal,309020214,Everglades,3090202,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
89922,89922,outlet,Everglades National Park,309020213,Everglades,3090202,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
89620,89620,outlet,Broad River-Taylor Slough Frontal,309020214,Everglades,3090202,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
89618,89618,outlet,Broad River-Taylor Slough Frontal,309020214,Everglades,3090202,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
89608,89608,outlet,Broad River-Taylor Slough Frontal,309020214,Everglades,3090202,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
92060,92060,outlet,Broad River-Taylor Slough Frontal,309020214,Everglades,3090202,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
92074,92074,outlet,Broad River-Taylor Slough Frontal,309020214,Everglades,3090202,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
92124,92124,outlet,Broad River-Taylor Slough Frontal,309020214,Everglades,3090202,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
92082,92082,outlet,Broad River-Taylor Slough Frontal,309020214,Everglades,3090202,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
92100,92100,outlet,Broad River-Taylor Slough Frontal,309020214,Everglades,3090202,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
90168,90168,outlet,Broad River-Taylor Slough Frontal,309020214,Everglades,3090202,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
89270,89270,outlet,Broad River-Taylor Slough Frontal,309020214,Everglades,3090202,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
89464,89464,outlet,Broad River-Taylor Slough Frontal,309020214,Everglades,3090202,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
92066,92066,outlet,Broad River-Taylor Slough Frontal,309020214,Everglades,3090202,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
92090,92090,outlet,Broad River-Taylor Slough Frontal,309020214,Everglades,3090202,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
16745247,16745247,outlet,Upper Florida Keys,309020302,Florida Bay-Florida Keys,3090203,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
16745395,16745395,outlet,Upper Florida Keys,309020302,Florida Bay-Florida Keys,3090203,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
16745277,16745277,outlet,Upper Florida Keys,309020302,Florida Bay-Florida Keys,3090203,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
16746415,16746415,outlet,Upper Florida Keys,309020302,Florida Bay-Florida Keys,3090203,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
16745403,16745403,outlet,Upper Florida Keys,309020302,Florida Bay-Florida Keys,3090203,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
16745295,16745295,outlet,Upper Florida Keys,309020302,Florida Bay-Florida Keys,3090203,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
16745285,16745285,outlet,Upper Florida Keys,309020302,Florida Bay-Florida Keys,3090203,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
16745283,16745283,outlet,Upper Florida Keys,309020302,Florida Bay-Florida Keys,3090203,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
16745217,16745217,outlet,Upper Florida Keys,309020302,Florida Bay-Florida Keys,3090203,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
16745203,16745203,outlet,Upper Florida Keys,309020302,Florida Bay-Florida Keys,3090203,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
16745173,16745173,outlet,Upper Florida Keys,309020302,Florida Bay-Florida Keys,3090203,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
16745193,16745193,outlet,Upper Florida Keys,309020302,Florida Bay-Florida Keys,3090203,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
16745199,16745199,outlet,Upper Florida Keys,309020302,Florida Bay-Florida Keys,3090203,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
16745201,16745201,outlet,Upper Florida Keys,309020302,Florida Bay-Florida Keys,3090203,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
16745255,16745255,outlet,Upper Florida Keys,309020302,Florida Bay-Florida Keys,3090203,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
16745197,16745197,outlet,Upper Florida Keys,309020302,Florida Bay-Florida Keys,3090203,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
16749469,16749469,outlet,Lower Florida Keys,309020303,Florida Bay-Florida Keys,3090203,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
16746445,16746445,outlet,Upper Florida Keys,309020302,Florida Bay-Florida Keys,3090203,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
16746433,16746433,outlet,Upper Florida Keys,309020302,Florida Bay-Florida Keys,3090203,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
89482,89482,outlet,Upper Florida Keys,309020302,Florida Bay-Florida Keys,3090203,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
16770060,16770060,outlet,Rooker Bay,309020408,Big Cypress Swamp,3090204,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
16770062,16770062,outlet,Rooker Bay,309020408,Big Cypress Swamp,3090204,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
16770064,16770064,outlet,Rooker Bay,309020408,Big Cypress Swamp,3090204,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
16770078,16770078,outlet,Henderson Creek-Barron River Frontal,309020407,Big Cypress Swamp,3090204,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
16770108,16770108,outlet,Henderson Creek-Barron River Frontal,309020407,Big Cypress Swamp,3090204,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
16770180,16770180,outlet,Henderson Creek-Barron River Frontal,309020407,Big Cypress Swamp,3090204,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
16770380,16770380,outlet,Lopez River-Lostmans River Frontal,309020411,Big Cypress Swamp,3090204,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
16765050,16765050,outlet,Cocohatchee River,309020402,Big Cypress Swamp,3090204,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
16767180,16767180,outlet,Rooker Bay,309020408,Big Cypress Swamp,3090204,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
16759548,16759548,outlet,Estero Bay Frontal,309020401,Big Cypress Swamp,3090204,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
16759536,16759536,outlet,Estero Bay Frontal,309020401,Big Cypress Swamp,3090204,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
16759338,16759338,outlet,Estero Bay Frontal,309020401,Big Cypress Swamp,3090204,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
16768574,16768574,outlet,Estero Bay Frontal,309020401,Big Cypress Swamp,3090204,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
16767830,16767830,outlet,Estero Bay Frontal,309020401,Big Cypress Swamp,3090204,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
16767848,16767848,outlet,Estero Bay Frontal,309020401,Big Cypress Swamp,3090204,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
16759602,16759602,outlet,Estero Bay Frontal,309020401,Big Cypress Swamp,3090204,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
16759996,16759996,outlet,Estero Bay Frontal,309020401,Big Cypress Swamp,3090204,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
16767914,16767914,outlet,Estero Bay Frontal,309020401,Big Cypress Swamp,3090204,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
16760920,16760920,outlet,Estero Bay Frontal,309020401,Big Cypress Swamp,3090204,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
16768854,16768854,outlet,Estero Bay Frontal,309020401,Big Cypress Swamp,3090204,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
16768178,16768178,outlet,Cocohatchee River,309020402,Big Cypress Swamp,3090204,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
16764666,16764666,outlet,Cocohatchee River,309020402,Big Cypress Swamp,3090204,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
16768632,16768632,outlet,Cocohatchee River,309020402,Big Cypress Swamp,3090204,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
16765354,16765354,outlet,Cocohatchee River,309020402,Big Cypress Swamp,3090204,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
16766542,16766542,outlet,Naples Frontal,309020405,Big Cypress Swamp,3090204,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
16766826,16766826,outlet,Naples Frontal,309020405,Big Cypress Swamp,3090204,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
16766860,16766860,outlet,Naples Frontal,309020405,Big Cypress Swamp,3090204,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
16768454,16768454,outlet,Naples Frontal,309020405,Big Cypress Swamp,3090204,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
16766916,16766916,outlet,Naples Frontal,309020405,Big Cypress Swamp,3090204,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
16766918,16766918,outlet,Naples Frontal,309020405,Big Cypress Swamp,3090204,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
16768484,16768484,outlet,Rock Creek-Naples Bay,309020406,Big Cypress Swamp,3090204,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
16766978,16766978,outlet,Henderson Creek-Barron River Frontal,309020407,Big Cypress Swamp,3090204,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
16768486,16768486,outlet,Rooker Bay,309020408,Big Cypress Swamp,3090204,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
16767174,16767174,outlet,Rooker Bay,309020408,Big Cypress Swamp,3090204,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
16767142,16767142,outlet,Rooker Bay,309020408,Big Cypress Swamp,3090204,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
16767320,16767320,outlet,Henderson Creek-Barron River Frontal,309020407,Big Cypress Swamp,3090204,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
16767388,16767388,outlet,Henderson Creek-Barron River Frontal,309020407,Big Cypress Swamp,3090204,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
16770014,16770014,outlet,Henderson Creek-Barron River Frontal,309020407,Big Cypress Swamp,3090204,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
16770518,16770518,outlet,Henderson Creek-Barron River Frontal,309020407,Big Cypress Swamp,3090204,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
16770012,16770012,outlet,Henderson Creek-Barron River Frontal,309020407,Big Cypress Swamp,3090204,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
16770040,16770040,outlet,Rooker Bay,309020408,Big Cypress Swamp,3090204,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
16770042,16770042,outlet,Rooker Bay,309020408,Big Cypress Swamp,3090204,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
16770034,16770034,outlet,Henderson Creek-Barron River Frontal,309020407,Big Cypress Swamp,3090204,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
16770036,16770036,outlet,Henderson Creek-Barron River Frontal,309020407,Big Cypress Swamp,3090204,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
16770104,16770104,outlet,Henderson Creek-Barron River Frontal,309020407,Big Cypress Swamp,3090204,Southern Florida,30902,Southern Florida,309,South Atlantic-Gulf Region,3
