FNODE_,FNODE_,type,WSCSSDANAM,,,,WSCSDANAME,WSCMDANAME,OCEAN
3674750,3674750,outlet,Exploits,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3674990,3674990,outlet,Exploits,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3675010,3675010,outlet,Exploits,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3680620,3680620,outlet,Exploits,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3649060,3649060,outlet,Southwestern Notre Dame Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3649070,3649070,outlet,Southwestern Notre Dame Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3650070,3650070,outlet,Southwestern Notre Dame Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3651330,3651330,outlet,Southwestern Notre Dame Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3652970,3652970,outlet,Southwestern Notre Dame Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3653480,3653480,outlet,Southwestern Notre Dame Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3654400,3654400,outlet,Southwestern Notre Dame Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3654800,3654800,outlet,Southwestern Notre Dame Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3655140,3655140,outlet,Southwestern Notre Dame Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3656490,3656490,outlet,Southwestern Notre Dame Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3656920,3656920,outlet,Southwestern Notre Dame Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3660420,3660420,outlet,Southwestern Notre Dame Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3660590,3660590,outlet,Southwestern Notre Dame Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3662180,3662180,outlet,Southwestern Notre Dame Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3662830,3662830,outlet,Southwestern Notre Dame Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3663050,3663050,outlet,Southwestern Notre Dame Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3653560,3653560,outlet,Gander,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3654530,3654530,outlet,Gander,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3661410,3661410,outlet,Gander,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3662420,3662420,outlet,Gander,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3662480,3662480,outlet,Gander,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3665650,3665650,outlet,Gander,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3642820,3642820,outlet,Northwestern Bonavista Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3644340,3644340,outlet,Northwestern Bonavista Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3644470,3644470,outlet,Northwestern Bonavista Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3655280,3655280,outlet,Northwestern Bonavista Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3656680,3656680,outlet,Northwestern Bonavista Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3656760,3656760,outlet,Northwestern Bonavista Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3657720,3657720,outlet,Northwestern Bonavista Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3658150,3658150,outlet,Northwestern Bonavista Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3660840,3660840,outlet,Northwestern Bonavista Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3661600,3661600,outlet,Northwestern Bonavista Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3662060,3662060,outlet,Northwestern Bonavista Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3665930,3665930,outlet,Northwestern Bonavista Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3668880,3668880,outlet,Northwestern Bonavista Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3670950,3670950,outlet,Northwestern Bonavista Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3674220,3674220,outlet,Northwestern Bonavista Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3674230,3674230,outlet,Northwestern Bonavista Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3674570,3674570,outlet,Northwestern Bonavista Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3674760,3674760,outlet,Northwestern Bonavista Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3676790,3676790,outlet,Northwestern Bonavista Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3678040,3678040,outlet,Northwestern Bonavista Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3683630,3683630,outlet,Northwestern Bonavista Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3684790,3684790,outlet,Northwestern Bonavista Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3686430,3686430,outlet,Northwestern Bonavista Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3689990,3689990,outlet,Northwestern Bonavista Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3692510,3692510,outlet,Southern and Eastern Bonavista Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3692900,3692900,outlet,Southern and Eastern Bonavista Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3693790,3693790,outlet,Southern and Eastern Bonavista Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3696180,3696180,outlet,Southern and Eastern Bonavista Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3698090,3698090,outlet,Southern and Eastern Bonavista Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3698970,3698970,outlet,Southern and Eastern Bonavista Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3700130,3700130,outlet,Southern and Eastern Bonavista Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3700720,3700720,outlet,Southern and Eastern Bonavista Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3701490,3701490,outlet,Southern and Eastern Bonavista Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3702010,3702010,outlet,Southern and Eastern Bonavista Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3702100,3702100,outlet,Southern and Eastern Bonavista Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3702180,3702180,outlet,Southern and Eastern Bonavista Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3705730,3705730,outlet,Southern and Eastern Bonavista Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3706350,3706350,outlet,Southern and Eastern Bonavista Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3706600,3706600,outlet,Southern and Eastern Bonavista Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3707260,3707260,outlet,Southern and Eastern Bonavista Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3707270,3707270,outlet,Southern and Eastern Bonavista Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3707970,3707970,outlet,Southern and Eastern Bonavista Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3708350,3708350,outlet,Southern and Eastern Bonavista Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3708850,3708850,outlet,Southern and Eastern Bonavista Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3710620,3710620,outlet,Southern and Eastern Bonavista Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3711410,3711410,outlet,Southern and Eastern Bonavista Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3712160,3712160,outlet,Southern and Eastern Bonavista Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3702690,3702690,outlet,St. George's Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3705760,3705760,outlet,St. George's Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3708510,3708510,outlet,St. George's Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3709180,3709180,outlet,St. George's Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3710020,3710020,outlet,St. George's Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3710490,3710490,outlet,St. George's Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3713490,3713490,outlet,St. George's Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3714270,3714270,outlet,St. George's Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3714410,3714410,outlet,St. George's Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3719120,3719120,outlet,St. George's Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3719420,3719420,outlet,St. George's Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3719930,3719930,outlet,St. George's Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3721310,3721310,outlet,St. George's Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3723220,3723220,outlet,St. George's Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3723600,3723600,outlet,St. George's Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3724960,3724960,outlet,St. George's Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3730980,3730980,outlet,St. George's Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3733250,3733250,outlet,St. George's Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3731380,3731380,outlet,St. George's Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3733710,3733710,outlet,St. George's Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3731680,3731680,outlet,St. George's Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3735040,3735040,outlet,St. George's Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3738700,3738700,outlet,St. George's Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3739460,3739460,outlet,St. George's Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3740210,3740210,outlet,St. George's Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3732660,3732660,outlet,La Poile Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3735380,3735380,outlet,La Poile Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3736880,3736880,outlet,La Poile Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3734200,3734200,outlet,La Poile Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3737500,3737500,outlet,La Poile Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3738400,3738400,outlet,La Poile Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3737750,3737750,outlet,La Poile Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3739900,3739900,outlet,La Poile Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3740050,3740050,outlet,La Poile Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3740230,3740230,outlet,La Poile Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3740540,3740540,outlet,La Poile Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3741910,3741910,outlet,La Poile Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3736340,3736340,outlet,La Poile Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3741500,3741500,outlet,La Poile Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3742750,3742750,outlet,La Poile Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3742570,3742570,outlet,La Poile Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3743000,3743000,outlet,La Poile Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3743170,3743170,outlet,La Poile Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3741980,3741980,outlet,La Poile Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3742550,3742550,outlet,La Poile Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3743790,3743790,outlet,La Poile Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3735930,3735930,outlet,White Bear Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3733570,3733570,outlet,White Bear Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3736320,3736320,outlet,White Bear Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3737560,3737560,outlet,White Bear Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3737960,3737960,outlet,White Bear Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3737800,3737800,outlet,White Bear Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3738640,3738640,outlet,White Bear Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3739070,3739070,outlet,White Bear Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3739700,3739700,outlet,White Bear Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3740170,3740170,outlet,White Bear Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3740850,3740850,outlet,White Bear Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3741000,3741000,outlet,White Bear Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3741070,3741070,outlet,White Bear Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3741760,3741760,outlet,White Bear Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3741800,3741800,outlet,White Bear Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3741840,3741840,outlet,White Bear Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3741960,3741960,outlet,White Bear Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3742920,3742920,outlet,White Bear Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3743150,3743150,outlet,White Bear Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3735400,3735400,outlet,Grey,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3737150,3737150,outlet,Grey,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3736490,3736490,outlet,Grey,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3736000,3736000,outlet,Grey,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3738870,3738870,outlet,Grey,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3739390,3739390,outlet,Grey,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3739660,3739660,outlet,Grey,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3740920,3740920,outlet,Grey,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3741260,3741260,outlet,Grey,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3741720,3741720,outlet,Grey,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3741990,3741990,outlet,Grey,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3727180,3727180,outlet,Hermitage Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3729140,3729140,outlet,Hermitage Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3725840,3725840,outlet,Hermitage Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3732280,3732280,outlet,Hermitage Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3731500,3731500,outlet,Hermitage Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3732530,3732530,outlet,Hermitage Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3728020,3728020,outlet,Hermitage Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3735210,3735210,outlet,Hermitage Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3733810,3733810,outlet,Hermitage Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3735350,3735350,outlet,Hermitage Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3735820,3735820,outlet,Hermitage Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3736360,3736360,outlet,Hermitage Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3737860,3737860,outlet,Hermitage Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3741130,3741130,outlet,Hermitage Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3732260,3732260,outlet,Fortune Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3731080,3731080,outlet,Fortune Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3735570,3735570,outlet,Fortune Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3737600,3737600,outlet,Fortune Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3737640,3737640,outlet,Fortune Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3737580,3737580,outlet,Fortune Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3734850,3734850,outlet,Fortune Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3739370,3739370,outlet,Fortune Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3739540,3739540,outlet,Fortune Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3739610,3739610,outlet,Fortune Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3739670,3739670,outlet,Fortune Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3739950,3739950,outlet,Fortune Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3739860,3739860,outlet,Fortune Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3740180,3740180,outlet,Fortune Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3739780,3739780,outlet,Fortune Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3738460,3738460,outlet,Fortune Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3741360,3741360,outlet,Fortune Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3741580,3741580,outlet,Fortune Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3741290,3741290,outlet,Fortune Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3742410,3742410,outlet,Fortune Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3742970,3742970,outlet,Fortune Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3743300,3743300,outlet,Fortune Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3744030,3744030,outlet,Fortune Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3744140,3744140,outlet,Fortune Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3744610,3744610,outlet,Fortune Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3744650,3744650,outlet,Fortune Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3744540,3744540,outlet,Fortune Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3745730,3745730,outlet,Fortune Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3746010,3746010,outlet,Fortune Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3746220,3746220,outlet,Fortune Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3746810,3746810,outlet,Fortune Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3747140,3747140,outlet,Fortune Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3748080,3748080,outlet,Fortune Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3748150,3748150,outlet,Fortune Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3748420,3748420,outlet,Fortune Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3749470,3749470,outlet,Fortune Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3751140,3751140,outlet,Fortune Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3751900,3751900,outlet,Fortune Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3753720,3753720,outlet,Fortune Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3755760,3755760,outlet,Fortune Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3756060,3756060,outlet,Fortune Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3756100,3756100,outlet,Fortune Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3758690,3758690,outlet,Fortune Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3758780,3758780,outlet,Fortune Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3760460,3760460,outlet,Fortune Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3760720,3760720,outlet,Fortune Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3761090,3761090,outlet,Fortune Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3761100,3761100,outlet,Fortune Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3761220,3761220,outlet,Fortune Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3762900,3762900,outlet,Fortune Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3763650,3763650,outlet,Fortune Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3764480,3764480,outlet,Fortune Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3764950,3764950,outlet,Fortune Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3765970,3765970,outlet,Fortune Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3766370,3766370,outlet,Fortune Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3766350,3766350,outlet,Fortune Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3749000,3749000,outlet,Southwestern Placentia Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3749180,3749180,outlet,Southwestern Placentia Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3748700,3748700,outlet,Southwestern Placentia Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3749440,3749440,outlet,Southwestern Placentia Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3749520,3749520,outlet,Southwestern Placentia Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3748410,3748410,outlet,Southwestern Placentia Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3751560,3751560,outlet,Southwestern Placentia Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3752880,3752880,outlet,Southwestern Placentia Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3753490,3753490,outlet,Southwestern Placentia Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3758050,3758050,outlet,Southwestern Placentia Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3760790,3760790,outlet,Southwestern Placentia Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3763410,3763410,outlet,Southwestern Placentia Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3763700,3763700,outlet,Southwestern Placentia Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3763610,3763610,outlet,Southwestern Placentia Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3765000,3765000,outlet,Southwestern Placentia Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3764150,3764150,outlet,Southwestern Placentia Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3765170,3765170,outlet,Southwestern Placentia Bay,,,,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
