0.02,Total functional habitat
142.53,Maximum habitat
10.00,Channel width threshold
0.0,Slope threshold
1,Omit tidal reaches
UNIQUE_ID,type,catchmentID,habitat_sqkm,habitatSegment_sqkm,functional_habitatSegment_sqkm,PassageToHabitat,Decision,HUC6_location,HUC10_location
98459,outlet,11561384.0,0.005213462869387999,0.005213462869387999,0.005213462869387999,1.0,outlet,Lower Pee Dee,Little River
98456,outlet,11561428.0,0.0040431249450879995,0.0040431249450879995,0.0040431249450879995,1.0,outlet,Lower Pee Dee,Little River
52044,outlet,10518944.0,0.00342281569698,0.00342281569698,0.00342281569698,1.0,outlet,Onslow Bay,New River
98460,outlet,11561632.0,0.003169491849525,0.003169491849525,0.003169491849525,1.0,outlet,Lower Pee Dee,Little River
52043,outlet,10518970.0,0.002670905379289,0.002670905379289,0.002670905379289,1.0,outlet,Onslow Bay,New River Inlet
52021,outlet,10520324.0,0.00223713586908,0.00223713586908,0.00223713586908,1.0,outlet,Onslow Bay,New River Inlet
25089,outlet,10477101.0,4.5231502200000004e-06,4.5231502200000004e-06,4.5231502200000004e-06,1.0,outlet,Albemarle-Chowan,Sand Ridge-Bodie Island
153077,outlet,6322363.0,0.0,0.0,0.0,1.0,outlet,Ogeechee,Doboy Sound-Atlantic Ocean
u2951,dam,9235607.0,0.0005823969019680001,0.0005823969019680001,0.0,0.0,keep,Upper Pee Dee,Headwaters South Yadkin River
u2950,dam,9235767.0,0.002133530315048,0.002133530315048,0.0,0.0,keep,Upper Pee Dee,Third Creek
u2949,dam,9234025.0,0.01594474392524,0.01594474392524,0.0,0.0,keep,Upper Pee Dee,Reddies River-Yadkin River
u2948,dam,9221715.0,0.0016028998061859998,0.0016028998061859998,0.0,0.0,keep,Upper Pee Dee,Abbotts Creek
u2947,dam,9211564.0,0.03878524560287,0.03878524560287,0.0,0.0,keep,Upper Pee Dee,Yadkin River
u2946,dam,8893316.0,0.000558404864744,0.000558404864744,0.0,0.0,keep,Cape Fear,B Everett Jordan Lake-New Hope River
u2945,dam,8893140.0,0.004736050737792,0.004736050737792,0.0,0.0,keep,Cape Fear,B Everett Jordan Lake-New Hope River
u2944,dam,8890364.0,0.0011699143588999998,0.0011699143588999998,0.0,0.0,keep,Cape Fear,Big Alamance Creek
u2943,dam,8890340.0,0.00024612822746,0.00024612822746,0.0,0.0,keep,Cape Fear,Reedy Fork
u2942,dam,8866542.0,0.00024185025224,0.00024185025224,0.0,0.0,keep,Cape Fear,Headwaters Deep River
u2952,dam,9235577.0,0.000646461562978,0.000646461562978,0.0,0.0,keep,Upper Pee Dee,Headwaters South Yadkin River
u2956,dam,10462299.0,0.0,0.0,0.0,0.0,keep,Albemarle-Chowan,Sarem Creek-Chowan River
u2953,dam,9247982.0,0.001819683383716,0.001819683383716,0.0,0.0,keep,Upper Pee Dee,Forbush Creek-Yadkin River
u2954,dam,9747280.0,0.017987177453560002,0.017987177453560002,0.0,0.0,keep,Santee,Lower South Fork Catawba River
u2955,dam,9754284.0,0.000123171085752,0.000123171085752,0.0,0.0,keep,Upper Pee Dee,Headwaters South Yadkin River
u2940,dam,8846659.0,0.000905432926084,0.000905432926084,0.0,0.0,keep,Cape Fear,Rockfish Creek
u2957,dam,12034739.0,0.00024764368112,0.00024764368112,0.0,0.0,keep,Santee,Buffalo Creek
u2958,dam,12037179.0,0.001483838702424,0.001483838702424,0.0,0.0,keep,Santee,North Pacolet River
u2959,dam,8783089.0,5.747061468e-05,5.747061468e-05,0.0,0.0,keep,Neuse,Crabtree Creek
u2960,dam,8783107.0,0.003074582673414,0.003074582673414,0.0,0.0,keep,Neuse,Milburnie Lake-Neuse River
u2961,dam,8783125.0,0.003801297344796,0.003801297344796,0.0,0.0,keep,Neuse,Crabtree Creek
u2962,dam,8783795.0,0.003136802281312,0.003136802281312,0.0,0.0,keep,Neuse,Crabtree Creek
u2963,dam,8783903.0,0.0007622313177439999,0.0007622313177439999,0.0,0.0,keep,Neuse,Crabtree Creek
u2964,dam,8784233.0,0.006136846997104999,0.006136846997104999,0.0,0.0,keep,Neuse,Swift Creek
u2941,dam,8846965.0,0.002659150602189,0.002659150602189,0.0,0.0,keep,Cape Fear,Buies Creek-Cape Fear River
u2938,dam,8679977.0,0.000520499159928,0.000520499159928,0.0,0.0,keep,Roanoke,Little Dan River-Dan River
u2939,dam,8786615.0,0.000289432451664,0.000289432451664,0.0,0.0,keep,Neuse,Crabtree Creek
u2966,dam,8786821.0,0.00022313550162399997,0.00022313550162399997,0.0,0.0,keep,Neuse,Middle Creek
u2910,dam,8786867.0,0.002262150612492,0.002262150612492,0.0,0.0,keep,Neuse,Milburnie Lake-Neuse River
u2911,dam,8813067.0,0.000363626587524,0.000363626587524,0.0,0.0,keep,Cape Fear,Upper South River
u2912,dam,8831812.0,0.008048373126975001,0.008048373126975001,0.0,0.0,keep,Cape Fear,Turnbull Creek-Cape Fear River
u2913,dam,8842351.0,0.002587737135648,0.002587737135648,0.0,0.0,keep,Neuse,Middle Creek
u2914,dam,8846679.0,0.005491162402763999,0.005491162402763999,0.0,0.0,keep,Cape Fear,Rockfish Creek
u2915,dam,8847179.0,0.00141164450404,0.00141164450404,0.0,0.0,keep,Cape Fear,Cross Creek-Cape Fear River
u2916,dam,8847183.0,0.008147342778072001,0.008147342778072001,0.0,0.0,keep,Cape Fear,Cross Creek-Cape Fear River
u2917,dam,8847247.0,0.004049291050398,0.004049291050398,0.0,0.0,keep,Cape Fear,Rockfish Creek
u2918,dam,8851695.0,0.19396263430759,0.19396263430759,0.0,0.0,keep,Cape Fear,Rockfish Creek
u2919,dam,8890612.0,0.008398388837208,0.008398388837208,0.0,0.0,keep,Cape Fear,Big Alamance Creek
u2920,dam,8891648.0,0.021920321903824,0.021920321903824,0.0,0.0,keep,Cape Fear,Back Creek-Haw River
u2921,dam,8898072.0,0.0035732330871120002,0.0035732330871120002,0.0,0.0,keep,Cape Fear,Roberson Creek-Haw River
u2922,dam,9109876.0,0.14819258325489,0.13359064726888997,0.0,0.0,keep,Lower Pee Dee,Upper Little Pee Dee River
u2923,dam,9110156.0,0.000346536817164,0.000346536817164,0.0,0.0,keep,Lower Pee Dee,Leith Creek
u2924,dam,9168012.0,0.000394491294805,0.000394491294805,0.0,0.0,keep,Lower Pee Dee,Marks Creek-Pee Dee River
u2925,dam,9244828.0,0.000516969001696,0.000516969001696,0.0,0.0,keep,Upper Pee Dee,Lower Ararat River
u2926,dam,9751464.0,0.004271900847296,0.004271900847296,0.0,0.0,keep,Upper Pee Dee,Headwaters Yadkin River
u2927,dam,166755118.0,0.000448387894472,0.000448387894472,0.0,0.0,keep,Cape Fear,Headwaters Northeast Cape Fear River
u2928,dam,10525339.0,0.0019537625977919994,0.0019537625977919994,0.0,0.0,keep,Cape Fear,Goshen Swamp
u2929,dam,10528411.0,0.0013650884756189997,0.0013650884756189997,0.0,0.0,keep,Cape Fear,Six Runs Creek
u2930,dam,11237187.0,0.015596350559563998,0.015596350559563998,0.0,0.0,keep,Neuse,Bear Creek-Neuse River
u2931,dam,11237273.0,0.000779932616085,0.000779932616085,0.0,0.0,keep,Neuse,Bear Creek-Neuse River
u2932,dam,11239507.0,0.08506388870186599,0.08506388870186599,0.0,0.0,keep,Neuse,Mosley Creek-Neuse River
u2933,dam,11573658.0,0.0026550353691570006,0.0026550353691570006,0.0,0.0,keep,Neuse,Black Creek
u2934,dam,11574694.0,0.00124507398717,0.00124507398717,0.0,0.0,keep,Neuse,Bear Creek-Neuse River
u2935,dam,11748047.0,0.0012795824275979998,0.0012795824275979998,0.0,0.0,keep,Savannah,Headwaters Keowee River-Lake Jocassee
u2936,dam,166755120.0,0.0011093680269,0.0011093680269,0.0,0.0,keep,Cape Fear,Headwaters Northeast Cape Fear River
u2965,dam,8786207.0,0.000728469411054,0.000728469411054,0.0,0.0,keep,Neuse,Milburnie Lake-Neuse River
u2970,dam,8853515.0,0.001904793651852,0.001904793651852,0.0,0.0,keep,Cape Fear,Rockfish Creek
u2967,dam,8810275.0,0.00263558018658,0.00263558018658,0.0,0.0,keep,Cape Fear,Buies Creek-Cape Fear River
u3004,dam,8872518.0,0.000318803638881,0.000318803638881,0.0,0.0,keep,Cape Fear,Headwaters Deep River
u3007,dam,10511464.0,0.00044428478611400004,0.00044428478611400004,0.0,0.0,keep,Pamlico,Little Fishing Creek
u3008,dam,8846545.0,0.001515512235225,0.001515512235225,0.0,0.0,keep,Cape Fear,Rockfish Creek
u3009,dam,8786717.0,0.000196268185439,0.000196268185439,0.0,0.0,keep,Neuse,Swift Creek
u3010,dam,9236917.0,0.00030395003115599997,0.00030395003115599997,0.0,0.0,keep,Upper Pee Dee,Third Creek
u3011,dam,8786227.0,0.001072254906408,0.001072254906408,0.0,0.0,keep,Neuse,Crabtree Creek
u3012,dam,9235543.0,0.00028680480575999994,0.00028680480575999994,0.0,0.0,keep,Upper Pee Dee,Headwaters South Yadkin River
