COMID,downkm,,Q,W,DA
3644120,1.716249513,3.432499026,0.078016037,1.955194565,2.460227098
3644110,0.635983721,0.423989147,0.014910177,0.854750642,0.47033083
3643660,61407.12742,1.729772261,3041578.435,12208.08516,95614606.88
3644140,1.712104963,3.424209925,0.077702227,1.95125834,2.450332919
3643850,3.134295286,3.373538156,0.212913667,3.229979828,6.712995981
3644160,4.241445563,8.482891126,0.35253641,4.156234366,11.11417966
3643080,2.425885073,2.388056049,0.13890471,2.608894551,4.379889959
3644180,0.524844371,0.349896247,0.010825033,0.72830393,0.341487576
3644190,0.602058631,1.204117262,0.013608059,0.816575084,0.429263504
3644210,6.22622292,12.45244584,0.668514496,5.723391504,21.07338253
3642510,2852.662053,4.575638382,18240.66229,945.4059721,573938.9736
3640340,37.68194793,15.07277917,13.44474586,25.66695438,423.5858523
3644240,12.12159415,24.24318829,2.029702542,9.972734057,63.96891979
3644260,6.48346508,12.96693016,0.715189078,5.919819661,22.54441759
3640030,41.0415338,11.77027328,15.50179622,27.56062435,488.3821085
3642760,130.6193748,3.720232745,106.78813,72.33683963,3363.178113
3642980,3.661940907,3.486167201,0.275959342,3.677228272,8.700369088
3644010,0.554455587,0.369637058,0.011862172,0.762395182,0.374199097
3644300,3.994180191,7.988360381,0.318946771,3.95327608,10.05540275
3644310,0.228947159,0.457894317,0.002715295,0.364759434,0.085678283
3644090,122.6169632,1.38216568,96.10635086,68.62369265,3026.824298
3644340,1.931409291,3.862818582,0.094992823,2.157463406,2.99548206
3644250,0.557265318,0.222906127,0.011962548,0.765614033,0.37736495
3641290,1392.955743,10.76583215,5521.814597,520.1623932,173780.2142
3638380,4413.766318,18.48708643,37760.30333,1360.240737,1187965.205
3644390,1.213186849,2.426373697,0.043756822,1.464269203,1.380010171
3644400,3.026556549,2.647839269,0.200853752,3.137169718,6.332823046
3644320,1.276977686,0.851318457,0.047659105,1.528167584,1.503057933
3644430,6.95740959,13.91481918,0.804448808,6.278374918,25.35755449
3643910,2.455996727,1.637331151,0.141790791,2.635858262,4.470876229
3644460,4.718596957,9.437193913,0.421099172,4.542450817,13.27528742
3644470,3.313316362,6.626632723,0.233569738,3.383033723,7.364142505
3643830,9.960749673,1.94377708,1.463157636,8.467273714,46.11617934
3642200,32.00682297,7.095050179,10.24183256,22.40200427,322.6916946
3644550,1.596441858,1.064294572,0.069150375,1.840752121,2.18069678
3644560,1.324789863,2.649579726,0.050670752,1.575711545,1.598020693
3644170,7.113560541,0.811597802,0.834771077,6.395606521,26.31318725
3643810,102.8194678,1.718771089,71.65853448,59.25595489,2256.97105
3644590,0.211604129,0.141069419,0.002381152,0.341579315,0.075136521
3644290,4.446042447,0.864212057,0.381338198,4.322681077,12.02202445
3642780,168.9817694,8.265090055,164.0390882,89.65442165,5165.83682
3644650,160.0597876,2.70048826,149.8569188,85.69124239,4719.295842
3644670,4.915664512,9.831329024,0.450822826,4.70003388,14.21216076
3644690,0.976854546,1.953709091,0.030491919,1.222335482,0.961721882
3644700,7.513496355,15.02699271,0.914464938,6.693936207,28.82477957
3644730,5.149954655,3.433303103,0.487208198,4.88602105,15.35899275
3644030,24512.37621,1.530118042,658027.1232,5678.32097,20691342.45
3643310,67.7804117,4.507959221,35.7757722,41.86899614,1126.941505
3644750,120.7282258,6.505145876,93.65125705,67.74150571,2949.516008
3644770,8.721213801,0.520986882,1.172411471,7.579456582,36.95384006
3644790,5.868947958,3.912631972,0.605798595,5.448314525,19.09674649
3641510,135.305978,10.32852001,113.2514379,74.49376119,3566.695374
3644800,221.2060914,1.997673258,256.9893032,112.2162014,8092.324633
3644820,4.656446859,9.312893718,0.411893951,4.49252753,12.98514151
3639800,75.91927127,15.55361054,43.22003819,46.01936409,1361.390544
3644850,10.15350858,20.30701715,1.510662387,8.603630454,47.61317261
3644860,1.034618174,2.069236348,0.033556507,1.28229046,1.058361413
3644870,6.12584583,12.25169166,0.650645061,5.646380078,20.51018967
3644880,5.33214703,10.66429406,0.516278618,5.029677155,16.27525333
3644900,7.273061459,2.375317802,0.866205584,6.514911636,27.30386658
3644580,109.628085,1.021559118,79.74216048,62.50892627,2511.526185
3644930,0.339909274,0.679818547,0.005247113,0.507058733,0.165547541
3644950,1.915607822,3.831215643,0.093700825,2.142741337,2.954747767
3644500,11.94995902,2.034641618,1.982020429,9.854897312,62.46641836
3644970,3.670221833,7.340443665,0.277000402,3.684157934,8.733185406
3644960,13.38529739,0.836035116,2.394568295,10.83207489,75.46593004
3644570,9.938722441,1.592334789,1.457767817,8.451663922,45.94633217
3645000,0.735321819,1.470643638,0.018991367,0.96466418,0.599042963
3644330,129.9532705,2.233123628,105.8818684,72.02924096,3334.641488
3645020,1.669370803,3.338741605,0.074496154,1.910578848,2.349247505
3645030,0.4045237,0.269682467,0.007013163,0.586212393,0.221255215
3645040,101.2824553,2.380706799,69.88176366,58.51671914,2201.019479
3644540,3.924592901,3.592007514,0.309737603,3.895785226,9.765117718
3645050,3.384991019,6.769982038,0.242053127,3.443922653,7.631563459
3645070,4.929397146,9.858794291,0.452924268,4.71097539,14.27839664
3645080,10.46102579,20.92205158,1.587700654,8.820279591,50.04082262
3645090,5.119320375,10.23864075,0.482386595,4.861783946,15.20702135
3645110,5.98017236,11.96034472,0.625057616,5.534240976,19.70374263
3645120,0.662368027,1.324736053,0.015955519,0.884206111,0.503299274
3645140,4.008919449,8.017838897,0.320911197,3.96543171,10.11732383
3645010,140.2733015,0.541949302,120.2667755,76.7663468,3787.592638
3644080,2.155614768,2.466358729,0.114077874,2.364279133,3.597187173
3645180,16.91618775,1.699417915,3.537680218,13.16610537,111.483802
3645210,4.564051919,3.042701279,0.398359998,4.418103654,12.55855307
3645220,1.789406783,3.578813566,0.083638136,2.024418107,2.637486361
3645230,5.836121395,2.334448558,0.600160692,5.422902718,18.91905322
3645240,5.90321292,11.80642584,0.611706019,5.474814601,19.28293406
3645250,14.51546293,29.03092585,2.74100865,11.58919427,86.38205788
3640360,37118.52354,13.45195548,1314153.198,8024.556479,41317763.75
3645310,5.547348285,11.09469657,0.551478682,5.198312745,17.38469965
3645330,1.81540675,3.6308135,0.08567377,2.048905741,2.701667358
3645350,4.741674741,9.483349481,0.424537985,4.560960566,13.38367753
3644740,24739.51607,2.590687816,668223.0335,5722.14371,21011889.74
3643730,15.74013302,6.296053207,3.137265768,12.39862987,98.8675785
3644100,264.6081204,4.813577923,346.4318332,130.2887556,10908.19015
3645420,2.286550767,4.573101534,0.125861466,2.483387167,3.968685822
3645440,0.26966142,0.539322839,0.003567084,0.418075463,0.112550058
3644760,9.923648234,1.883881984,1.454083915,8.440978133,45.83024279
3645460,0.712964078,1.425928156,0.018038569,0.940154179,0.568994214
3645480,1.363640921,2.727281841,0.053172031,1.614134301,1.676889835
3645490,5.86691926,11.73383852,0.605449559,5.44674475,19.0857457
3644280,7.379289696,3.948530378,0.887398281,6.594127368,27.97176478
3645540,1870.776699,2.016465751,9028.152888,665.1161489,284105.0722
3644360,1759.841599,3.786329868,8153.475449,632.0761797,256584.7346
3645550,3.455495029,6.910990057,0.250515692,3.503607986,7.898326294
3645470,0.531512516,0.354341677,0.011055269,0.736008269,0.348749299
3644980,14.92490726,2.24318463,2.871104613,11.86103394,90.48123763
3645580,5586.014963,6.50081913,55918.7562,1655.300291,1759118.359
3645530,1931.745377,2.965876447,9523.942476,683.1348193,299704.0886
3643750,9.395170631,6.263447087,1.327303988,8.064607578,41.83504272
3645600,4.772256152,9.544512303,0.429112135,4.585465584,13.52785278
3644270,220.4168214,5.178364524,255.4625745,111.8823764,8044.258168
3645620,20.96424106,7.874448747,5.058759645,15.74418059,159.4076982
3645630,5.341114675,10.68222935,0.517726855,5.036726702,16.32089955
3643480,19991.38706,7.802021021,468428.6736,4790.929451,14730412.47
3645650,0.358910802,0.717821604,0.005745143,0.530577059,0.181257526
3645670,11.0780643,22.15612859,1.746866037,9.251834187,55.05641786
3642150,168.4864703,10.80404104,163.2383588,89.43533743,5140.625179
3645700,3.584125182,1.614064105,0.266253334,3.611981918,8.394414868
3645640,133.2462394,6.41134442,110.3921344,73.54736287,3476.661619
3645560,1.09725454,0.777142371,0.037010992,1.346676873,1.167294182
3645720,1.667807015,3.33561403,0.074379859,1.909086984,2.345580803
3643860,5.985596405,5.058083673,0.626002974,5.538424483,19.73353788
3645740,1.270286919,2.540573837,0.047243564,1.521490928,1.489955073
3645750,137.608193,3.836609182,116.4818731,75.54873778,3668.414838
3645760,0.732063485,1.46412697,0.01885129,0.961099994,0.594625313
3644510,44.88948979,4.480183098,17.99962572,29.69817605,567.0606616
3644890,9.532525625,3.81301025,1.359809328,8.162760383,42.85938576
3642380,129.3030616,10.63536309,105.0002164,71.72872928,3306.879733
3644920,116.5082512,3.487570408,88.25816672,65.76207242,2779.692046
3645800,16.81170366,0.430626044,3.50133011,13.09828902,110.338497
3645570,16.32144511,0.549891064,3.332782037,12.77913611,105.0279221
3645810,5180.605371,5.10766692,49318.5868,1554.545192,1551522.216
3644060,12.751103,8.500735331,2.208444129,10.4025844,69.60115417
3645840,3.057620191,6.115240382,0.204302024,3.163984695,6.441525674
3645400,25103.91378,2.257479966,684710.9648,5792.308458,21530248.83
3645780,55.93472544,0.765291028,25.97307618,35.67465112,818.2024466
3645900,0.968450553,0.645633702,0.030055878,1.213564186,0.947971517
3643630,14.15248076,5.660992302,2.627702596,11.347133,82.81188105
3643100,421.7841075,8.437104107,753.6395717,192.1674765,23726.72824
3645930,4.56047477,9.120949539,0.397839661,4.415217255,12.54215209
3644680,15.64598605,6.258394421,3.106046906,12.33678639,97.88392552
3645950,3.867999819,0.879229112,0.302327891,3.848904607,9.531552801
3645960,37.19231768,7.779479343,13.1547884,25.38867132,414.4521717
3645970,2.580173909,5.160347817,0.153942012,2.746481131,4.853950619
3644150,13.79675844,5.983796054,2.518527348,11.10890814,79.37183608
3645360,3.06917963,2.046119753,0.205591188,3.173951517,6.482164966
3646020,15.14138397,30.28276793,2.940859799,12.00425467,92.67913255
3641930,34597.59359,12.30430914,1168766.659,7567.665843,36747499.24
3646040,1.250261406,2.500522812,0.046008565,1.501472504,1.451012907
3645660,2.019722651,1.346481767,0.102343351,2.239380321,3.227228651
3646060,3.060674399,0.735421729,0.204642328,3.166618714,6.452253354
3646070,1.305303105,2.610606209,0.049434389,1.556369184,1.559035995
3646080,0.25285931,0.505718619,0.003204332,0.39624774,0.101106329
3646090,83.5626513,3.08824397,50.71456055,49.8499094,1597.414977
3646100,3.958983211,7.917966422,0.314275316,3.924218458,9.908152587
3646130,4.639735155,0.421876061,0.409432639,4.479084649,12.90756145
3646010,4.260518315,0.336557618,0.355183018,4.171806308,11.19760241
3645770,2.658837333,1.772558222,0.161845075,2.81609813,5.10309637
3645170,4.702148174,2.626708084,0.418654979,4.52924872,13.19824727
3645160,153.5477084,2.995681686,139.8318031,82.77534869,4403.639651
3643610,12.59361384,6.397453009,2.163161685,10.29538356,68.17429029
3646170,2.956736621,1.971157747,0.193189262,3.076731027,6.091207969
3646180,10.83302986,21.66605972,1.682931585,9.080949713,53.04173548
3646030,36339.01442,0.722184131,1268470.415,7883.847433,39881723.63
3642690,105999.8668,12.60286281,7556527.698,19242.39739,237506979.2
3646050,0.610546832,0.407031221,0.013929382,0.826159625,0.439397749
3646150,0.093253777,0.186507553,0.000607536,0.172537763,0.019175339
3646230,29.07768354,0.119042243,8.727553244,20.67970283,274.9888775
3646200,0.943669404,0.259213924,0.028784788,1.187625628,0.907888018
3645520,10.41802081,2.128931851,1.576835082,8.790046589,49.69842517
3646260,0.744975176,1.489950351,0.0194088,0.975208295,0.612207634
3645410,330.8508408,2.518836737,502.7652579,156.956993,15829.64075
3646220,29.52101721,0.29145614,8.950498376,20.94216848,282.0121812
3646280,0.65580091,1.311601819,0.015692685,0.876893134,0.495009937
3646290,1.592731514,3.185463028,0.068882671,1.837185589,2.172256106
3645850,3.500652378,1.400260951,0.25599688,3.541729394,8.071107205
3646155,173.2956709,0.552063022,171.0792863,91.55809647,5387.502473
3645710,166.88328,9.571981497,160.6573109,88.72546555,5059.358554
3646360,6.71084314,13.42168628,0.757487928,6.09236477,23.8775285
3644990,20.90762708,4.658711781,5.036006957,15.70873454,158.6908618
3646390,75.85380395,1.230592557,43.15792721,45.98628528,1359.434458
3646400,7.432205312,3.061214895,0.898031384,6.633516247,28.30687114
3646420,13.89758515,4.33778729,2.549283863,11.17653387,80.34095763
3646440,5.01232141,10.02464282,0.465696718,4.776938264,14.68097349
3646120,5.481894721,1.262443071,0.540674357,5.14713935,17.04416706
3646460,4.654098257,2.494999215,0.411547691,4.490638803,12.97422746
3646210,0.319189315,0.63837863,0.004724838,0.481162188,0.149072446
3646480,11.26190346,0.933576101,1.795457716,9.379628354,56.58761463
3646340,177.1749082,0.581655295,177.51081,93.26322797,5590.002139
3645920,532.5062565,1.901466623,1111.531079,233.3774258,34991.72899
3646140,10.07632766,1.031418002,1.491568538,8.549085235,47.01147877
3646540,4.473854989,1.978887911,0.385323098,4.345207914,12.14762923
3645910,27.54672015,3.268500629,7.97507598,19.76812391,251.2838037
3644840,138.1958306,5.225948306,117.3122534,75.81754688,3694.561645
3646410,9.660653189,1.395680858,1.390414001,8.254107223,43.82382891
3646560,10.57680451,0.436621788,1.617101295,8.901570843,50.96729767
3646570,29.74356118,0.696280315,9.063258853,21.07367276,285.5643934
3646590,3.78184866,7.563697319,0.291186423,3.777318457,9.180355503
3646600,27.49156098,0.543960011,7.948473137,19.73512563,250.4457348
3646610,0.510557,1.021114,0.010338274,0.711741133,0.326134938
3646620,3.092279373,2.061519582,0.208177095,3.193849971,6.563682248
3646300,2.8202757,1.8801838,0.17855596,2.957911769,5.629903517
3646640,1.849604284,3.699208567,0.088380959,2.081025463,2.787021209
3646700,13.18388635,0.48560102,2.334805692,10.69604969,73.58281853
3646310,8.353559569,1.83501051,1.091184591,7.312184693,34.39405269
3645880,60.50418118,5.312456328,29.60564673,38.08774986,932.6135176
3645690,8.247302945,4.484163211,1.068145285,7.234578008,33.66798485
3646730,1.923308548,3.846617095,0.094329586,2.149918541,2.974571446
3646710,4905.478439,3.786246328,45030.22913,1485.422912,1416637.198
3646160,23.44932013,2.519053539,6.09741068,17.28505491,192.1304045
3646650,2.613308275,1.742205517,0.157251615,2.775847461,4.958286822
3646760,5.540561425,11.08112285,0.550354412,5.193011282,17.34926478
3646780,10.74810982,21.49621964,1.660997251,9.021577762,52.3505445
3646800,0.601476464,1.202952928,0.01358613,0.815916903,0.428571911
3646820,19.75456841,7.901827364,4.581588815,14.98325238,144.3740364
3646830,26.95267644,2.539960629,7.690448611,19.41216067,242.317167
3646840,24.64241895,0.416110869,6.623300103,18.01504108,208.6981587
3646860,1.031956619,2.063913238,0.033412728,1.279540411,1.053827491
3646740,99.33235788,4.597821525,67.65323717,57.57611155,2130.841488
3646890,23.29679752,0.455026397,6.031441479,17.19129525,190.0520762
3646910,0.535136815,1.070273629,0.01118122,0.740189007,0.352721824
3646810,0.944402407,0.629601605,0.02882207,1.188394481,0.909063695
3646950,0.753096431,1.506192862,0.019762789,0.984061321,0.623371406
3646970,0.739068013,1.478136026,0.01915293,0.968758772,0.604138204
3646870,0.371044557,0.247363038,0.006072556,0.545486266,0.191585406
3646270,396.2816082,2.353627784,679.2205861,182.4330253,21384.20593
3645680,222.1538489,3.366129239,258.8274093,112.6167974,8150.194225
3647000,2.554948988,1.703299325,0.151441358,2.724082693,4.775116465
3646720,15.27317497,0.599254424,2.98365428,12.09128032,94.02752602
3645100,9.616680012,6.411120008,1.379879815,8.222780001,43.4918662
3647040,3.335369957,6.670739913,0.236167091,3.4017918,7.446018755
3647050,0.845898906,0.563932604,0.023987125,1.08414441,0.756591892
3645270,39567.28371,4.820166211,1461833.19,8463.440572,45960030.29
3645500,2026.762552,5.015880126,10317.60026,711.0291222,324674.6236
3647070,20.81807964,3.280033109,5.000102423,15.65263616,157.5596681
3646920,0.722512296,0.481674864,0.018443075,0.950636982,0.581751304
3645450,13.05977084,4.38836322,2.298279712,10.61205474,72.43188571
3647100,6.80054883,13.60109766,0.774442357,6.160168462,24.4118686
3644130,61908.16785,9.225406966,3083061.202,12291.05361,96918416.68
3647120,0.232422723,0.464845446,0.002784356,0.36936896,0.08785703
3647150,1.749563688,3.499127376,0.080556802,1.986777109,2.540335194
3646380,71.3566504,3.92597959,38.97746121,43.70235233,1227.776189
3647180,0.912755504,1.825511008,0.027230098,1.155108124,0.858860796
3647210,11.19913868,22.39827735,1.778808011,9.336037303,56.06295828
3646240,14.26785421,3.424182218,2.663509207,11.42418273,83.9401196
3647230,3.361443297,6.722886594,0.239252675,3.42394233,7.543285298
3647250,0.415140789,0.830281577,0.00732268,0.599008612,0.231018247
3647260,3.749470567,7.498941133,0.287042508,3.750344368,9.049731906
3647160,0.579931932,0.386621288,0.01278462,0.791483642,0.403292814
3646980,436.0333214,0.844257533,796.5583895,197.5635621,25077.68536
3646940,3.312913122,1.851689408,0.233522354,3.382690547,7.362648807
3647310,20.46905847,1.040090343,4.861143644,15.43360096,153.181675
3647320,11.92240236,1.79857943,1.974407186,9.835952018,62.22651842
3647170,101.3418796,1.080764523,69.95012562,58.54533419,2203.172242
3645590,21438.18488,5.200145212,526294.3732,5078.230429,16549735.58
3647350,16.20910864,8.676827185,3.29463104,12.70578297,103.8258624
3647360,3.56164059,1.172386112,0.263474758,3.593085464,8.306827816
3647080,1.53096962,1.135239783,0.064487804,1.777611429,2.033685475
3647190,1.364294786,0.909529857,0.05321454,1.614779384,1.678230189
3647010,16.81216074,1.280208253,3.501488799,13.09858584,110.343497
3647390,18.19297309,0.477299907,3.993905096,13.98932985,125.8581833
3647270,4.960474327,0.541760454,0.457694292,4.735717505,14.42874399
3647410,3.983744313,7.967488625,0.317558812,3.944664979,10.01165258
3646990,242.7506408,1.388720765,300.0548651,121.2546428,9448.150742
3645430,15.58380889,6.233523555,3.085497685,12.29590934,97.23645382
3647430,15.73867725,1.375754333,3.136782091,12.39767407,98.85233859
3647440,4.228070851,8.456141702,0.350685212,4.145307633,11.05582864
3647450,0.657459451,1.314918901,0.0157589,0.87874119,0.49709823
3646520,559.4331873,2.514262726,1206.798063,243.1729942,37990.23404
3647480,1.170913339,2.341826678,0.041244788,1.4216169,1.300799037
3646550,199.0359764,3.210813324,215.5049554,102.7606092,6786.240871
3647280,110.6568545,0.871996818,80.99350098,62.99747255,2550.930741
3647370,4.213215499,0.591132548,0.348633651,4.133164515,10.991162
3647520,2.336901082,1.277092904,0.130515395,2.528884009,4.115407431
3646450,8.029106963,3.831981413,1.021453512,7.074688834,32.19651718
3647540,0.783057652,1.566115304,0.021090772,1.016586355,0.665251746
3646350,215.1779641,3.480511613,245.4212897,109.6614937,7728.124029
3647560,13.47105214,0.631899179,2.420196564,10.88988667,76.27347067
3647580,6.980838495,6.426617153,0.808969717,6.295992068,25.50003527
3647590,5.77456389,11.54912778,0.589645247,5.375185308,18.5876307
3647620,66697.96216,0.49490922,3490872.258,13078.71326,109735819.7
3647220,20.00659168,1.204928276,4.679439998,15.14240932,147.456941
3645060,21.72996559,8.691986234,5.370512456,16.22205629,169.229589
3643570,198.6780941,15.84374739,214.859389,102.606579,6765.915668
3647650,11.92318577,0.834720013,1.974623461,9.836490714,62.23333345
3647570,10.84998642,1.31167869,1.687325144,9.092795612,53.18018437
3647510,8.590665541,1.825774804,1.14330211,7.484771432,36.0364902
3647290,451.431475,1.247293539,844.0008842,203.3618532,26571.01919
3647680,6.407262014,1.267251406,0.701231379,5.861769151,22.10451698
3646960,6.617355303,2.646942121,0.73997883,6.021541553,23.32570501
3645730,16.78967406,5.516690543,3.493685174,13.08398156,110.0976232
3647710,5.247564011,1.052144601,0.502698827,4.963088002,15.84723775
3647730,1.556980558,3.113961116,0.066324562,1.802748878,2.091598839
3647740,3.371055903,6.742111806,0.240394295,3.432101465,7.57927241
3646470,1.975333359,3.950666717,0.09862133,2.198282321,3.109881576
3647770,66571.8042,0.43794959,3479872.134,13058.09077,109390092.2
3647690,11.08755728,0.999577583,1.749362114,9.258441748,55.13507318
3647780,1.273765973,0.849177315,0.047459455,1.524963373,1.496762549
3647610,66841.17026,1.843405378,3503375.867,13102.115,110128800.7
3647760,12.79454991,0.415252515,2.221002294,10.43211927,69.9968649
3646510,183.0975332,4.283731155,187.512415,95.85462084,5904.904954
3647700,25.29790065,0.466381558,6.919586514,18.41357486,218.0323357
3647840,6.407459655,12.81491931,0.701267438,5.86191986,22.10565342
3647850,93.90168008,8.493583611,61.60058076,54.94022622,1940.236604
3647870,2.097148246,4.194296491,0.108966769,2.310708046,3.436048407
3647880,1.933397864,1.288931909,0.095155919,2.159314715,3.000624158
3647900,9.128539135,18.25707827,1.265106968,7.873388179,39.87501104
3642310,35.57672585,18.29937596,12.21608356,24.46606006,384.88265
3647930,1.6983044,3.396608799,0.076660952,1.938139995,2.417502277
3647950,10.2103999,20.4207998,1.52479893,8.64379243,48.05864864
3647960,8.725071002,2.097082696,1.173275991,7.58225056,36.98108441
3647970,5.816526491,0.151054338,0.596805362,5.407722508,18.81330109
3647640,336.8948549,0.928915565,518.169015,159.3432827,16314.54178
3646000,32.86740911,6.729971056,10.70499209,22.90293894,337.28188
3647110,64563.96387,6.983030784,3306678.341,12728.99205,103946684.8
3648000,3.541118783,2.360745855,0.260948927,3.575821226,8.227207728
3648010,1.80621821,3.612436419,0.084952128,2.040258382,2.678914912
3648030,64.00488755,4.493448047,32.5158876,39.91589273,1024.272325
3647530,23.28145566,1.991624442,6.024821706,17.18185856,189.8435232
3647830,26.22823356,0.461521138,7.348967123,18.97628491,231.5593719
3648060,3.411339948,0.855105604,0.245202157,3.466252398,7.730829542
3648070,19.59515323,7.838061292,4.520121761,14.88240459,142.4374461
3644810,249.3281347,8.759662574,313.729999,123.9869749,9878.675179
3648100,0.231462759,0.462925517,0.002765211,0.368096945,0.087253065
3648110,2.690460919,5.380921837,0.165066674,2.843987871,5.204657325
3648130,4159.444983,11.91620478,34203.48011,1294.592803,1076084.25
3644020,3609.649392,11.69057767,27004.27365,1150.308397,849624.3484
3647990,49.88617635,0.387679207,21.4620565,32.42901122,676.1197602
3647790,67372.15584,2.01306075,3549892.585,13188.81104,111590791.2
3648160,4.717819575,9.43563915,0.420983529,4.541827049,13.2716424
3648180,0.955293853,1.910587705,0.0293783,1.199806943,0.926604297
3648020,1.338356995,0.892237997,0.051538739,1.589150157,1.625389716
3647820,224.7198945,0.721360214,263.8303348,113.6999842,8307.702294
3647660,474.556792,2.595360021,917.2985977,212.0085642,28878.16092
3648220,520.0301098,0.109034918,1068.458858,228.8110226,33636.02638
3648240,2.825647439,1.883764959,0.179123255,2.962606874,5.647787215
3648250,3.880143396,7.760286791,0.303911793,3.858973681,9.581479792
3647020,14.62268135,3.600882671,2.77484256,11.66050108,87.44813019
3647330,22594.05579,11.77937709,574442.5972,5305.439403,18063509.33
3648270,1.32866605,2.6573321,0.050918138,1.579553341,1.605821164
3646630,10.25364061,4.740467695,1.535578735,8.674292941,48.39834543
3643050,613.8578306,14.10301172,1408.793483,262.7372845,44347.85334
3648340,8.6101228,17.2202456,1.147622066,7.498898667,36.17262917
3648350,0.210709938,0.421419876,0.002364402,0.340375787,0.074608073
3648380,1.088330783,2.176661566,0.036510582,1.337541965,1.151514508
3647470,7.633566618,5.089044412,0.938955594,6.782980473,29.5966069
3647490,227.0230801,2.604002513,268.3533494,114.6704588,8450.100775
3648120,4717.460677,2.608114945,42190.04887,1437.815146,1327301.56
3648420,4.995807155,1.490384334,0.463141775,4.763816429,14.600444
3648440,57.43936214,4.946473816,27.14818052,36.47274113,855.2137099
3648280,0.847746098,0.565164065,0.024074507,1.08611732,0.759347571
3647750,3.59619774,2.39746516,0.267750032,3.622119763,8.441594134
3648490,11.59117898,23.18235795,1.883818422,9.607658544,59.37197428
3648500,0.767597597,1.535195194,0.020401215,0.999829753,0.64350538
3648520,2.23784036,1.491893573,0.121423689,2.439213147,3.828777813
3648530,12.72453948,3.486522436,2.200780087,10.38451849,69.35965814
3648540,155.9982426,5.316336581,143.571706,83.87498788,4521.396707
3648090,6.379256816,4.252837877,0.69612951,5.840406323,21.94372252
3647920,65.62163836,1.730565716,33.89657165,40.75453362,1067.75681
3648570,1.333350783,2.666701565,0.051217769,1.58419402,1.615269026
3648390,3.294063838,2.196042559,0.231311686,3.366641147,7.292961878
3648580,1.974538845,3.94907769,0.098555213,2.197545326,3.107797065
3648590,0.508602404,1.017204807,0.010272381,0.709469286,0.324056617
3648080,324.8382335,2.105933774,487.6266507,154.5758904,15353.08387
3648560,70.2037793,0.511453293,37.93335466,43.11304186,1194.893043
3647980,345.6886997,1.796125071,540.9118691,162.8025847,17030.46847
3648640,2.035576589,1.147068737,0.103686039,2.254022168,3.26956043
3648690,0.488763947,0.977527893,0.00961317,0.686327416,0.3032645
3648710,1.175896647,2.351793294,0.041537819,1.426658025,1.310039123
3648720,10.25816964,0.482072416,1.536709569,8.677486323,48.43398061
3648750,0.264866009,0.529732017,0.003461968,0.411869427,0.109233994
3648760,0.689113266,1.378226531,0.017043891,0.913865788,0.537624387
3648610,71.64172741,0.318629759,39.2373903,43.84782919,1235.962385
3648790,24.6181489,0.188207208,6.612429476,18.00025123,208.3556901
3648050,31.63920529,1.759594561,10.0464894,22.18733829,316.5380711
3647670,10.94034389,7.798912353,1.710814585,9.155867772,53.92037743
3645610,273.2425072,9.32530124,365.4805444,133.8228182,11507.87107
3648360,1.414012128,0.942674752,0.056486373,1.663680334,1.781395042
3648700,0.416592037,0.277728025,0.007365403,0.600753465,0.23236583
3648470,6.685219847,1.519922794,0.752672715,6.072969868,23.7257706
3648870,1.096531665,0.73102111,0.036970354,1.345937356,1.166012742
3648880,5.085716485,2.034286594,0.477119688,4.835169565,15.0410142
3648890,1.320056449,2.640112898,0.050369311,1.571017587,1.588515749
3648900,2.919138705,5.83827741,0.189111504,3.044086675,5.962660202
3647240,10.7729758,4.309190321,1.667408061,9.038970904,52.552561
3648930,13.41288224,26.82576448,2.402800265,10.850678,75.7253176
3648910,0.220991202,0.147327468,0.002559832,0.354163454,0.080773664
3648770,0.700906505,0.467271003,0.017532897,0.926882923,0.553046532
3648800,61.07388527,0.270467727,30.07180601,38.38643633,947.2954326
3648830,0.685836364,0.260760628,0.016908999,0.910242248,0.533370168
3648260,19.28207592,1.905968824,4.400374877,14.68394937,138.664669
3648040,28.25574003,3.973695415,8.320188333,20.19131567,262.1558261
3647300,8.426981272,4.673068076,1.107219136,7.365713655,34.89936864
3648820,2.725810236,1.680921464,0.168697834,2.875098931,5.31912929
3647460,600.2393986,4.575776358,1357.079374,257.8699077,42720.21614
3647500,120.5909528,5.044250675,93.47381326,67.67729937,2943.928478
3643070,3798.815053,16.27318327,29404.36314,1200.339033,925123.1996
3649060,0.180863447,0.361726893,0.001832914,0.299687818,0.057839774
3649080,107.2096432,0.256068985,76.83129265,61.35742286,2419.862887
3649130,33.60646576,3.465715547,11.10926148,23.33139114,350.0168491
3649140,2.055823956,4.111647912,0.105410978,2.272693982,3.32394353
3649150,55.89176404,2.346559795,25.93982978,35.65181144,817.1553087
3649160,12.61601774,25.23203547,2.169580505,10.31064715,68.3765497
3648630,362.5612048,1.070294653,585.6349546,169.3992703,18438.29949
3648840,9.51091212,1.091616164,1.354673597,8.147331236,42.69754342
3649020,4344.182323,0.431260398,36773.16585,1342.343148,1156914.694
3649220,3.187961241,2.125307494,0.219025427,3.276010675,6.905659673
3649230,4373.564115,7.073424491,37188.70756,1349.906171,1169985.619
3649070,0.220726012,0.441452024,0.002554713,0.353809184,0.080612178
3649270,5746.316143,0.635294346,58619.30078,1694.799616,1844057.7
3644380,5165.505955,14.33314916,49079.19826,1550.767782,1543992.601
