23096.25,Total functional habitat
56111.64,Maximum habitat
0.00,Channel width threshold
0.0,Slope threshold
0,Omit tidal reaches
UNIQUE_ID,type,catchmentID,habitat_sqkm,habitatSegment_sqkm,functional_habitatSegment_sqkm,PassageToHabitat,Decision,HUC6_location,HUC10_location
3669110,outlet,3669110.0,2059.9987796997957,15.631369427003253,15.631369427003253,1.0,outlet,Manicouagan and aux Outardes,Lower aux Outardes
2022210,outlet,2022210.0,15.579609507922951,15.579609507922951,15.579609507922951,1.0,outlet,Bay of Fundy and Gulf of St. Lawrence (N.S.),Shubenacadie
2042560,outlet,2042560.0,14.877688843862627,14.877688843862627,14.877688843862627,1.0,outlet,Southeastern Atlantic Ocean (N.S.),Tusket
1995900,outlet,1995900.0,14.216258791829329,14.071859010648387,14.071859010648387,1.0,outlet,Gulf of St. Lawrence and Northern Bay of Fundy (N.B.),Chaleur Bay - Northwestern
3619530,outlet,3619530.0,13.426356842655592,13.426356842655592,13.426356842655592,1.0,outlet,Gulf of St. Lawrence - Romaine,Magpie
3639130,outlet,3639130.0,12.877260308419897,12.877260308419897,12.877260308419897,1.0,outlet, , 
3693790,outlet,3693790.0,12.799213527605081,12.799213527605081,12.799213527605081,1.0,outlet,Northern Newfoundland,Southern and Eastern Bonavista Bay
2026310,outlet,2026310.0,11.999226894600808,11.999226894600808,11.999226894600808,1.0,outlet,Southeastern Atlantic Ocean (N.S.),St. Marys
2037770,outlet,2037770.0,11.199487521440663,11.199487521440663,11.199487521440663,1.0,outlet,Southeastern Atlantic Ocean (N.S.),LaHave
1998190,outlet,1998190.0,10.578326892681599,10.578326892681599,10.578326892681599,1.0,outlet,Gulf of St. Lawrence and Northern Bay of Fundy (N.B.),Nepisiguit
3618930,outlet,3618930.0,10.461532259664217,10.461532259664217,10.461532259664217,1.0,outlet,Gulf of St. Lawrence - Natashquan,Aguanus
3623750,outlet,3623750.0,173.6434424106017,9.991664583856583,9.991664583856583,1.0,outlet,Moisie and St. Lawrence Estuary,Sainte-Marguerite
3619970,outlet,3619970.0,9.266334731186298,9.266334731186298,9.266334731186298,1.0,outlet,Gulf of St. Lawrence - Natashquan,Olomane
3684160,outlet,3684160.0,9.712373572642838,9.248189450506992,9.248189450506992,1.0,outlet,???,Matane
3704480,outlet,3704480.0,9.107004960266819,9.107004960266819,9.107004960266819,1.0,outlet, , 
3737580,outlet,3737580.0,8.792970004251064,8.792970004251064,8.792970004251064,1.0,outlet,Southern Newfoundland,Fortune Bay
2031950,outlet,2031950.0,19.033140659384763,8.473993069579583,8.473993069579583,1.0,outlet,Bay of Fundy and Gulf of St. Lawrence (N.S.),Sissiboo
3733810,outlet,3733810.0,71.54555195138126,8.405658155837484,8.405658155837484,1.0,outlet,Southern Newfoundland,Hermitage Bay
3616400,outlet,3616400.0,8.270751949724751,8.270751949724751,8.270751949724751,1.0,outlet,Gulf of St. Lawrence - Natashquan,Aguanus
2039250,outlet,2039250.0,8.004313220197396,8.004313220197396,8.004313220197396,1.0,outlet,Southeastern Atlantic Ocean (N.S.),Medway
2025220,outlet,2025220.0,7.876721314946895,7.876721314946895,7.876721314946895,1.0,outlet,Saint John and Southern Bay of Fundy (N.B.),Magaguadavic
3658570,outlet,3658570.0,7.544926550251483,7.544926550251483,7.544926550251483,1.0,outlet, , 
3763720,outlet,3763720.0,7.695086504655896,7.519245547275499,7.519245547275499,1.0,outlet, , 
2025290,outlet,2025290.0,8.792630393199111,7.4097323582346,7.4097323582346,1.0,outlet,Bay of Fundy and Gulf of St. Lawrence (N.S.),Avon
3708070,outlet,3708070.0,7.340732121649457,7.340732121649457,7.340732121649457,1.0,outlet,Betsiamites - Coast,Portneuf
3566330,outlet,3566330.0,7.300096942076795,7.300096942076795,7.300096942076795,1.0,outlet,???,St-Augustin - Coast
1995540,outlet,1995540.0,7.236923854144099,7.236923854144099,7.236923854144099,1.0,outlet,Gulf of St. Lawrence and Northern Bay of Fundy (N.B.),Chaleur Bay - Northwestern
3620540,outlet,3620540.0,7.027742316421818,7.027742316421818,7.027742316421818,1.0,outlet, , 
2043960,outlet,2043960.0,6.557463019119093,6.557463019119093,6.557463019119093,1.0,outlet,Southeastern Atlantic Ocean (N.S.),Clyde
3665460,outlet,3665460.0,6.172988331564449,6.172988331564449,6.172988331564449,1.0,outlet,???,Madeleine
3629720,outlet,3629720.0,5.930763733952512,5.930763733952512,5.930763733952512,1.0,outlet, , 
1993180,outlet,1993180.0,5.769484194196782,5.769484194196782,5.769484194196782,1.0,outlet,Gulf of St. Lawrence and Northern Bay of Fundy (N.B.),Chaleur Bay - Gulf of St. Lawrence
2043020,outlet,2043020.0,5.15590383213743,5.15590383213743,5.15590383213743,1.0,outlet,Southeastern Atlantic Ocean (N.S.),Roseway
3564980,outlet,3564980.0,5.152902499758488,5.152902499758488,5.152902499758488,1.0,outlet,???,Saint-Paul - Coast
3638910,outlet,3638910.0,4.850333888026889,4.850333888026889,4.850333888026889,1.0,outlet,Northern Newfoundland,Southern and Eastern White Bay
1993040,outlet,1993040.0,4.730062293921818,4.695654397105433,4.695654397105433,1.0,outlet,Gulf of St. Lawrence and Northern Bay of Fundy (N.B.),Chaleur Bay - Gulf of St. Lawrence
1995770,outlet,1995770.0,4.496133653605636,4.496133653605636,4.496133653605636,1.0,outlet,Gulf of St. Lawrence and Northern Bay of Fundy (N.B.),Lower Restigouche - Nouvelle
3591320,outlet,3591320.0,4.358129019025938,4.358129019025938,4.358129019025938,1.0,outlet,???,???
3618680,outlet,3618680.0,4.2378360448629,4.2378360448629,4.2378360448629,1.0,outlet,Gulf of St. Lawrence - Romaine,Romaine
3613080,outlet,3613080.0,3.9917610261283323,3.9917610261283323,3.9917610261283323,1.0,outlet, , 
3689990,outlet,3689990.0,3.6973109025792517,3.6973109025792517,3.6973109025792517,1.0,outlet,Northern Newfoundland,Northwestern Bonavista Bay
3650740,outlet,3650740.0,3.5425410038343843,3.5425410038343843,3.5425410038343843,1.0,outlet,Gulf of St. Lawrence - Natashquan,Anticosti Island
3698170,outlet,3698170.0,3.513672254979425,3.513672254979425,3.513672254979425,1.0,outlet,Northern Newfoundland,Port au Port Bay
3705730,outlet,3705730.0,3.432621146125508,3.432621146125508,3.432621146125508,1.0,outlet,Northern Newfoundland,Southern and Eastern Bonavista Bay
3732260,outlet,3732260.0,3.3271113820390608,3.3271113820390608,3.3271113820390608,1.0,outlet,Southern Newfoundland,Fortune Bay
3619000,outlet,3619000.0,3.11668456690469,3.11668456690469,3.11668456690469,1.0,outlet,Gulf of St. Lawrence - Natashquan,Aguanus
3694470,outlet,3694470.0,58.27303167694538,3.104864871236419,3.104864871236419,1.0,outlet,Betsiamites - Coast,Portneuf
3650070,outlet,3650070.0,3.0736843906187987,3.0736843906187987,3.0736843906187987,1.0,outlet,Northern Newfoundland,Southwestern Notre Dame Bay
3624020,outlet,3624020.0,3.0724627482414752,3.0724627482414752,3.0724627482414752,1.0,outlet,Northern Newfoundland,Portland Creek Pond
3608420,outlet,3608420.0,3.0606175294539506,3.0606175294539506,3.0606175294539506,1.0,outlet,Northern Newfoundland,Portland Creek Pond
2029070,outlet,2029070.0,2.989608056020038,2.989608056020038,2.989608056020038,1.0,outlet,Southeastern Atlantic Ocean (N.S.),Musquodoboit
3620590,outlet,3620590.0,2.9748591265202515,2.9748591265202515,2.9748591265202515,1.0,outlet,Gulf of St. Lawrence - Natashquan,Olomane
2007830,outlet,2007830.0,2.9508762019592734,2.9508762019592734,2.9508762019592734,1.0,outlet,Cape Breton Island,Margaree
3698300,outlet,3698300.0,2.8298461327181137,2.8298461327181137,2.8298461327181137,1.0,outlet,Betsiamites - Coast,Portneuf
3674570,outlet,3674570.0,2.812026322992832,2.812026322992832,2.812026322992832,1.0,outlet,Northern Newfoundland,Northwestern Bonavista Bay
3749160,outlet,3749160.0,2.744668035583118,2.744668035583118,2.744668035583118,1.0,outlet, , 
3700930,outlet,3700930.0,2.678218484739455,2.678218484739455,2.678218484739455,1.0,outlet,Northern Newfoundland,Port au Port Bay
3675620,outlet,3675620.0,2.6270348147955125,2.6270348147955125,2.6270348147955125,1.0,outlet, , 
3610310,outlet,3610310.0,2.6002409389840415,2.6002409389840415,2.6002409389840415,1.0,outlet, , 
3720800,outlet,3720800.0,2.5768232615640527,2.5768232615640527,2.5768232615640527,1.0,outlet, , 
1992900,outlet,1992900.0,2.5029005790785464,2.5029005790785464,2.5029005790785464,1.0,outlet,Gulf of St. Lawrence and Northern Bay of Fundy (N.B.),Chaleur Bay - Gulf of St. Lawrence
3736490,outlet,3736490.0,2.469434877913734,2.469434877913734,2.469434877913734,1.0,outlet,Southern Newfoundland,Grey
3654800,outlet,3654800.0,2.4072421308612353,2.4072421308612353,2.4072421308612353,1.0,outlet,Northern Newfoundland,Southwestern Notre Dame Bay
3705760,outlet,3705760.0,2.3599144142616573,2.3599144142616573,2.3599144142616573,1.0,outlet,Southern Newfoundland,St. George's Bay
2040670,outlet,2040670.0,18.917872929087515,2.357343934265561,2.357343934265561,1.0,outlet,Southeastern Atlantic Ocean (N.S.),Mersey
3749860,outlet,3749860.0,2.357338842413166,2.357338842413166,2.357338842413166,1.0,outlet,Lower St. Lawrence,Lower St. Lawrence - Loup
2016450,outlet,2016450.0,2.5386644036515698,2.3551715079475293,2.3551715079475293,1.0,outlet,Bay of Fundy and Gulf of St. Lawrence (N.S.),East and West River of Pictou
3686680,outlet,3686680.0,2.3475103150607093,2.3475103150607093,2.3475103150607093,1.0,outlet, , 
3731680,outlet,3731680.0,2.3384065665557445,2.3384065665557445,2.3384065665557445,1.0,outlet,Southern Newfoundland,St. George's Bay
3728920,outlet,3728920.0,2.2798802786966825,2.2798802786966825,2.2798802786966825,1.0,outlet,Southern Newfoundland,Northwestern Placentia Bay
3671140,outlet,3671140.0,2.1777881966740527,2.1777881966740527,2.1777881966740527,1.0,outlet,???,Madeleine
3602860,outlet,3602860.0,2.0996257889499783,2.0996257889499783,2.0996257889499783,1.0,outlet,Northern Newfoundland,St. John Bay
3702690,outlet,3702690.0,2.094245587383096,2.094245587383096,2.094245587383096,1.0,outlet,Southern Newfoundland,St. George's Bay
2003020,outlet,2003020.0,2.016513063283234,2.016513063283234,2.016513063283234,1.0,outlet,Gulf of St. Lawrence and Northern Bay of Fundy (N.B.),Kouchibouguac
3566560,outlet,3566560.0,1.9030290955038645,1.9030290955038645,1.9030290955038645,1.0,outlet,???,Saint-Paul - Coast
2015150,outlet,2015150.0,1.8708138199715791,1.8708138199715791,1.8708138199715791,1.0,outlet,Bay of Fundy and Gulf of St. Lawrence (N.S.),Maccan
3725840,outlet,3725840.0,1.809717248938307,1.809717248938307,1.809717248938307,1.0,outlet,Southern Newfoundland,Hermitage Bay
3733570,outlet,3733570.0,11.53393788929595,1.7880134828749703,1.7880134828749703,1.0,outlet,Southern Newfoundland,White Bear Bay
2012040,outlet,2012040.0,1.7692740216871603,1.7692740216871603,1.7692740216871603,1.0,outlet,Cape Breton Island,Mira
2025130,outlet,2025130.0,1.8191678098885482,1.7590130209194994,1.7590130209194994,1.0,outlet,Bay of Fundy and Gulf of St. Lawrence (N.S.),Gaspereau
3620070,outlet,3620070.0,1.6991425216304825,1.6991425216304825,1.6991425216304825,1.0,outlet, , 
3713490,outlet,3713490.0,1.6719170926825178,1.6719170926825178,1.6719170926825178,1.0,outlet,Southern Newfoundland,St. George's Bay
2014170,outlet,2014170.0,1.6674337212353019,1.6674337212353019,1.6674337212353019,1.0,outlet,Bay of Fundy and Gulf of St. Lawrence (N.S.),Philip
2027670,outlet,2027670.0,1.7185776587475843,1.640958576273246,1.640958576273246,1.0,outlet,Southeastern Atlantic Ocean (N.S.),East and West River Sheet Harbour
3575390,outlet,3575390.0,1.6314261401784842,1.6314261401784842,1.6314261401784842,1.0,outlet,Northern Newfoundland,Hare Bay
2042550,outlet,2042550.0,1.62434472020683,1.62434472020683,1.62434472020683,1.0,outlet,Southeastern Atlantic Ocean (N.S.),Roseway
2026540,outlet,2026540.0,1.5843920310331072,1.5843920310331072,1.5843920310331072,1.0,outlet,Southeastern Atlantic Ocean (N.S.),Liscomb
3740760,outlet,3740760.0,9.661970570888796,1.57436416515328,1.57436416515328,1.0,outlet,Lower St. Lawrence,Malbaie
3672620,outlet,3672620.0,1.5692237194000072,1.5692237194000072,1.5692237194000072,1.0,outlet,???,Matane
1994870,outlet,1994870.0,1.5612634370365728,1.5612634370365728,1.5612634370365728,1.0,outlet,Gulf of St. Lawrence and Northern Bay of Fundy (N.B.),Chaleur Bay - Gulf of St. Lawrence
3620860,outlet,3620860.0,1.5594458170401166,1.5594458170401166,1.5594458170401166,1.0,outlet, , 
2006380,outlet,2006380.0,1.6442899041811037,1.534977657314891,1.534977657314891,1.0,outlet,Cape Breton Island,Indian
3654400,outlet,3654400.0,1.5218375523046355,1.5218375523046355,1.5218375523046355,1.0,outlet,Northern Newfoundland,Southwestern Notre Dame Bay
3714410,outlet,3714410.0,1.5184713462815334,1.5184713462815334,1.5184713462815334,1.0,outlet,Southern Newfoundland,St. George's Bay
2024880,outlet,2024880.0,2.3933768321288187,1.4755372118916426,1.4755372118916426,1.0,outlet,Saint John and Southern Bay of Fundy (N.B.),Magaguadavic
2020670,outlet,2020670.0,1.4412515083792106,1.4412515083792106,1.4412515083792106,1.0,outlet,Bay of Fundy and Gulf of St. Lawrence (N.S.),Salmon (N.S.)
1994320,outlet,1994320.0,1.4072825962244435,1.4072825962244435,1.4072825962244435,1.0,outlet,Gulf of St. Lawrence and Northern Bay of Fundy (N.B.),Chaleur Bay - Gulf of St. Lawrence
2015440,outlet,2015440.0,1.3690632030573753,1.3690632030573753,1.3690632030573753,1.0,outlet,Bay of Fundy and Gulf of St. Lawrence (N.S.),Maccan
2014080,outlet,2014080.0,2.659125341432132,1.3666660736139764,1.3666660736139764,1.0,outlet,Gulf of St. Lawrence and Northern Bay of Fundy (N.B.),Petitcodiac
3653460,outlet,3653460.0,1.3612427736180868,1.3612427736180868,1.3612427736180868,1.0,outlet, , 
3592710,outlet,3592710.0,1.339292904555229,1.339292904555229,1.339292904555229,1.0,outlet,Northern Newfoundland,Canada Bay
3621400,outlet,3621400.0,1.3386427244723413,1.3386427244723413,1.3386427244723413,1.0,outlet, , 
3662140,outlet,3662140.0,1.3020797336240413,1.3020797336240413,1.3020797336240413,1.0,outlet,Northern Newfoundland,Exploits
3658150,outlet,3658150.0,1.2674664803567637,1.2674664803567637,1.2674664803567637,1.0,outlet,Northern Newfoundland,Northwestern Bonavista Bay
3657110,outlet,3657110.0,1.2562202335439696,1.2562202335439696,1.2562202335439696,1.0,outlet, , 
3714270,outlet,3714270.0,1.2404971143318615,1.2404971143318615,1.2404971143318615,1.0,outlet,Southern Newfoundland,St. George's Bay
3657990,outlet,3657990.0,1.2022510939854474,1.2022510939854474,1.2022510939854474,1.0,outlet,Gulf of St. Lawrence - Natashquan,Anticosti Island
2014740,outlet,2014740.0,1.1781656232677864,1.1781656232677864,1.1781656232677864,1.0,outlet,Bay of Fundy and Gulf of St. Lawrence (N.S.),Philip
3653560,outlet,3653560.0,1.1426325635826018,1.1426325635826018,1.1426325635826018,1.0,outlet,Northern Newfoundland,Gander
2002740,outlet,2002740.0,1.1372758041190545,1.1372758041190545,1.1372758041190545,1.0,outlet,Gulf of St. Lawrence and Northern Bay of Fundy (N.B.),Kouchibouguac
1998430,outlet,1998430.0,1.1156642205852656,1.1156642205852656,1.1156642205852656,1.0,outlet,Gulf of St. Lawrence and Northern Bay of Fundy (N.B.),Acadian Peninsula
3711410,outlet,3711410.0,1.0942171623455703,1.0942171623455703,1.0942171623455703,1.0,outlet,Northern Newfoundland,Southern and Eastern Bonavista Bay
3655280,outlet,3655280.0,1.086598652765396,1.086598652765396,1.086598652765396,1.0,outlet,Northern Newfoundland,Northwestern Bonavista Bay
3615390,outlet,3615390.0,1.0746527099551588,1.0746527099551588,1.0746527099551588,1.0,outlet,Gulf of St. Lawrence - Natashquan,Aguanus
3656760,outlet,3656760.0,1.0742544855266047,1.0742544855266047,1.0742544855266047,1.0,outlet,Northern Newfoundland,Northwestern Bonavista Bay
1998290,outlet,1998290.0,1.0685007490650995,1.0685007490650995,1.0685007490650995,1.0,outlet,Gulf of St. Lawrence and Northern Bay of Fundy (N.B.),Acadian Peninsula
1998370,outlet,1998370.0,1.0658404597139157,1.0658404597139157,1.0658404597139157,1.0,outlet,Gulf of St. Lawrence and Northern Bay of Fundy (N.B.),Acadian Peninsula
3621580,outlet,3621580.0,1.0562645816493303,1.0562645816493303,1.0562645816493303,1.0,outlet,Northern Newfoundland,Western White Bay
3612560,outlet,3612560.0,1.0020854075108498,1.0020854075108498,1.0020854075108498,1.0,outlet,Northern Newfoundland,Western White Bay
2003770,outlet,2003770.0,0.9910447366483068,0.9910447366483068,0.9910447366483068,1.0,outlet,Gulf of St. Lawrence and Northern Bay of Fundy (N.B.),Richibucto
3616910,outlet,3616910.0,0.9815660283461927,0.9815660283461927,0.9815660283461927,1.0,outlet,Gulf of St. Lawrence - Natashquan,Aguanus
3594450,outlet,3594450.0,0.9709113321949829,0.9709113321949829,0.9709113321949829,1.0,outlet,???,???
2034050,outlet,2034050.0,0.9636118468983428,0.9636118468983428,0.9636118468983428,1.0,outlet,Southeastern Atlantic Ocean (N.S.),Gold
1998040,outlet,1998040.0,0.9554813281181341,0.9554813281181341,0.9554813281181341,1.0,outlet,Gulf of St. Lawrence and Northern Bay of Fundy (N.B.),Chaleur Bay - Southwestern
2030070,outlet,2030070.0,0.925415908002069,0.925415908002069,0.925415908002069,1.0,outlet,Southeastern Atlantic Ocean (N.S.),Tangier
3654830,outlet,3654830.0,0.9166141003491654,0.9166141003491654,0.9166141003491654,1.0,outlet,Northern Newfoundland,Bonne Bay
3655580,outlet,3655580.0,0.9139026576314816,0.9139026576314816,0.9139026576314816,1.0,outlet,Gulf of St. Lawrence - Natashquan,Anticosti Island
3738640,outlet,3738640.0,0.9045894676406581,0.9045894676406581,0.9045894676406581,1.0,outlet,Southern Newfoundland,White Bear Bay
3684790,outlet,3684790.0,0.8750732944486007,0.8750732944486007,0.8750732944486007,1.0,outlet,Northern Newfoundland,Northwestern Bonavista Bay
2010950,outlet,2010950.0,0.869495675612818,0.869495675612818,0.869495675612818,1.0,outlet,Cape Breton Island,Baddeck
3680690,outlet,3680690.0,0.8671860076648801,0.8671860076648801,0.8671860076648801,1.0,outlet,Northern Newfoundland,Port au Port Bay
3737730,outlet,3737730.0,0.865846622939341,0.865846622939341,0.865846622939341,1.0,outlet,Southern Newfoundland,Northwestern Placentia Bay
3726700,outlet,3726700.0,0.8598282206679005,0.8598282206679005,0.8598282206679005,1.0,outlet,???,Rimouski
3586860,outlet,3586860.0,0.8436155208551175,0.8436155208551175,0.8436155208551175,1.0,outlet,Northern Newfoundland,Canada Bay
2042730,outlet,2042730.0,0.8155728853523705,0.8155728853523705,0.8155728853523705,1.0,outlet,Southeastern Atlantic Ocean (N.S.),Tusket
3732660,outlet,3732660.0,0.8056689471848395,0.8056689471848395,0.8056689471848395,1.0,outlet,Southern Newfoundland,La Poile Bay
3736340,outlet,3736340.0,0.785935824329897,0.785935824329897,0.785935824329897,1.0,outlet,Southern Newfoundland,La Poile Bay
2021230,outlet,2021230.0,0.794054897914902,0.7840767040352044,0.7840767040352044,1.0,outlet,Southeastern Atlantic Ocean (N.S.),New Harbour
2017450,outlet,2017450.0,0.8594231781888035,0.784071060807743,0.784071060807743,1.0,outlet,Bay of Fundy and Gulf of St. Lawrence (N.S.),South and West Antigonish
3755490,outlet,3755490.0,0.7532402534002165,0.7532402534002165,0.7532402534002165,1.0,outlet,Southern Newfoundland,Eastern Placentia and Western St. Mary's Bays
3650790,outlet,3650790.0,0.746240857340248,0.746240857340248,0.746240857340248,1.0,outlet,Gulf of St. Lawrence - Natashquan,Anticosti Island
3586200,outlet,3586200.0,0.7450882197427946,0.7450882197427946,0.7450882197427946,1.0,outlet,Northern Newfoundland,St. John Bay
2029920,outlet,2029920.0,0.7423570547634094,0.7423570547634094,0.7423570547634094,1.0,outlet,Southeastern Atlantic Ocean (N.S.),Tangier
3668230,outlet,3668230.0,0.7384810569669755,0.7384810569669755,0.7384810569669755,1.0,outlet, , 
3770330,outlet,3770330.0,0.7193924416129801,0.7193924416129801,0.7193924416129801,1.0,outlet,Southern Newfoundland,Eastern Coast Newfoundland
3710490,outlet,3710490.0,0.6815850288071765,0.6815850288071765,0.6815850288071765,1.0,outlet,Southern Newfoundland,St. George's Bay
2017910,outlet,2017910.0,0.6792304483734357,0.6792304483734357,0.6792304483734357,1.0,outlet,Cape Breton Island,Inhabitants
3651330,outlet,3651330.0,0.6658549423273186,0.6658549423273186,0.6658549423273186,1.0,outlet,Northern Newfoundland,Southwestern Notre Dame Bay
3578650,outlet,3578650.0,0.636189467492225,0.636189467492225,0.636189467492225,1.0,outlet,???,???
1994790,outlet,1994790.0,0.627965110048834,0.627965110048834,0.627965110048834,1.0,outlet,Gulf of St. Lawrence and Northern Bay of Fundy (N.B.),Chaleur Bay - Gulf of St. Lawrence
2011000,outlet,2011000.0,0.6190080331201331,0.6190080331201331,0.6190080331201331,1.0,outlet,Cape Breton Island,Baddeck
2028200,outlet,2028200.0,0.608153201149713,0.608153201149713,0.608153201149713,1.0,outlet,Southeastern Atlantic Ocean (N.S.),East and West River Sheet Harbour
1997030,outlet,1997030.0,0.5997117132262875,0.5997117132262875,0.5997117132262875,1.0,outlet,Gulf of St. Lawrence and Northern Bay of Fundy (N.B.),Chaleur Bay - Southwestern
3737750,outlet,3737750.0,0.5992040367360412,0.5992040367360412,0.5992040367360412,1.0,outlet,Southern Newfoundland,La Poile Bay
1994810,outlet,1994810.0,0.5972528028363093,0.5972528028363093,0.5972528028363093,1.0,outlet,Gulf of St. Lawrence and Northern Bay of Fundy (N.B.),Chaleur Bay - Gulf of St. Lawrence
3618430,outlet,3618430.0,0.580229109214118,0.580229109214118,0.580229109214118,1.0,outlet,Gulf of St. Lawrence - Natashquan,Aguanus
3755760,outlet,3755760.0,0.5610445308782399,0.5610445308782399,0.5610445308782399,1.0,outlet,Southern Newfoundland,Fortune Bay
2043490,outlet,2043490.0,0.5608375165167824,0.5608375165167824,0.5608375165167824,1.0,outlet,Southeastern Atlantic Ocean (N.S.),Mersey
3565050,outlet,3565050.0,0.5577819159580537,0.5577819159580537,0.5577819159580537,1.0,outlet,Northern Newfoundland,Strait of Belle Isle - South Shore
2000360,outlet,2000360.0,0.5504586900967786,0.5504586900967786,0.5504586900967786,1.0,outlet,Gulf of St. Lawrence and Northern Bay of Fundy (N.B.),Miramichi - Mouth
2005920,outlet,2005920.0,0.5468353225236653,0.5468353225236653,0.5468353225236653,1.0,outlet,Gulf of St. Lawrence and Northern Bay of Fundy (N.B.),Richibucto
2041600,outlet,2041600.0,0.5462159182838027,0.5462159182838027,0.5462159182838027,1.0,outlet,Southeastern Atlantic Ocean (N.S.),Mersey
3660590,outlet,3660590.0,0.5418430380617584,0.5418430380617584,0.5418430380617584,1.0,outlet,Northern Newfoundland,Southwestern Notre Dame Bay
2006520,outlet,2006520.0,0.5395672114667466,0.5395672114667466,0.5395672114667466,1.0,outlet,Prince Edward Island,Northeastern Prince Edward Island
3700240,outlet,3700240.0,0.5325964771834435,0.5325964771834435,0.5325964771834435,1.0,outlet,???,Matane
3741290,outlet,3741290.0,0.5225385968385171,0.5225385968385171,0.5225385968385171,1.0,outlet,Southern Newfoundland,Fortune Bay
