UNIQUE_ID,COMID,type,TERMCODE,TERMNAME_HUC10,TERMNAME_HUC8,TERMNAME_HUC6,TERMNAME_HUC4,TERMNAME_HUC2,damName,latitude,longitude
2676916,2676916,outlet,NIME105000208,Roque Bluffs-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.6600804,-67.61220227
2676934,2676934,outlet,NIME105000208,Roque Bluffs-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.6641632,-67.54015307
2677012,2677012,outlet,NIME105000207,Machias Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.6386808,-67.39656007
2677062,2677062,outlet,NIME105000208,Roque Bluffs-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.63102253,-67.61915761
2677064,2677064,outlet,NIME105000208,Roque Bluffs-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.6566054,-67.48115761
2677174,2677174,outlet,NIME105000208,Roque Bluffs-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.57212613,-67.64155461
2677190,2677190,outlet,NIME105000208,Roque Bluffs-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.58939853,-67.68129707
2677194,2677194,outlet,NIME105000208,Roque Bluffs-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.56527133,-67.69281967
2677284,2677284,outlet,NIME105000209,Pleasant River-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.5629096,-67.87141067
2677296,2677296,outlet,NIME105000208,Roque Bluffs-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.54435553,-67.56501081
2677304,2677304,outlet,NIME105000208,Roque Bluffs-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.5565428,-67.71771987
2677306,2677306,outlet,NIME105000208,Roque Bluffs-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.552743,-67.72302167
2677316,2677316,outlet,NIME105000210,Narraguagus River-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.53251533,-67.9168032
2677320,2677320,outlet,NIME105000209,Pleasant River-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.535692,-67.78976927
2677338,2677338,outlet,NIME105000211,Schoodic Point-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.50840973,-67.9665674
2677342,2677342,outlet,NIME105000211,Schoodic Point-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.5251156,-67.99944887
2677500,2677500,outlet,NIME105000404,Dennys River,Passamaquoddy Bay-Bay of Fundy,Maine Coastal,Maine Coastal,New England Region,n/a,44.9961078,-67.28463501
2677712,2677712,outlet,NIME105000202,East Machias River,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.74970733,-67.43582867
2677724,2677724,outlet,NIME105000207,Machias Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.72906213,-67.26314687
2677738,2677738,outlet,NIME105000207,Machias Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.677002,-67.25729167
2677750,2677750,outlet,NIME105000208,Roque Bluffs-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.63942293,-67.57182787
2677764,2677764,outlet,NIME105000208,Roque Bluffs-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.5512274,-67.59943927
2678116,2678116,outlet,NIME105000206,Lower Machias River,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.7262736,-67.45488681
2678254,2678254,outlet,NIME105000209,Pleasant River-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.6071086,-67.79018287
2678268,2678268,outlet,NIME105000209,Pleasant River-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.59840553,-67.82302247
2678284,2678284,outlet,NIME105000209,Pleasant River-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.591624,-67.84936247
2678298,2678298,outlet,NIME105000209,Pleasant River-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.59260873,-67.85646561
2678314,2678314,outlet,NIME105000209,Pleasant River-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.5807868,-67.74717467
2678346,2678346,outlet,NIME105000209,Pleasant River-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.55592673,-67.89823587
2678762,2678762,outlet,NIME105000206,Lower Machias River,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.712155,-67.45878047
2680212,2680212,outlet,NIME105000212,Graham Lake,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.59822813,-68.2335238
2680230,2680230,outlet,NIME105000214,Frenchman Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.6012046,-68.273266
2680244,2680244,outlet,NIME105000214,Frenchman Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.5887118,-68.29133447
2680262,2680262,outlet,NIME105000214,Frenchman Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.5692872,-68.1957568
2680272,2680272,outlet,NIME105000214,Frenchman Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.58314673,-68.3136428
2680356,2680356,outlet,NIME105000214,Frenchman Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.5426796,-68.32423587
2680364,2680364,outlet,NIME105000214,Frenchman Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.53386073,-68.2680122
2680368,2680368,outlet,NIME105000214,Frenchman Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.541405,-68.23610387
2680384,2680384,outlet,NIME105000214,Frenchman Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.5410838,-68.21106907
2680398,2680398,outlet,NIME105000214,Frenchman Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.53548213,-68.33795667
2680402,2680402,outlet,NIME105000214,Frenchman Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.53250653,-68.17803407
2680406,2680406,outlet,NIME105000214,Frenchman Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.520214,-68.2018974
2680440,2680440,outlet,NIME105000214,Frenchman Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.5224234,-68.1768744
2680450,2680450,outlet,NIME105000214,Frenchman Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.5200924,-68.33505767
2680458,2680458,outlet,NIME105000214,Frenchman Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.52359233,-68.17048287
2680472,2680472,outlet,NIME105000214,Frenchman Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.5288594,-68.14111107
2680502,2680502,outlet,NIME105000214,Frenchman Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.5020964,-68.3334402
2680862,2680862,outlet,NIME105000212,Graham Lake,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.60438673,-68.2538006
2680876,2680876,outlet,NIME105000214,Frenchman Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.5180766,-68.24155627
2681538,2681538,outlet,NIME105000213,Union River Bay,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.5202824,-68.42441527
2682196,2682196,outlet,NIME105000210,Narraguagus River-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.49208033,-67.87130841
2682198,2682198,outlet,NIME105000211,Schoodic Point-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.49177893,-67.9110456
2682200,2682200,outlet,NIME105000210,Narraguagus River-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.5000802,-67.87870861
2682202,2682202,outlet,NIME105000211,Schoodic Point-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.493505,-67.93992407
2682204,2682204,outlet,NIME105000211,Schoodic Point-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.45030933,-67.94680541
2682206,2682206,outlet,NIME105000211,Schoodic Point-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.4377904,-67.99054467
2682210,2682210,outlet,NIME105000211,Schoodic Point-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.39819753,-67.98010307
2682710,2682710,outlet,NIME105000214,Frenchman Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.50008513,-68.23087247
2682714,2682714,outlet,NIME105000213,Union River Bay,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.49541733,-68.51325687
2682718,2682718,outlet,NIME105000213,Union River Bay,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.5000774,-68.5015222
2682722,2682722,outlet,NIME105000211,Schoodic Point-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.49159993,-68.02056607
2682732,2682732,outlet,NIME105000214,Frenchman Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.50008213,-68.1339738
2682762,2682762,outlet,NIME105000211,Schoodic Point-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.4885804,-68.04666867
2682764,2682764,outlet,NIME105000214,Frenchman Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.48463493,-68.30773467
2682770,2682770,outlet,NIME105000213,Union River Bay,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.4840118,-68.4052502
2682778,2682778,outlet,NIME105000213,Union River Bay,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.4808726,-68.4894084
2682786,2682786,outlet,NIME105000219,Penobscot Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.4873548,-68.86847047
2682788,2682788,outlet,NIME105000219,Penobscot Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.4888638,-68.86572327
2682790,2682790,outlet,NIME105000214,Frenchman Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.49057333,-68.10474
2682802,2682802,outlet,NIME105000213,Union River Bay,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.4762156,-68.3998172
2682804,2682804,outlet,NIME105000214,Frenchman Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.47359313,-68.31196327
2682812,2682812,outlet,NIME105000219,Penobscot Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.49089913,-68.88332467
2682818,2682818,outlet,NIME105000216,Bagaduce River-Frontal Penobscot Bay,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.4800374,-68.72756907
2682820,2682820,outlet,NIME102000510,Penobscot River-Penobscot Bay,Lower Penobscot,Penobscot,Penobscot,New England Region,n/a,44.4749612,-68.77269407
2682822,2682822,outlet,NIME105000214,Frenchman Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.4667674,-68.0929666
2682830,2682830,outlet,NIME105000213,Union River Bay,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.46841233,-68.41977187
2682832,2682832,outlet,NIME105000219,Penobscot Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.48881573,-68.9000312
2682834,2682834,outlet,NIME105000219,Penobscot Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.47301413,-68.9025154
2682838,2682838,outlet,NIME105000213,Union River Bay,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.47725993,-68.4892738
2682840,2682840,outlet,NIME105000216,Bagaduce River-Frontal Penobscot Bay,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.4778546,-68.712682
2682856,2682856,outlet,NIME102000510,Penobscot River-Penobscot Bay,Lower Penobscot,Penobscot,Penobscot,New England Region,n/a,44.4639802,-68.767253
2682870,2682870,outlet,NIME105000219,Penobscot Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.4595172,-68.91990987
2682872,2682872,outlet,NIME105000213,Union River Bay,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.4583818,-68.4789572
2682874,2682874,outlet,NIME105000219,Penobscot Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.4575468,-68.92852867
2682882,2682882,outlet,NIME105000219,Penobscot Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.45881553,-68.9495702
2682884,2682884,outlet,NIME105000219,Penobscot Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.4560706,-68.9510034
2682886,2682886,outlet,NIME105000211,Schoodic Point-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.44749793,-68.02607287
2682888,2682888,outlet,NIME105000216,Bagaduce River-Frontal Penobscot Bay,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.45048213,-68.67679107
2682894,2682894,outlet,NIME105000214,Frenchman Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.45202153,-68.10181787
2682900,2682900,outlet,NIME105000216,Bagaduce River-Frontal Penobscot Bay,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.4571302,-68.74566387
2682908,2682908,outlet,NIME105000214,Frenchman Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.444044,-68.361055
2682918,2682918,outlet,NIME105000213,Union River Bay,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.44271333,-68.4114862
2682920,2682920,outlet,NIME105000216,Bagaduce River-Frontal Penobscot Bay,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.43859,-68.7846302
2682922,2682922,outlet,NIME105000219,Penobscot Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.4494864,-68.9486006
2682926,2682926,outlet,NIME105000213,Union River Bay,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.45140533,-68.4015952
2682934,2682934,outlet,NIME105000211,Schoodic Point-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.431091,-68.012826
2682942,2682942,outlet,NIME105000211,Schoodic Point-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.42849553,-67.99944767
2682952,2682952,outlet,NIME105000219,Penobscot Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.43809293,-68.95710787
2682954,2682954,outlet,NIME105000218,Passagassawakeag River-Frontal Belfast Bay,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.4312924,-68.9932558
2682958,2682958,outlet,NIME105000218,Passagassawakeag River-Frontal Belfast Bay,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.44624673,-68.96944087
2682966,2682966,outlet,NIME105000218,Passagassawakeag River-Frontal Belfast Bay,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.4478226,-68.97180567
2682968,2682968,outlet,NIME105000216,Bagaduce River-Frontal Penobscot Bay,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.43416513,-68.770882
2682970,2682970,outlet,NIME105000218,Passagassawakeag River-Frontal Belfast Bay,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.43884893,-68.982866
2682982,2682982,outlet,NIME105000213,Union River Bay,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.4200296,-68.41195127
2682990,2682990,outlet,NIME105000215,Blue Hill Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.4216842,-68.52593827
2682996,2682996,outlet,NIME105000215,Blue Hill Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.4206144,-68.56617487
2682998,2682998,outlet,NIME105000215,Blue Hill Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.42642673,-68.57468907
2683002,2683002,outlet,NIME105000211,Schoodic Point-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.4121716,-68.02693107
2683004,2683004,outlet,NIME105000218,Passagassawakeag River-Frontal Belfast Bay,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.4112312,-68.9994786
2683006,2683006,outlet,NIME105000214,Frenchman Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.40697993,-68.2517802
2683018,2683018,outlet,NIME105000216,Bagaduce River-Frontal Penobscot Bay,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.40540473,-68.81074227
2683020,2683020,outlet,NIME105000219,Penobscot Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.4083042,-68.99947867
2683028,2683028,outlet,NIME105000214,Frenchman Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.40527693,-68.079095
2683034,2683034,outlet,NIME105000216,Bagaduce River-Frontal Penobscot Bay,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.39605293,-68.7452196
2683036,2683036,outlet,NIME105000216,Bagaduce River-Frontal Penobscot Bay,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.397032,-68.8050106
2683042,2683042,outlet,NIME105000214,Frenchman Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.39075973,-68.23603727
2683044,2683044,outlet,NIME105000211,Schoodic Point-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.4085342,-68.05500827
2683050,2683050,outlet,NIME105000215,Blue Hill Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.392843,-68.59745707
2683052,2683052,outlet,NIME105000215,Blue Hill Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.3846824,-68.3586152
2683070,2683070,outlet,NIME105000215,Blue Hill Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.3804904,-68.33103647
2683082,2683082,outlet,NIME105000219,Penobscot Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.3725616,-68.97764287
2683084,2683084,outlet,NIME105000211,Schoodic Point-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.38243593,-68.04228607
2683094,2683094,outlet,NIME105000219,Penobscot Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.36833193,-68.87422087
2683102,2683102,outlet,NIME105000217,Eggemoggin Reach-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.36537073,-68.78604907
2683108,2683108,outlet,NIME105000219,Penobscot Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.36531113,-68.89806507
2683112,2683112,outlet,NIME105000215,Blue Hill Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.3603474,-68.3379366
2683114,2683114,outlet,NIME105000215,Blue Hill Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.3659302,-68.2988206
2683118,2683118,outlet,NIME105000215,Blue Hill Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.36680193,-68.37554707
2683130,2683130,outlet,NIME105000217,Eggemoggin Reach-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.35754913,-68.78478587
2683140,2683140,outlet,NIME105000215,Blue Hill Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.35321213,-68.33532767
2683146,2683146,outlet,NIME105000211,Schoodic Point-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.3507322,-68.059253
2683158,2683158,outlet,NIME105000215,Blue Hill Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.34723293,-68.27861
2683162,2683162,outlet,NIME105000219,Penobscot Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.3545402,-68.89994107
2683176,2683176,outlet,NIME105000215,Blue Hill Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.3421382,-68.2840672
2683182,2683182,outlet,NIME105000215,Blue Hill Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.3418742,-68.40081487
2683206,2683206,outlet,NIME105000219,Penobscot Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.3422042,-68.9653218
2683226,2683226,outlet,NIME105000217,Eggemoggin Reach-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.33254693,-68.80604227
2683246,2683246,outlet,NIME105000219,Penobscot Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.31897193,-68.96385267
2683252,2683252,outlet,NIME105000217,Eggemoggin Reach-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.3146906,-68.81157287
2683258,2683258,outlet,NIME105000217,Eggemoggin Reach-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.3205442,-68.8105474
2683276,2683276,outlet,NIME105000215,Blue Hill Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.3169114,-68.2782458
2683280,2683280,outlet,NIME105000215,Blue Hill Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.3085982,-68.2911886
2683282,2683282,outlet,NIME105000219,Penobscot Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.3179478,-68.9843952
2683286,2683286,outlet,NIME105000217,Eggemoggin Reach-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.2989012,-68.66341187
2683288,2683288,outlet,NIME105000215,Blue Hill Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.30779653,-68.2396396
2683290,2683290,outlet,NIME105000219,Penobscot Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.307555,-68.99523527
2683298,2683298,outlet,NIME105000215,Blue Hill Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.31715413,-68.2682764
2683300,2683300,outlet,NIME105000219,Penobscot Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.29610813,-68.91835087
2683302,2683302,outlet,NIME105000219,Penobscot Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.2971852,-68.91192
2683308,2683308,outlet,NIME105000215,Blue Hill Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.27645353,-68.39162
2683310,2683310,outlet,NIME105000215,Blue Hill Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.2916122,-68.6093478
2683318,2683318,outlet,NIME105000215,Blue Hill Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.2834856,-68.57754907
2683322,2683322,outlet,NIME105000215,Blue Hill Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.2757652,-68.34588327
2683326,2683326,outlet,NIME105000215,Blue Hill Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.258489,-68.31525067
2683328,2683328,outlet,NIME105000215,Blue Hill Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.26959433,-68.38280267
2683332,2683332,outlet,NIME105000217,Eggemoggin Reach-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.24648633,-68.6437136
2683334,2683334,outlet,NIME105000215,Blue Hill Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.2370442,-68.3080466
2683342,2683342,outlet,NIME105000217,Eggemoggin Reach-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.20789593,-68.68220207
2683348,2683348,outlet,NIME105000217,Eggemoggin Reach-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.14506153,-68.41879547
2683350,2683350,outlet,NIME105000219,Penobscot Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.0935672,-68.855185
2683354,2683354,outlet,NIME105000219,Penobscot Bay-Frontal Atlantic Ocean,Maine Coastal,Maine Coastal,Maine Coastal,New England Region,n/a,44.07732853,-68.84535647
