UNIQUE_ID,COMID,type,TERMCODE,TERMNAME_HUC10,TERMNAME_HUC8,TERMNAME_HUC6,TERMNAME_HUC4,TERMNAME_HUC2,damName,latitude,longitude
93732280,93732280,outlet,NICN920000000,Hermitage Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,48.00693512,-55.56121826
93732530,93732530,outlet,NICN920000000,Hermitage Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.93150711,-56.1235466
93732660,93732660,outlet,NICN920000000,La Poile Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.87205505,-58.25199127
93733180,93733180,outlet,NICN920000000,Trinity Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.85651016,-53.38724136
93733230,93733230,outlet,NICN920000000,Trinity Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.88717651,-53.83260727
93733250,93733250,outlet,NICN920000000,St. George's Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.96210861,-59.08603668
93733510,93733510,outlet,NICN920000000,Northwestern Placentia Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.85147858,-54.31116486
93733520,93733520,outlet,NICN920000000,Trinity Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.85133362,-53.84730148
93733570,93733570,outlet,NICN920000000,White Bear Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.85055161,-57.28294754
93733620,93733620,outlet,NICN920000000,Northwestern Placentia Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.98934937,-53.9862175
93733710,93733710,outlet,NICN920000000,St. George's Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.89504242,-59.36044693
93733740,93733740,outlet,NICN920000000,Conception Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.85157013,-53.2090416
93733810,93733810,outlet,NICN920000000,Hermitage Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.84771729,-56.00565338
93734090,93734090,outlet,NICN920000000,,,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.84250628,-69.54280124
93734110,93734110,outlet,NICN920000000,Trinity Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.84196472,-53.41520309
93734150,93734150,outlet,NICN920000000,Conception Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.84039688,-53.1430397
93734200,93734200,outlet,NICN920000000,La Poile Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.83911514,-58.03329086
93734850,93734850,outlet,NICN920000000,Fortune Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.82352066,-55.28411865
93734880,93734880,outlet,NICN920000000,Trinity Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.82308197,-53.8121109
93735040,93735040,outlet,NICN920000000,St. George's Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.81818008,-59.20566559
93735210,93735210,outlet,NICN920000000,Hermitage Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.87665176,-55.94069672
93735350,93735350,outlet,NICN920000000,Hermitage Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.88384247,-55.61154556
93735380,93735380,outlet,NICN920000000,La Poile Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.89050674,-58.35385895
93735400,93735400,outlet,NICN920000000,Grey,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.80877304,-56.3592186
93735570,93735570,outlet,NICN920000000,Fortune Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.80385208,-54.87182236
93735820,93735820,outlet,NICN920000000,Hermitage Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.81119537,-55.97526932
93735930,93735930,outlet,NICN920000000,White Bear Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.95281219,-57.13128662
93736000,93736000,outlet,NICN920000000,Grey,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.79027124,-56.48465178
93736320,93736320,outlet,NICN920000000,White Bear Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.78337479,-57.33065414
93736340,93736340,outlet,NICN920000000,La Poile Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.78231049,-58.85571289
93736360,93736360,outlet,NICN920000000,Hermitage Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.89550781,-56.10279083
93736380,93736380,outlet,NICN920000000,Conception Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.78141403,-53.18970108
93736490,93736490,outlet,NICN920000000,Grey,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.77633667,-56.62807846
93736520,93736520,outlet,NICN920000000,Eastern Placentia and Western St. Mary's Bays,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.78829193,-53.8991394
93736880,93736880,outlet,NICN920000000,La Poile Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.82940674,-58.19628906
93737150,93737150,outlet,NICN920000000,Grey,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.80312729,-56.40968704
93737230,93737230,outlet,NICN920000000,Northwestern Placentia Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.78425217,-54.32343674
93737360,93737360,outlet,NICN920000000,Trinity Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.75106812,-53.39030075
93737500,93737500,outlet,NICN920000000,La Poile Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.74904633,-58.53933334
93737560,93737560,outlet,NICN920000000,White Bear Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.74731064,-57.91864777
93737580,93737580,outlet,NICN920000000,Fortune Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.74635525,-55.45528954
93737600,93737600,outlet,NICN920000000,Fortune Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.85848236,-55.36532974
93737640,93737640,outlet,NICN920000000,Fortune Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.78768539,-55.0475769
93737730,93737730,outlet,NICN920000000,Northwestern Placentia Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.74284363,-54.39653015
93737750,93737750,outlet,NICN920000000,La Poile Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.7423439,-58.12086105
93737800,93737800,outlet,NICN920000000,White Bear Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.74164963,-57.87551498
93737860,93737860,outlet,NICN920000000,Hermitage Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.7395134,-55.75341797
93737960,93737960,outlet,NICN920000000,White Bear Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.77880096,-57.20286942
93738400,93738400,outlet,NICN920000000,La Poile Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.89043045,-58.39367676
93738460,93738460,outlet,NICN920000000,Fortune Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.72676468,-55.52185822
93738530,93738530,outlet,NICN920000000,Trinity Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.75075912,-53.41290283
93738570,93738570,outlet,NICN920000000,Eastern Coast Newfoundland,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.72386932,-52.81801605
93738640,93738640,outlet,NICN920000000,White Bear Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.72069931,-57.71212006
93738700,93738700,outlet,NICN920000000,St. George's Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.7324028,-59.2208786
93738870,93738870,outlet,NICN920000000,Grey,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.73361588,-56.68883133
93738920,93738920,outlet,NICN920000000,Conception Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.71527863,-53.33295822
93739070,93739070,outlet,NICN920000000,White Bear Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.71205902,-57.19858551
93739200,93739200,outlet,NICN920000000,Trinity Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.70849991,-53.48778534
93739370,93739370,outlet,NICN920000000,Fortune Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.77947998,-55.27371597
93739390,93739390,outlet,NICN920000000,Grey,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.78424072,-56.22023392
93739410,93739410,outlet,NICN920000000,Conception Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.70243835,-53.25440598
93739430,93739430,outlet,NICN920000000,Eastern Coast Newfoundland,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.70205688,-52.77119827
93739460,93739460,outlet,NICN920000000,St. George's Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.8888588,-58.63702393
93739500,93739500,outlet,NICN920000000,Northwestern Placentia Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.70111465,-54.48994064
93739540,93739540,outlet,NICN920000000,Fortune Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.70053864,-54.90014267
93739610,93739610,outlet,NICN920000000,Fortune Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.81349945,-55.07507706
93739660,93739660,outlet,NICN920000000,Grey,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.75147629,-56.46152878
93739670,93739670,outlet,NICN920000000,Fortune Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.69379044,-54.95872879
93739700,93739700,outlet,NICN920000000,White Bear Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.69377518,-57.13367844
93739710,93739710,outlet,NICN920000000,Northwestern Placentia Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.72603607,-54.43324661
93739780,93739780,outlet,NICN920000000,Fortune Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.69073486,-54.68763351
93739860,93739860,outlet,NICN920000000,Fortune Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.68825531,-55.69172668
93739900,93739900,outlet,NICN920000000,La Poile Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.74842834,-57.9824028
93739950,93739950,outlet,NICN920000000,Fortune Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.68613434,-55.27252579
93740050,93740050,outlet,NICN920000000,La Poile Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.73976517,-58.22856903
93740080,93740080,outlet,NICN920000000,Trinity Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.6976738,-53.4249382
93740170,93740170,outlet,NICN920000000,White Bear Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.84486008,-57.4824028
93740180,93740180,outlet,NICN920000000,Fortune Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.75317383,-54.73286819
93740210,93740210,outlet,NICN920000000,St. George's Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.67906189,-59.30079269
93740230,93740230,outlet,NICN920000000,La Poile Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.78577042,-58.70243835
93740540,93740540,outlet,NICN920000000,La Poile Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.67073059,-58.5122261
93740660,93740660,outlet,NICN920000000,Trinity Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.6696167,-53.35532761
93740760,93740760,outlet,NICN920000000,Malbaie,Lower St. Lawrence,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.66519165,-70.15244293
93740800,93740800,outlet,NICN920000000,Trinity Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.66370773,-53.51704025
93740850,93740850,outlet,NICN920000000,White Bear Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.7330246,-57.42391586
93740920,93740920,outlet,NICN920000000,Grey,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.67860794,-56.47867966
93740940,93740940,outlet,NICN920000000,Conception Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.66264343,-52.82341003
93741000,93741000,outlet,NICN920000000,White Bear Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.7513237,-57.8064003
93741070,93741070,outlet,NICN920000000,White Bear Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.72623062,-57.48627472
93741130,93741130,outlet,NICN920000000,Hermitage Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.68725586,-55.85479355
93741260,93741260,outlet,NICN920000000,Grey,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.72319412,-56.73106003
93741290,93741290,outlet,NICN920000000,Fortune Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.6520195,-55.21564102
93741360,93741360,outlet,NICN920000000,Fortune Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.69602585,-55.52520752
93741380,93741380,outlet,NICN920000000,Northwestern Placentia Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.66357803,-54.39855957
93741440,93741440,outlet,NICN920000000,Conception Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.64899826,-53.25922394
93741500,93741500,outlet,NICN920000000,La Poile Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.64858246,-58.71778488
93741580,93741580,outlet,NICN920000000,Fortune Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.71278,-54.8754921
93741720,93741720,outlet,NICN920000000,Grey,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.6962471,-56.43583298
93741760,93741760,outlet,NICN920000000,White Bear Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.84721375,-57.39210129
93741800,93741800,outlet,NICN920000000,White Bear Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.70512772,-57.76357651
93741840,93741840,outlet,NICN920000000,White Bear Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.71385956,-57.39460373
93741910,93741910,outlet,NICN920000000,La Poile Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.63776016,-59.25730515
93741960,93741960,outlet,NICN920000000,White Bear Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.63502884,-57.10758591
93741980,93741980,outlet,NICN920000000,La Poile Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.63402939,-59.13925552
93741990,93741990,outlet,NICN920000000,Grey,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.64338303,-56.8198967
93742060,93742060,outlet,NICN920000000,Conception Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.63660049,-53.36706161
93742110,93742110,outlet,NICN920000000,Eastern Coast Newfoundland,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.63130951,-52.78861618
93742410,93742410,outlet,NICN920000000,Fortune Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.67852402,-54.94588852
93742550,93742550,outlet,NICN920000000,La Poile Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.61800365,-59.01609239
93742570,93742570,outlet,NICN920000000,La Poile Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.61746216,-58.92789459
93742710,93742710,outlet,NICN920000000,Northwestern Placentia Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.61540985,-54.50006104
93742740,93742740,outlet,NICN920000000,Trinity Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.66124725,-53.44459152
93742750,93742750,outlet,NICN920000000,La Poile Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.65259933,-58.77329254
93742920,93742920,outlet,NICN920000000,White Bear Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.63837051,-57.28865814
93742970,93742970,outlet,NICN920000000,Fortune Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.66740036,-54.99023819
93743000,93743000,outlet,NICN920000000,La Poile Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.6512146,-58.76032257
93743150,93743150,outlet,NICN920000000,White Bear Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.60395813,-57.09518433
93743170,93743170,outlet,NICN920000000,La Poile Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.65785217,-59.17337418
93743300,93743300,outlet,NICN920000000,Fortune Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.59947968,-55.80056763
93743790,93743790,outlet,NICN920000000,La Poile Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.75958633,-59.13893127
93743940,93743940,outlet,NICN920000000,Eastern Coast Newfoundland,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.58295822,-52.69726944
93743990,93743990,outlet,NICN920000000,Trinity Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.58060837,-53.50287628
93744030,93744030,outlet,NICN920000000,Fortune Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.62023163,-55.53783035
93744140,93744140,outlet,NICN920000000,Fortune Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.57738113,-55.703022
93744270,93744270,outlet,NICN920000000,Trinity Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.57452774,-53.39877319
93744330,93744330,outlet,NICN920000000,Conception Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.57484055,-52.83682632
93744380,93744380,outlet,NICN920000000,,,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.61844254,-70.34091187
93744540,93744540,outlet,NICN920000000,Fortune Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.56717682,-55.65859604
93744610,93744610,outlet,NICN920000000,Fortune Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.60224915,-54.7723999
93744650,93744650,outlet,NICN920000000,Fortune Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.5644455,-55.48030472
93744780,93744780,outlet,NICN920000000,Trinity Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.55908585,-53.54450607
93745420,93745420,outlet,NICN920000000,Eastern Placentia and Western St. Mary's Bays,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.54017639,-53.84529495
93745460,93745460,outlet,NICN920000000,Trinity Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.53886032,-53.78100967
93745540,93745540,outlet,NICN920000000,Trinity Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.53705978,-53.7625885
93745730,93745730,outlet,NICN920000000,Fortune Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.52867889,-54.78678894
93745790,93745790,outlet,NICN920000000,Eastern Coast Newfoundland,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.52616501,-52.7556839
93746010,93746010,outlet,NICN920000000,Fortune Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.52068329,-55.59740067
93746160,93746160,outlet,NICN920000000,Trinity Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.51262283,-53.72485733
93746220,93746220,outlet,NICN920000000,Fortune Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.51209259,-55.83616257
93746280,93746280,outlet,NICN920000000,Trinity Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.51012802,-53.5660553
93746630,93746630,outlet,NICN920000000,Eastern Coast Newfoundland,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.50313187,-52.72969437
93746650,93746650,outlet,NICN920000000,Trinity Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.50303268,-53.43780899
93746810,93746810,outlet,NICN920000000,Fortune Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.50872421,-56.15960312
93746860,93746860,outlet,NICN920000000,Conception Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.49790192,-53.28821945
93746990,93746990,outlet,NICN920000000,Conception Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.49564362,-53.40084076
93747110,93747110,outlet,NICN920000000,Eastern Placentia and Western St. Mary's Bays,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.51390457,-53.84361649
93747140,93747140,outlet,NICN920000000,Fortune Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.50444794,-55.48661804
93747160,93747160,outlet,NICN920000000,Conception Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.49116898,-52.92490768
93747200,93747200,outlet,NICN920000000,Northwestern Placentia Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.54795074,-54.19264984
93747440,93747440,outlet,NICN920000000,Conception Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.48435593,-53.24608612
93747610,93747610,outlet,NICN920000000,Eastern Placentia and Western St. Mary's Bays,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.48590088,-53.87063599
93747940,93747940,outlet,NICN920000000,Northwestern Placentia Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.51401138,-54.22158051
93748040,93748040,outlet,NICN920000000,Eastern Coast Newfoundland,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.46752743,-52.71888983
93748080,93748080,outlet,NICN920000000,Fortune Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.46604919,-55.52425385
93748150,93748150,outlet,NICN920000000,Fortune Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.5171051,-55.54832459
93748300,93748300,outlet,NICN920000000,Conception Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.46117401,-53.3249321
93748410,93748410,outlet,NICN920000000,Southwestern Placentia Bay,Southern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,n/a,47.45898819,-54.71237946
